bill_id,category_ids,category_labels,bill_type,bill_category,reason
hr504-112,,,,,"The bill grants civil liability immunity to first responders for actions taken to prevent terrorism, which is a matter of tort law and public safety rather than private employer wage, hour, or benefit obligations."
hr364-112,1.0,Wage Hour & Benefits,enforcement,healthcare,"The bill amends ERISA to establish governance standards for small business health plans and mandates dependent coverage until age 26 for group health plans, directly imposing obligations on private employers as plan sponsors."
s2833-114,,,,,"The bill primarily concerns immigration data reporting and transparency requirements for nonimmigrant visa holders, rather than directly regulating private employer wage, hour, or benefit obligations such as minimum wage, overtime, or ERISA compliance."
s144-114,,,,,"The bill addresses federal restrictions on state and local educational agencies regarding curriculum and assessments, which does not involve private employer wage, hour, or benefit obligations."
s2048-114,,,,,"The bill extends authorities for Department of Veterans Affairs programs to assist homeless veterans, which involves government-funded services and benefits rather than regulating private employer wage, hour, or benefit obligations."
hr5106-111,,,,,"The bill directs the Secretary of Defense to establish a commission to study urotrauma among military personnel and veterans, which involves government agencies and military health matters rather than private employer wage, hour, or benefit obligations."
sjres40-113,,,,,"The bill appoints a citizen regent to the Smithsonian Institution Board of Regents, which is a government operations matter unrelated to private employer wage, hour, or benefit obligations."
hr2910-115,,,,,"The bill focuses on interagency coordination for environmental reviews and permitting of natural gas pipelines under the Natural Gas Act and NEPA, which does not involve private employer wage, hour, or benefit obligations."
s2785-113,,,,,"The bill directs the EPA to publish health advisories regarding microcystins in drinking water, which is an environmental protection measure and does not impose wage, hour, or benefit obligations on private employers."
s43-115,,,,,"The bill offers a tax benefit (eligibility for Health Savings Accounts) unrelated to private employer wage or benefit obligations, falling under the exclusion for general tax or family policy."
s68-116,,,,,"The bill requires a government commission to publish reports on Medicaid expansion impacts, which relates to public health program administration and government reimbursement rates rather than imposing obligations on private employers regarding wages, hours, or benefits."
hr531-116,,,,,"The bill concerns the removal authority for the FBI Director, a federal government official, and does not regulate private employer wage, hour, or benefit obligations."
hr1311-112,1.0,Wage Hour & Benefits,enforcement,healthcare,"Amends ERISA to require employer-sponsored group health plans to cover medically necessary food and related supplies, imposing a new coverage obligation on private employers as plan sponsors."
hr1199-114,,,,,"The bill addresses product liability and tort reform regarding sellers of products, which falls under product safety and quality issues, not private employer wage, hour, or benefit obligations."
s3004-112,,,,,"The bill concerns the suspension of import duties on specific chemical compounds under the Harmonized Tariff Schedule, which relates to foreign trade policy and does not involve private employer wage, hour, or benefit obligations."
s247-113,,,,,"The bill establishes national historical parks and adjusts federal cost-sharing for water resources projects; it does not regulate private employer wage, hour, or benefit obligations."
hr2107-113,,,,,"The bill prohibits federal agencies and contractors from making payments to foreign officials for bribery or illegal activities, which relates to government ethics and foreign policy rather than private employer wage, hour, or benefit obligations."
s1533-116,,,,,"The bill reauthorizes the National Flood Insurance Program, which is a federal disaster relief and insurance program, and does not regulate private employer wage, hour, or benefit obligations."
hr5370-115,,,,,"The bill eliminates the IRS Oversight Board, which is an internal governance structure for a federal agency, and does not impose obligations on private employers regarding wages, hours, or benefits."
hr2369-112,,,,,"The bill concerns the internal governance and charter powers of the American Legion, a federally chartered veterans' organization, and does not regulate private employer wage, hour, or benefit obligations."
hr1443-114,,,,,"The bill concerns wildlife management and bison population control in Grand Canyon National Park, involving no private employer wage, hour, or benefit obligations."
hr3672-114,,,,,"The bill adjusts the holding period for tax treatment of horses as capital assets, which is a general tax provision unrelated to private employer wage, hour, or benefit obligations."
hr5988-111,,,,,"The bill regulates federal agency user fees and cost recovery reporting requirements for government services, which does not involve private employer wage, hour, or benefit obligations."
hr6009-114,,,,,"The bill regulates mail processing and records management for federal agencies, which involves government operations rather than private employer wage, hour, or benefit obligations."
hr3018-114,,,,,"The bill addresses administrative procedures for Medicare and Medicaid claims processing during the transition from ICD-9 to ICD-10 coding standards, which constitutes setting government reimbursement rates and administrative rules rather than regulating private employer wage, hour, or benefit obligations."
hr3149-115,,,,,"The bill provides tax credits for the production of renewable chemicals and investment in related facilities, which are general business investment incentives unrelated to private employer wage, hour, or benefit obligations."
s1359-112,,,,,"The bill provides discounted access to National Parks for military personnel and veterans, which is a government benefit program and does not regulate private employer wage, hour, or benefit obligations."
s1137-114,,,,,"The bill focuses on patent law reform, litigation procedures, and intellectual property rights, which are unrelated to private employer wage, hour, or benefit obligations."
s3154-112,,,,,"The bill concerns tariff adjustments for imported acrylic filament tow, which is a matter of foreign trade policy and does not regulate private employer wage, hour, or benefit obligations."
s2139-113,,,,,"The bill provides tax exclusions for small business stock sales and modifies passive activity loss rules for high-tech research entities; it does not impose obligations on private employers regarding wages, hours, or employee benefit plans."
s901-115,,,,,"The bill addresses per diem allowances for military personnel and civilian Department of Defense employees, which are government employees; therefore, it does not involve private non-governmental employer wage or benefit obligations."
s2716-114,,,,,"The bill directs the SEC to update disclosure guides for oil, gas, and mining industries, which relates to securities regulation and investor protection rather than private employer wage, hour, or benefit obligations."
hr5289-112,,,,,"The bill suspends duties on a specific chemical import, which is a trade policy matter unrelated to private employer wage, hour, or benefit obligations."
s2148-112,,,,,"The bill regulates lead-based paint renovation activities under the Toxic Substances Control Act, focusing on environmental protection and worker safety/health hazards rather than private employer wage, hour, or benefit obligations such as minimum wage, overtime, pensions, or group health plans."
s888-112,,,,,"The bill designates a segment of Illabot Creek as part of the National Wild and Scenic Rivers System, which relates to public lands and natural resources conservation, not private employer wage, hour, or benefit obligations."
hr2964-114,,,,,"The bill focuses on immigration enforcement, detention of aliens, and intergovernmental cooperation between federal and state/local law enforcement agencies; it does not regulate private employer wage, hour, or benefit obligations."
hr1198-115,,,,,"This is a private relief bill for an individual, which does not regulate private employer wage, hour, or benefit obligations."
s1674-113,,,,,"The bill authorizes federal grants for early childhood parent education and family engagement programs, which is a public policy and education initiative rather than a regulation of private employer wage, hour, or benefit obligations."
hr3380-115,,,,,"The bill regulates the use and registration of the pesticide chlorpyrifos under environmental and food safety laws, which does not involve private employer wage, hour, or benefit obligations."
hr2861-112,,,,,"The bill regulates product safety for amusement park rides under the Consumer Product Safety Commission, which relates to product safety and quality rather than private employer wage, hour, or benefit obligations."
s2078-112,,,,,"The bill regulates federal banking agencies' supervision of loans to home builders and does not impose obligations on private employers regarding wages, hours, or employee benefits."
hr3409-115,,,,,"The bill targets pyramid promotional schemes and deceptive marketing practices under the FTC Act, which falls under consumer protection and fraud offenses rather than private employer wage, hour, or benefit obligations."
s3729-111,,,,,"The bill is an authorization act for the National Aeronautics and Space Administration (NASA), a federal government agency, and does not impose wage, hour, or benefit obligations on private non-governmental employers."
hjres87-115,,,,,"The bill nullifies an EPA rule regarding air quality implementation plans in Utah, which relates to environmental protection rather than private employer wage, hour, or benefit obligations."
s3359-112,,,,,"The bill addresses legislative procedure and congressional rules regarding the subject matter of bills, rather than regulating private employer wage, hour, or benefit obligations."
s2222-113,,,,,"The bill directs a GAO report on sexual assault prevention within the Department of Defense and Armed Forces, which involves government entities and military personnel rather than private employer wage, hour, or benefit obligations."
hr5459-113,,,,,"The bill authorizes the award of the Medal of Honor to a military veteran, which is a congressional tribute and does not regulate private employer wage, hour, or benefit obligations."
s1436-116,,,,,"The bill addresses retirement benefits for employees of the Architect of the Capitol and Senate Restaurants, which are government entities; it does not regulate private employer wage, hour, or benefit obligations."
hr2315-112,,,,,"The bill focuses on workforce development grants, training programs, and data collection to increase women's participation in nontraditional occupations, rather than regulating private employer wage, hour, or benefit obligations or imposing compliance mandates on employers."
s3086-114,,,,,"The bill focuses on environmental protection and marine debris management through NOAA and international cooperation, containing no provisions regulating private employer wage, hour, or benefit obligations."
s3364-114,,,,,"The bill authorizes the Department of Veterans Affairs to accept donations of facilities from non-federal entities; it does not regulate private employer wage, hour, or benefit obligations."
s3506-112,,,,,"The bill regulates pharmaceutical drug approval processes and clinical testing ethics under the FDA, not private employer wage, hour, or benefit obligations."
hr4894-113,,,,,"The bill establishes a commission to study security and public access to federal buildings, which relates to government operations and homeland security rather than private employer wage, hour, or benefit obligations."
hr5371-113,,,,,"The bill prohibits federal funding for the Heritage Partnership Program and National Heritage Areas, which relates to public lands and historic preservation rather than private employer wage, hour, or benefit obligations."
s1040-116,,,,,"The bill regulates Department of Homeland Security procedures for identifying immigrant veterans for immigration benefits and enforcement purposes, involving government agencies and immigration policy rather than private employer wage, hour, or benefit obligations."
s2403-114,,,,,"The bill amends Title 10 to provide relocation flexibility for military members and their spouses, which concerns government employee benefits and military personnel policy rather than private employer wage, hour, or benefit obligations."
hr3630-114,,,,,"The bill focuses on environmental protection and water quality recovery efforts in Puget Sound, involving federal agency coordination and funding, with no provisions regulating private employer wage, hour, or benefit obligations."
hjres2-112,,,,,"The bill proposes a constitutional amendment to require a balanced federal budget and restricts government borrowing; it does not regulate private employer wage, hour, or benefit obligations."
hr4277-115,,,,,"The bill addresses federal disaster relief funding and cost-sharing for Hurricanes Irma and Maria in Puerto Rico, which is a government assistance program and does not regulate private employer wage, hour, or benefit obligations."
s186-113,,,,,"The bill awards a Congressional Gold Medal to commemorate victims of the 16th Street Baptist Church bombing and does not regulate private employer wage, hour, or benefit obligations."
hr6854-115,,,,,"The bill provides tax relief for individuals and businesses affected by a natural disaster, including waiving penalties on early retirement plan distributions and offering an employee retention tax credit; however, these are general disaster relief measures and tax incentives unrelated to regulating private employer wage, hour, or benefit compliance obligations or misconduct."
hr2473-112,,,,,"The bill modifies the authorized maintenance depth for a river improvement project in North Carolina, which is a transportation and infrastructure matter unrelated to private employer wage, hour, or benefit obligations."
hr1667-113,,,,,"The bill regulates the shipping, sale, and aquaculture of genetically altered salmon to prevent environmental harm, which falls under environmental and fisheries policy rather than private employer wage, hour, or benefit obligations."
hr2944-112,,,,,"The bill extends the United States Parole Commission, a federal government agency, and does not regulate private employer wage, hour, or benefit obligations."
s2554-114,,,,,"The bill addresses personnel management and disciplinary actions for employees of the Department of Veterans Affairs, a federal government agency, rather than regulating private non-governmental employers."
hr2385-112,,,,,"The bill provides a tax exclusion for individuals taking distributions from retirement plans for specific hardships, which is a personal income tax provision rather than a regulation of private employer obligations, fiduciary duties, or benefit plan administration under ERISA."
s722-112,,,,,"The bill amends Medicare payment rates and eligibility requirements for hospice care, which constitutes government reimbursement policy rather than regulation of private employer wage, hour, or benefit obligations."
hr5922-115,,,,,"The bill directs the Department of Veterans Affairs to conduct a pilot program for hepatitis C testing for veterans, which involves government-administered healthcare services rather than private employer wage, hour, or benefit obligations."
s445-113,,,,,"The bill focuses on security training and equipment for state and local law enforcement and courthouses, which involves government entities and public safety rather than private employer wage, hour, or benefit obligations."
hr3726-113,,,,,"The bill offers a tax credit for hiring workers from a specific group (the long-term unemployed), which is explicitly excluded as it incentivizes hiring decisions rather than regulating private employer wage, hour, or benefit compliance obligations."
hr5464-114,,,,,"The bill exempts specific hydroelectric projects from Federal Energy Regulatory Commission licensing requirements, which relates to energy regulation and administrative licensing rather than private employer wage, hour, or benefit obligations."
hr2816-113,,,,,"The bill extends a pilot program for alternative credit rating information for mortgages under the National Housing Act, which relates to consumer credit and housing finance rather than private employer wage, hour, or benefit obligations."
hr2527-114,,,,,"The bill designates a USPS facility name, which is a government operations matter involving a federal agency, not a regulation of private employer wage, hour, or benefit obligations."
hr1729-114,,,,,"The bill amends the Migratory Bird Treaty Act regarding Alaskan Native handicrafts and wildlife conservation, which does not involve private employer wage, hour, or benefit obligations."
hjres14-116,,,,,"The bill proposes a constitutional amendment to limit terms for Members of Congress, which does not involve private employer wage, hour, or benefit obligations."
hr3882-114,,,,,"The bill establishes a national monument and directs federal agencies (Interior and USDA) to manage public lands, involving no private employer wage, hour, or benefit obligations."
s2438-112,,,,,"The bill extends a temporary suspension of duty on sorbic acid, which is a trade and tariff measure unrelated to private employer wage, hour, or benefit obligations."
hr297-116,,,,,"The bill extends federal recognition to a Native American tribe and provides for government-administered services and land transfers, which does not involve private employer wage, hour, or benefit obligations."
s3122-111,,,,,"The bill focuses on government transparency and oversight regarding attorney fees awarded under the Equal Access to Justice Act, which involves government liability rather than private employer wage, hour, or benefit obligations."
s2728-112,,,,,"The bill suspends import duties on a specific chemical compound, which is a trade policy measure unrelated to private employer wage, hour, or benefit obligations."
hr1050-115,,,,,"The bill establishes a grant program for educational partnerships and apprenticeships, which constitutes general job training and education policy rather than a regulation of private employer wage, hour, or benefit obligations or a tax credit tied to such compliance."
s2280-114,,,,,"The bill requires U.S. Attorneys (government officials) to promote pro bono legal services for domestic violence survivors; it does not impose wage, hour, or benefit obligations on private non-governmental employers."
hr4927-112,,,,,"The bill modifies tariff duties on imported men's footwear, which is a matter of foreign trade policy and does not regulate private employer wage, hour, or benefit obligations."
s1739-112,,,,,"The bill concerns the distribution of judgment funds to the Minnesota Chippewa Tribe and reimbursement of litigation costs, which involves tribal relations and government claims rather than private employer wage, hour, or benefit obligations."
s2482-114,,,,,"The bill directs the Department of Defense to provide training to its own personnel regarding recruitment and retention; it does not regulate private employer wage, hour, or benefit obligations."
hr2626-115,,,,,"The bill focuses on visa security, immigration vetting, and border control measures involving federal agencies (State Department, DHS, CBP), and does not regulate private employer wage, hour, or benefit obligations."
hr2312-113,,,,,"The bill amends the Internal Revenue Code regarding the capitalization of interest costs for distilled spirits production, which is a general tax provision unrelated to private employer wage, hour, or benefit obligations."
s210-112,,,,,"The bill concerns Congressional operations and the format of legislative documents for Members of Congress, involving no private employer wage, hour, or benefit obligations."
hr799-115,,,,,"The bill establishes a pilot program for educational grants to HBCUs for offender re-entry, which does not regulate private employer wage, hour, or benefit obligations."
s3775-111,,,,,"The bill focuses on federal government programs (VA, DoD, HHS) for prostate cancer research, education, and treatment coordination, rather than imposing obligations on private non-governmental employers regarding wages, hours, or benefits."
s2074-114,,,,,"The bill addresses the pay of Members of Congress, who are government employees, not private non-governmental employers; therefore, it does not involve private employer wage, hour, or benefit obligations."
s2524-114,,,,,"The bill concerns water rights and land use access within a wilderness area in Colorado, involving the Department of Agriculture and a local town, with no provisions regulating private employer wage, hour, or benefit obligations."
hr3761-113,,,,,"The bill amends energy efficiency standards for decorative hearth products and vented hearth heaters, which relates to product safety and energy conservation rather than private employer wage, hour, or benefit obligations."
s392-115,,,,,"The bill establishes a commission to commemorate African-American history and provides grants to nonprofit organizations; it does not regulate private employer wage, hour, or benefit obligations."
hr1584-115,,,,,"The bill regulates the taking, importation, and public display of orcas under animal protection laws, which does not involve private employer wage, hour, or benefit obligations."
hr2436-114,,,,,"The bill directs the National Institutes of Health (a federal agency) to conduct research and publish guidelines regarding age groupings in human subjects research; it does not impose obligations on private employers regarding wages, hours, or benefits."
hr2306-113,,,,,"The bill regulates food safety standards for infant formula under the Federal Food, Drug, and Cosmetic Act, which does not involve private employer wage, hour, or benefit obligations."
hr2599-112,,,,,"The bill regulates mortgage lending practices and property assessments for clean energy improvements, involving federal housing agencies and private lenders, but does not impose wage, hour, or benefit obligations on private employers regarding their employees."
hr711-113,1.0,Wage Hour & Benefits,enforcement,wage_hour,"The bill repeals prevailing wage requirements under the Davis-Bacon Act for laborers and mechanics on federal-aid projects, directly altering the wage obligations imposed on private employers acting as contractors."
hr5535-114,1.0,Wage Hour & Benefits,enforcement,wage_hour,"The bill amends the Family and Medical Leave Act (FMLA) to impose new leave obligations on private employers regarding parental involvement in education, directly regulating private employer conduct related to employee leave rights."
hr4436-115,,,,,"The bill directs the Department of the Interior to study the feasibility of designating specific sites as National Parks, which is a matter of public lands management and does not involve private employer wage, hour, or benefit obligations."
hr6408-115,,,,,"The bill authorizes international cooperative activities for countering violent extremism under the Department of Homeland Security and does not regulate private employer wage, hour, or benefit obligations."
s2614-115,,,,,"The bill focuses on agricultural conservation programs, land use, and rural water infrastructure, and does not impose wage, hour, or benefit obligations on private employers."
hr469-116,,,,,"The bill concerns the calculation of premium rates for the National Flood Insurance Program, a federal government insurance program, and does not impose any obligations on private employers regarding wages, hours, or employee benefits."
hr1196-115,,,,,"The bill focuses on international counterterrorism, border security, and foreign assistance, containing no provisions regulating private employer wage, hour, or benefit obligations."
s2064-112,,,,,"The bill focuses on repealing energy-related tax credits and lowering corporate income tax rates, which are general tax policy measures unrelated to private employer wage, hour, or benefit obligations."
hr1395-115,,,,,"The bill modifies the administrative structure and conflict-of-interest policies of the Medicaid and CHIP Payment and Access Commission (MACPAC), which is a federal advisory body; it does not impose obligations on private employers regarding wages, hours, or benefits."
hr3998-115,,,,,"The bill concerns firearms and explosives licensing restrictions for suspected terrorists, which is unrelated to private employer wage, hour, or benefit obligations."
hr5855-114,,,,,"The bill directs the CDC to improve data collection on sexual orientation and gender identity in violent death reporting, which is a public health surveillance measure and does not impose obligations on private employers regarding wages, hours, or benefits."
hr4042-114,,,,,"The bill provides grants to states and local education agencies for prekindergarten programs, which is a public education funding initiative and does not regulate private employer wage, hour, or benefit obligations."
s2077-115,,,,,"The bill directs the Department of Homeland Security to examine and report on vehicular terrorism threats; it does not regulate private employer wage, hour, or benefit obligations."
s1064-114,,,,,"The bill focuses on public health research, surveillance, and education regarding asthma administered by the CDC and HHS, rather than imposing obligations on private employers regarding wages, hours, or employee benefit plans."
hr4833-114,,,,,"The bill authorizes USDA grants to states for establishing grocery stores in underserved communities; while it mentions hiring workers from the community as a priority criterion for loan applicants, it does not impose direct wage, hour, or benefit obligations on private employers, nor does it regulate employer misconduct under FLSA, ERISA, WARN, or FMLA."
hr2119-112,,,,,"The bill regulates the training and certification requirements for medical practitioners dispensing controlled substances under the Controlled Substances Act, which does not involve private employer wage, hour, or benefit obligations."
hr44-115,,,,,"The bill focuses on worker safety, health standards, and conflict of interest rules for combat sports promoters and managers, rather than private employer obligations regarding wages, hours, overtime, or benefit plans under statutes like FLSA, ERISA, or FMLA."
hr3322-112,,,,,"The bill establishes a federal grant program for states to improve early learning systems and does not impose wage, hour, or benefit obligations on private employers."
hr1559-112,,,,,"The bill authorizes the establishment of a memorial in the District of Columbia to honor war patriots, which is unrelated to private employer wage, hour, or benefit obligations."
hr6454-114,,,,,"The bill regulates the transportation of energy exports via U.S.-built vessels and does not impose wage, hour, or benefit obligations on private employers."
hr3472-113,,,,,"The bill designates a USPS facility name as a memorial tribute and does not regulate private employer wage, hour, or benefit obligations."
s2677-113,,,,,"The bill concerns wildlife conservation and the Endangered Species Act, involving no private employer wage, hour, or benefit obligations."
hr5719-111,,,,,"The bill directs federal agencies (VA and DoD) to provide information about government-administered veterans' benefits, which does not impose obligations on private non-governmental employers regarding wages, hours, or benefits."
hr499-114,,,,,"The bill amends tax-exempt bond volume caps for water and sewage infrastructure, which is a matter of state and local finance and infrastructure development, not private employer wage, hour, or benefit obligations."
s3188-112,,,,,"The bill authorizes an increase in the number of Weapons of Mass Destruction Civil Support Teams, which are military and national security entities; it does not regulate private employer wage, hour, or benefit obligations."
s124-116,1.0,Wage Hour & Benefits,enforcement,wage_hour,"The bill amends the Fair Labor Standards Act to prohibit private employers from enforcing non-compete agreements, which directly regulates employer conduct that suppresses worker wages and bargaining power."
s2219-115,,,,,"The bill focuses on vehicle safety standards and equipment requirements for commercial motor vehicles to prevent underride crashes, which falls under transportation safety rather than private employer wage, hour, or benefit obligations."
hr631-112,1.0,Wage Hour & Benefits,enforcement,wage_hour,"Amends the Fair Labor Standards Act to establish a mandatory base minimum wage for tipped employees, directly regulating private employer wage obligations."
hr1178-112,,,,,"The bill extends military commissary and exchange store privileges to veterans, which is a government-administered benefit program and does not regulate private employer wage, hour, or benefit obligations."
hr5718-115,,,,,"The bill focuses on convening an expert panel to recommend best practices for reducing opioid use in surgical settings and reporting on Medicare diagnosis-related group codes; it does not impose obligations on private employers regarding wages, hours, or employee benefit plans."
s479-113,1.0,Wage Hour & Benefits,enforcement,wage_hour,"The bill clarifies the employment tax treatment and reporting obligations for wages paid by professional employer organizations (PEOs), directly regulating private employer conduct regarding wage payment and payroll tax compliance."
hr3810-113,,,,,"The bill authorizes the conveyance of a veterans memorial from the Department of Defense to a private association, which is a land transfer and property management issue unrelated to private employer wage, hour, or benefit obligations."
s1592-114,,,,,"The bill concerns the transfer of federal land within the Kaibab National Forest and does not regulate private employer wage, hour, or benefit obligations."
hr662-113,,,,,"The bill prohibits federal contributions to international climate organizations and does not regulate private employer wage, hour, or benefit obligations."
hr6132-112,,,,,"The bill imposes 'Buy American' requirements on the U.S. Olympic Committee regarding goods supplied to athletes, which does not regulate private employer wage, hour, or benefit obligations."
hr4900-113,,,,,"The bill provides a tax benefit (HSA eligibility) to individual veterans receiving VA care, which falls under the exclusion for bills offering individuals a tax benefit unrelated to private employer wage or benefit obligations."
hr6370-114,,,,,"The bill modifies the Internal Revenue Code regarding the tax on private foundation excess business holdings, which is a tax provision for charitable organizations rather than a regulation of private employer wage, hour, or benefit obligations."
s3338-112,,,,,"The bill primarily regulates the certification and licensure of medical personnel and sets Medicare payment conditions for medical imaging services, which constitutes government reimbursement policy and health care quality regulation rather than private employer wage, hour, or benefit obligations."
s2487-112,,,,,"The bill suspends duties on a specific chemical import, which is a trade policy matter unrelated to private employer wage, hour, or benefit obligations."
s1605-113,,,,,"This is a private relief bill for an individual, which does not regulate private employer wage, hour, or benefit obligations."
hr5554-114,,,,,"The bill concerns the transfer of administrative jurisdiction over a federal government building between the Office of the Comptroller of the Currency and the General Services Administration, involving no private employer wage, hour, or benefit obligations."
hr3782-114,,,,,"The bill addresses juvenile justice and detention procedures for status offenders, which does not involve private employer wage, hour, or benefit obligations."
s2073-113,,,,,"The bill addresses criminal penalties for discrimination by Internal Revenue Service (IRS) employees, which are government agents, not private non-governmental employers; therefore, it does not regulate private employer wage, hour, or benefit obligations."
hr6734-115,,,,,"The bill concerns military funeral honors for deceased veterans at Arlington National Cemetery, which is a matter of government protocol and national security, not private employer wage, hour, or benefit obligations."
hr2672-115,,,,,"The bill designates a USPS facility name as a tribute to a military service member; it does not regulate private employer wage, hour, or benefit obligations."
hr324-112,,,,,"The bill grants law enforcement authority to Department of Defense personnel, which involves government employees and national security matters rather than private employer wage, hour, or benefit obligations."
hr2198-113,,,,,"The bill regulates state government fiscal accounting and reporting requirements for federal financial assistance, which involves public-sector entities rather than private employer wage, hour, or benefit obligations."
s3462-114,1.0,Wage Hour & Benefits,enforcement,wage_hour,"The bill delays the effective date of a Department of Labor rule revising income thresholds for overtime pay exemptions under the FLSA, directly affecting private employer wage obligations regarding overtime eligibility."
hr2161-114,,,,,"The bill extends a tax deduction for charitable contributions of food inventory, which is a general tax policy measure unrelated to private employer wage, hour, or benefit obligations."
s1566-116,,,,,"The bill concerns voting rights and absentee ballot procedures for members of the Armed Forces, which is a matter of election administration and military personnel policy, not private employer wage, hour, or benefit obligations."
s1248-113,1.0,Wage Hour & Benefits,enforcement,wage_hour,"The bill imposes new obligations on private employers to consider employee requests for flexible work terms regarding hours, schedules, and location, and prohibits interference with these rights, directly regulating private employer conduct related to work hours and conditions."
hr3046-115,,,,,"The bill provides tax exclusions and deductions for employer contributions to 529 plans and ABLE accounts, which are education and disability savings vehicles, not employer-sponsored group health, welfare, or pension/retirement benefit plans regulated under ERISA; thus, it does not impose obligations on private employers regarding wage, hour, or benefit compliance."
s2479-113,,,,,"The bill concerns land conveyance and trust status for a Native American tribe, involving no private employer wage, hour, or benefit obligations."
s2153-116,,,,,"The bill requires a report on climate change vulnerabilities affecting U.S. Coast Guard installations, which involves a government agency and does not regulate private employer wage, hour, or benefit obligations."
hr6288-111,,,,,"The bill extends tax-preferred status for empowerment zones and enterprise communities, which are general economic development incentives unrelated to private employer wage, hour, or benefit obligations."
hr2991-113,,,,,"The bill extends federal recognition to a Native American tribe and provides government-administered services and benefits to tribal members; it does not regulate private employer wage, hour, or benefit obligations."
hr1961-113,,,,,"The bill addresses fire-retardant construction requirements for passenger vessels, which is a transportation safety and infrastructure issue, not a private employer wage, hour, or benefit obligation."
s634-115,,,,,"The bill focuses on reducing federal regulations and managing the national debt ceiling, rather than imposing specific wage, hour, or benefit obligations on private employers."
hr5828-114,,,,,"The bill provides a tax credit to individual taxpayers for child care expenses, which is classified as a general family policy tax benefit rather than a regulation of private employer wage, hour, or benefit obligations."
s63-115,,,,,"The bill excludes Native American tribes and tribal enterprises from the National Labor Relations Act; since tribes are sovereign governmental entities rather than non-governmental private employers, this exclusion does not regulate private corporate misconduct or wage/hour obligations."
hr3157-114,,,,,"The bill focuses on student privacy protections under FERPA and data security for educational institutions, which does not involve private employer wage, hour, or benefit obligations."
s1530-112,,,,,"The bill establishes congressional review procedures for federal agency guidance documents generally, rather than imposing specific wage, hour, or benefit obligations on private employers."
hr360-115,,,,,"The bill establishes a national monument and directs federal agencies (Interior and USDA) to manage public lands; it does not regulate private employer wage, hour, or benefit obligations."
s2602-112,,,,,"The bill suspends duties on Buprofezin, a chemical substance, which relates to foreign trade and tariffs rather than private employer wage, hour, or benefit obligations."
hr1770-116,,,,,"The bill provides a tax exclusion for income earned by student agriculturists from the sale of personal property, which is a general tax policy matter unrelated to private employer wage, hour, or benefit obligations."
hr3015-113,,,,,"The bill provides tax credits for business investment (rehabilitation) and general hiring (Work Opportunity Tax Credit), which are classified as general tax or family policy incentives rather than regulations of private employer wage, hour, or benefit obligations."
hr5179-112,,,,,"The bill extends a temporary suspension of duty on europium oxide, which is a trade and tariff measure unrelated to private employer wage, hour, or benefit obligations."
s3324-114,,,,,"The bill addresses sexual harassment in housing under the Fair Housing Act, which relates to housing discrimination and tenant safety rather than private employer wage, hour, or benefit obligations."
hr5528-114,,,,,"The bill focuses on simplifying the federal student aid application process (FAFSA) and adjusting Pell Grant calculations, which are government-administered education programs and do not impose wage, hour, or benefit obligations on private employers."
s1403-114,,,,,"The bill focuses on fishery conservation, management, and disaster relief under the Magnuson-Stevens Act, and does not regulate private employer wage, hour, or benefit obligations."
hr5477-114,,,,,"The bill addresses eligibility requirements for federal foster care maintenance payments under the Social Security Act, which is a public assistance program, not a regulation of private employer wage, hour, or benefit obligations."
s1112-114,,,,,"The bill primarily addresses occupational safety and health standards and whistleblower protections under OSHA, which falls under workplace safety rather than wage, hour, or benefit obligations such as minimum wage, overtime, pensions, or group health plans."
hr417-115,,,,,"The bill amends the Safe Drinking Water Act to improve consumer confidence reports regarding water quality, which is an environmental protection and consumer information issue unrelated to private employer wage, hour, or benefit obligations."
hr1307-116,,,,,"The bill establishes a public reporting repository for federal disaster assistance provided by government agencies (SBA, HUD), which relates to government transparency and emergency management rather than private employer wage, hour, or benefit obligations."
hr212-115,,,,,"The bill concerns the expedited congressional review of funding agreements between the federal government and Indian tribes under the Indian Self-Determination and Education Assistance Act, which does not involve private employer wage, hour, or benefit obligations."
s1417-112,,,,,"The bill provides tax credits for the purchase of fuel cell vehicles and property, which are general energy and environmental incentives unrelated to private employer wage, hour, or benefit obligations."
s3561-112,,,,,"The bill concerns the correction of boundaries for a coastal barrier resource unit in North Carolina, which is a land management and environmental issue unrelated to private employer wage, hour, or benefit obligations."
hr4515-111,,,,,"The bill amends the Lanham Act regarding trademark registration terminology, appeals, and USPTO procedures, which relates to intellectual property law rather than private employer wage, hour, or benefit obligations."
s2934-113,,,,,"The bill prohibits trespassing on critical infrastructure to commit criminal offenses, which is a matter of crime and law enforcement rather than private employer wage, hour, or benefit obligations."
s1830-115,,,,,"The bill addresses compensation incentives for federal government employees, and the government is excluded from the definition of a non-governmental employer under this category."
s3238-112,,,,,"The bill designates a Department of Veterans Affairs community-based outpatient clinic, which involves government facilities and veterans' healthcare services rather than regulating private employer wage, hour, or benefit obligations."
s639-112,,,,,"The bill authorizes appropriations for the State Criminal Alien Assistance Program (SCAAP) to reimburse states for housing and feeding criminal aliens, which is a government funding and immigration enforcement matter unrelated to private employer wage, hour, or benefit obligations."
s1924-115,,,,,"The bill authorizes additional federal district judgeships, which is a judicial administration matter unrelated to private employer wage, hour, or benefit obligations."
hr115-113,,,,,"The bill authorizes grants to state and local educational agencies for energy efficiency programs, which does not involve private employer wage, hour, or benefit obligations."
