bill_id,category_ids,category_labels,bill_type,bill_category,reason
s1902-113,,,,,"The bill requires notification of data breaches by health care exchanges established under the Affordable Care Act, which are government-administered or government-regulated entities, not private employers; it does not impose wage, hour, or benefit obligations on private non-governmental employers."
hr4169-115,,,,,"The bill amends Medicare Part D regulations regarding physician enrollment and prescription authority, which constitutes a change to government reimbursement rules and provider eligibility rather than imposing obligations on private employers regarding wages, hours, or employee benefit plans."
s2887-112,,,,,"The bill adjusts import duties on a specific chemical product (Trilon MGDA) and does not regulate private employer wage, hour, or benefit obligations."
hr3662-115,,,,,"The bill amends the Tariff Act of 1930 to provide duty-free treatment for used yachts, which is a matter of international trade and customs duties, not private employer wage, hour, or benefit obligations."
hr1860-113,,,,,"The bill focuses on modernizing and simplifying the federal criminal code, covering general crimes such as fraud, violence, and drug trafficking, but does not substantively regulate private employer wage, hour, or benefit obligations."
s573-115,,,,,"The bill establishes a commission to review the criminal justice system and does not regulate private employer wage, hour, or benefit obligations."
hr4319-112,,,,,"The bill regulates consumer disclosures for prepaid telephone calling cards under the FCC and FTC, which is a consumer protection issue unrelated to private employer wage, hour, or benefit obligations."
hr4935-114,,,,,"The bill regulates Department of Defense procurement and benefits for military personnel, which are government entities and public-sector obligations, not private employer wage, hour, or benefit misconduct."
hr5943-111,,,,,"The bill provides a tax deduction for equity investments used to reduce commercial real property debt, which is a general business investment incentive unrelated to private employer wage, hour, or benefit obligations."
hr2832-115,,,,,"The bill primarily addresses federal means-tested welfare programs (TANF, SNAP, housing assistance) and government spending limits, which are public assistance programs rather than private employer wage, hour, or benefit obligations."
s1151-116,,,,,"The bill restricts federal government procurement contracts based on foreign policy criteria regarding Venezuela; it does not regulate private employer wage, hour, or benefit obligations."
s1278-116,,,,,"The bill modifies the Internal Revenue Code to allow first responders to exclude service-connected disability pension payments from gross income; this is a tax provision regarding individual income tax liability and does not impose obligations on private employers regarding wage, hour, or benefit compliance."
hr3981-115,,,,,"The bill establishes a cost for greenhouse gases for use by federal agencies in rulemaking and procurement, which relates to environmental policy and government administrative procedures, not private employer wage, hour, or benefit obligations."
hjres93-112,,,,,"The bill proposes a constitutional amendment limiting terms for Members of Congress, which does not involve private employer wage, hour, or benefit obligations."
hr5638-112,,,,,"The bill addresses hazing policies and training within the U.S. Armed Forces, which involves government/military personnel rather than private employer wage, hour, or benefit obligations."
s1988-115,,,,,"The bill focuses on streamlining environmental review and permitting for broadband infrastructure on public rights-of-way, which does not involve private employer wage, hour, or benefit obligations."
s2396-113,,,,,"The bill focuses on SBA programs for veteran entrepreneurship and small business assistance, which are government services and training initiatives rather than regulations imposing wage, hour, or benefit obligations on private employers."
s13-116,,,,,"The bill concerns revenue sharing from oil and gas leasing and extends a leasing moratorium in the Gulf of Mexico; it does not regulate private employer wage, hour, or benefit obligations."
hr6458-114,,,,,"The bill addresses eligibility requirements for public assistance programs (TANF and Housing Choice Vouchers), which are government benefit programs, not private employer wage, hour, or benefit obligations."
s1240-115,,,,,"The bill focuses on restructuring the Federal Energy Regulatory Commission (FERC) and establishing a consumer advocacy office for energy rates and infrastructure, which does not involve private employer wage, hour, or benefit obligations."
hr1759-115,,,,,"The bill regulates the use of exotic animals in traveling performances under the Animal Welfare Act and does not address private employer wage, hour, or benefit obligations."
hr2750-116,1.0,Wage Hour & Benefits,enforcement,wage_hour,"The bill prohibits predispute arbitration agreements for disputes regarding the employment or reemployment rights of uniformed service members, directly regulating private employer conduct related to USERRA obligations and worker rights."
s629-113,,,,,"The bill grants veteran status to certain reserve retirees under Title 38 but explicitly states that such recognition does not entitle them to any additional benefits, and it does not impose any obligations on private employers regarding wages, hours, or benefits."
hr22-115,,,,,"The bill focuses on border security, DHS operations, and National Guard deployment, which are government functions and do not regulate private employer wage, hour, or benefit obligations."
s172-113,,,,,"The bill regulates consumer credit practices, specifically small-dollar lending and remotely created checks, under the Truth in Lending Act and Electronic Fund Transfer Act; it does not impose obligations on private employers regarding wages, hours, or employee benefits."
hr761-113,,,,,"The bill focuses on streamlining federal permitting and environmental review for domestic mining projects on public lands, which relates to natural resource management and administrative law rather than private employer wage, hour, or benefit obligations."
hr5346-112,,,,,"The bill extends a temporary suspension of duty on a specific chemical product, which is a matter of foreign trade and tariffs, not private employer wage, hour, or benefit obligations."
hr4591-114,,,,,"The bill authorizes the Department of Veterans Affairs to enter into agreements with healthcare providers to furnish care to veterans, which constitutes government service procurement and funding rather than regulation of private employer wage, hour, or benefit obligations."
hr5544-111,,,,,"The bill concerns the transfer and redevelopment of federal property in the District of Columbia, involving land use and government operations rather than private employer wage, hour, or benefit obligations."
hr4834-115,,,,,"The bill focuses on state and local government authority to regulate alternative fuel vehicle fleets, which is an energy and environmental policy matter unrelated to private employer wage, hour, or benefit obligations."
s1145-113,1.0,Wage Hour & Benefits,enforcement,pension,"Amends ERISA to impose new mandatory disclosure obligations on private employers as plan sponsors regarding individual account pension benefits, directly regulating employer conduct related to retirement benefit plans."
s1786-113,,,,,"The bill addresses state foster care and adoption assistance procedures regarding sibling placement, which is a social welfare issue unrelated to private employer wage, hour, or benefit obligations."
s933-115,,,,,"The bill establishes a pilot program for the Department of Veterans Affairs to process disability compensation appeals more quickly; it involves government-administered benefits and does not regulate private employer wage, hour, or benefit obligations."
hr4450-113,,,,,"The bill extends the Travel Promotion Act and regulates the Corporation for Travel Promotion, a federal entity focused on marketing and tourism; it does not impose wage, hour, or benefit obligations on private non-governmental employers."
hr347-112,,,,,"The bill amends federal criminal code regarding restricted government buildings and grounds, which does not involve private employer wage, hour, or benefit obligations."
hr3210-112,,,,,"The bill amends the Lacey Act regarding the importation and declaration of plants and plant products, which relates to environmental protection and trade compliance rather than private employer wage, hour, or benefit obligations."
hr2499-116,,,,,"The bill offers a tax credit for hiring veterans, which is explicitly excluded as a general hiring incentive unrelated to private employer wage, hour, or benefit compliance obligations."
s1597-114,,,,,"The bill regulates the FDA's drug approval process and patient experience data reporting, which does not impose obligations on private employers regarding wages, hours, or employee benefit plans."
s3476-114,,,,,"The bill addresses repayment of erroneously issued bonuses to members of the Army National Guard, which involves military personnel and government administration rather than private employer wage, hour, or benefit obligations."
hr1204-113,,,,,"The bill establishes an advisory committee within the Transportation Security Administration to improve aviation security; it does not regulate private employer wage, hour, or benefit obligations."
hr1451-112,,,,,"The bill addresses VA-administered educational assistance payments for veterans, which are government benefit programs rather than private employer wage, hour, or benefit obligations."
hr5055-115,,,,,"The bill makes acequias (irrigation ditches) eligible for USDA conservation assistance, which relates to agricultural conservation and water management rather than private employer wage, hour, or benefit obligations."
hr5346-113,,,,,"The bill introduces a general tax credit for business investment in rural microbusinesses to stimulate economic development, which does not regulate private employer wage, hour, or benefit obligations nor incentivize specific compliance behaviors related to those obligations."
hr2404-112,,,,,"The bill authorizes appropriations for government-funded treatment centers for victims of torture and directs federal agencies (HHS, State, USAID) to provide grants and support; it does not impose obligations on private non-governmental employers regarding wages, hours, or benefits."
hjres116-113,,,,,"The bill concerns an international agreement on nuclear energy cooperation between the U.S. and Vietnam, which does not involve private employer wage, hour, or benefit obligations."
s3235-112,,,,,"The bill regulates state licensing requirements for veterans' military training and conditions federal grants to states, rather than imposing wage, hour, or benefit obligations on private non-governmental employers."
hr5433-112,,,,,"The bill suspends duties on imported camera lenses, which is a trade policy matter unrelated to private employer wage, hour, or benefit obligations."
hr4417-113,,,,,"The bill directs a study on public-private partnerships for federally owned golf courses in the District of Columbia, which involves government asset management and recreation policy rather than private employer wage, hour, or benefit obligations."
s2507-113,,,,,"The bill addresses veterans' benefits and military service recognition administered by the Department of Veterans Affairs and Department of Defense, which are government agencies, not private employer wage, hour, or benefit obligations."
hr1368-113,,,,,"The bill provides federal grants to states and prekindergarten providers for early childhood education programs; it does not regulate private employer wage, hour, or benefit obligations."
hr2888-113,,,,,"The bill authorizes foreign aid for the prevention and treatment of obstetric fistula in other countries, which does not involve private employer wage, hour, or benefit obligations."
hr3537-113,,,,,"The bill provides tax credits and deductions for research activities and domestic manufacturing, which are general business incentives unrelated to private employer wage, hour, or benefit obligations."
hr4740-115,,,,,"The bill addresses individual income tax deductions for state and local taxes, which is a general tax policy matter unrelated to private employer wage, hour, or benefit obligations."
hr6367-112,,,,,"The bill authorizes the establishment of a memorial for military divers at the Washington Navy Yard and does not regulate private employer wage, hour, or benefit obligations."
hr1140-114,,,,,"The bill authorizes EPA grants for environmental restoration of the San Francisco Bay and does not regulate private employer wage, hour, or benefit obligations."
hr6285-114,,,,,"The bill concerns immigration status and tax classification for Canadian retirees visiting the U.S., and explicitly prohibits them from engaging in employment; it does not regulate private employer wage, hour, or benefit obligations."
s1148-112,,,,,"The bill primarily addresses VA-administered benefits, homeless veteran programs, and fiduciary regulations for VA beneficiaries, which are government services and not private employer wage, hour, or benefit obligations."
s3129-111,,,,,"The bill amends the Child Nutrition Act to adjust certification periods for the WIC program, which is a federal public assistance program, not a private employer wage, hour, or benefit obligation."
hr6031-115,,,,,"The bill directs a study of the newsprint industry and pauses antidumping duties on imports; it does not regulate private employer wage, hour, or benefit obligations."
s1768-112,,,,,"The bill authorizes space-available travel on military aircraft for reserve members and dependents, which is a matter of military personnel benefits and government operations, not private employer wage, hour, or benefit obligations."
hr6073-114,,,,,"The bill focuses on election infrastructure security, voting system standards, and DHS/NIST research, which are unrelated to private employer wage, hour, or benefit obligations."
s275-113,,,,,"The bill concerns the extension of a construction deadline for a hydroelectric project license by the Federal Energy Regulatory Commission, which is unrelated to private employer wage, hour, or benefit obligations."
hr2915-113,,,,,"The bill addresses criminal prosecution standards for sex tourism involving minors, which is unrelated to private employer wage, hour, or benefit obligations."
hr4030-113,,,,,"The bill designates a USPS facility name, which is a symbolic tribute involving a government entity and does not regulate private employer wage, hour, or benefit obligations."
hr3402-113,,,,,"The bill regulates debt collection practices under the Fair Debt Collection Practices Act, which is a consumer protection issue unrelated to private employer wage, hour, or benefit obligations."
s1778-112,,,,,"The bill amends the Child Care and Development Block Grant Act to allow federal funds to be used for diapers, which is a public assistance and welfare program rather than a regulation of private employer wage, hour, or benefit obligations."
hr6217-114,,,,,"The bill regulates reporting requirements for federal, state, and local law enforcement officers regarding injuries or deaths in custody, which involves government entities rather than private employer wage, hour, or benefit obligations."
s2875-112,,,,,"The bill suspends duties on imported diaper pads, which is a trade and tariff measure unrelated to private employer wage, hour, or benefit obligations."
s826-114,,,,,"The bill addresses federal administrative law and the sunset of agency rules, which does not impose obligations on private employers regarding wages, hours, or benefits."
hr4842-111,,,,,"The bill authorizes appropriations and establishes management structures for the Department of Homeland Security's Directorate of Science and Technology, focusing on government agency operations and research rather than private employer wage, hour, or benefit obligations."
s1592-113,,,,,"The bill addresses the functionality of government-run health insurance exchanges and the individual mandate penalty under the ACA, which are matters of public health policy and individual tax compliance, not private employer wage, hour, or benefit obligations."
s1665-113,,,,,"The bill concerns legislative procedures and transparency requirements for Congress, not private employer wage, hour, or benefit obligations."
hr2315-115,,,,,"The bill awards a Congressional Gold Medal to individuals for their service and contributions; it does not regulate private employer wage, hour, or benefit obligations."
s3528-112,,,,,"The bill addresses benefits and compensation for former Speakers of the House of Representatives, which are public-sector/government employee matters, not private employer wage, hour, or benefit obligations."
hr1181-114,,,,,"The bill primarily addresses motor vehicle safety standards, NHTSA enforcement powers, and consumer protection regarding product defects, which falls under product safety rather than private employer wage, hour, or benefit obligations."
hr1828-114,,,,,"The bill focuses on tax administration, IRS procedures, and taxpayer rights regarding tax disputes and collections, rather than regulating private employer wage, hour, or benefit obligations."
hr5687-112,,,,,"The bill extends a temporary suspension of duty on Pigment Red 185, which is a trade and tariff measure unrelated to private employer wage, hour, or benefit obligations."
hr5978-114,,,,,"The bill primarily addresses U.S. Coast Guard acquisition systems, military medical payment reimbursements between government agencies, and maritime safety regulations, none of which impose wage, hour, or benefit obligations on private non-governmental employers."
hr5168-112,,,,,"The bill extends a temporary suspension of duty on a specific chemical compound, which is a trade and tariff matter unrelated to private employer wage, hour, or benefit obligations."
hr3711-112,,,,,"The bill concerns international affairs and foreign aid for Haiti, involving no private employer wage, hour, or benefit obligations."
hr2137-115,,,,,"The bill directs the President to declare a federal emergency regarding a harmful algal bloom caused by the U.S. Army Corps of Engineers; it involves government liability and disaster relief, not private employer wage, hour, or benefit obligations."
s438-115,,,,,"The bill establishes a voluntary recognition program (awards) for employers who hire veterans, which does not impose mandatory wage, hour, or benefit obligations on private employers, nor does it introduce a tax credit tied to compliance with such obligations."
s3728-111,,,,,"The bill extends copyright protection to fashion designs and vessel hulls, which is an intellectual property matter unrelated to private employer wage, hour, or benefit obligations."
hr7065-115,,,,,"The bill adjusts the phase-out period for a consumer tax credit for plug-in electric vehicles, which is unrelated to private employer wage, hour, or benefit obligations."
s1848-112,,,,,"The bill concerns U.S. contributions to and oversight of the United Nations, an international organization, and does not regulate private employer wage, hour, or benefit obligations."
s1548-112,,,,,"The bill extends the National Flood Insurance Program, which is a federal government insurance program, and does not regulate private employer wage, hour, or benefit obligations."
hr1572-115,,,,,"The bill regulates electric utility rates and subsidies for customer-side technology, which falls under energy policy and public utility regulation, not private employer wage, hour, or benefit obligations."
s1723-112,,,,,"The bill primarily appropriates federal funds for hiring and retaining public-sector employees (teachers, law enforcement, firefighters) and imposes an individual income tax surcharge on high earners; it does not regulate private employer wage, hour, or benefit obligations."
hr1139-115,,,,,"The bill concerns the designation of telecommunications carriers for government-subsidized Lifeline programs and state commission oversight, which relates to telecommunications regulation and government subsidy administration rather than private employer wage, hour, or benefit obligations."
s676-115,,,,,"The bill focuses on administrative procedures for the Office of Information and Regulatory Affairs (OIRA) within the federal government, regulating how federal agencies review and publish regulations, rather than imposing obligations on private employers regarding wages, hours, or benefits."
hr3112-112,,,,,"The bill addresses international trade enforcement and nontariff barriers involving foreign countries, not private employer wage, hour, or benefit obligations."
hr5082-112,,,,,"The bill suspends duties on ion-exchange resin and adsorbent, which is a trade policy measure unrelated to private employer wage, hour, or benefit obligations."
hr4804-115,,,,,"The bill addresses the employment status and retirement benefits of federal law enforcement officers, which are government employees; it does not regulate private employer wage, hour, or benefit obligations."
hr4135-115,,,,,"The bill adjusts the tax exclusion limit for employer-provided educational assistance, which is classified as a general tax benefit unrelated to mandatory wage, hour, or benefit obligations under the specified exclusion criteria."
hr2451-112,,,,,"The bill regulates the separation of commercial and investment banking activities under the Glass-Steagall Act, which pertains to financial sector regulation and securities law, not private employer wage, hour, or benefit obligations."
hr1563-112,,,,,"The bill authorizes a study of an archaeological site for potential National Park designation, which involves public lands and natural resources rather than private employer wage, hour, or benefit obligations."
hr4107-112,,,,,"The bill authorizes the minting of commemorative coins for World War I veterans and directs surcharges to a memorial foundation; it does not regulate private employer wage, hour, or benefit obligations."
hr6262-112,,,,,"The bill primarily addresses individual income tax rates, tax credits for families and education, and estate taxes, rather than imposing obligations on private employers regarding wages, hours, or employee benefit plans."
hr2897-113,,,,,"The bill authorizes grants to local educational agencies for curriculum development in arts, sciences, and health education; it does not regulate private employer wage, hour, or benefit obligations."
hr3276-112,,,,,"The bill designates a USPS facility name, which is a symbolic tribute involving a government entity and does not regulate private employer wage, hour, or benefit obligations."
hr3842-112,,,,,"The bill concerns federal funding restrictions related to immigration enforcement lawsuits and does not regulate private employer wage, hour, or benefit obligations."
hr3493-112,,,,,"The bill establishes a commission to study economic insecurity and recommend solutions, but does not directly impose new wage, hour, or benefit obligations on private employers, nor does it introduce specific tax credits or enforcement mechanisms for such obligations."
s3265-114,,,,,"The bill regulates rail passenger safety by restricting licensing for locomotive operators with DUI convictions, which is a transportation safety issue unrelated to private employer wage, hour, or benefit obligations."
s646-114,,,,,"The bill regulates mental health screenings for individuals enlisting in the U.S. Armed Forces, which involves government military personnel and DoD procedures, not private employer wage, hour, or benefit obligations."
hr1610-113,,,,,"The bill amends agricultural subsidy and base acreage rules for fruit and vegetable production, which does not involve private employer wage, hour, or benefit obligations."
s937-114,,,,,"The bill concerns the management of federal grazing permits and land use by state governments, involving no private employer wage, hour, or benefit obligations."
hr6310-114,,,,,"The bill amends Title 38 to adjust eligibility requirements for benefits administered by the Department of Veterans Affairs, which are government services rather than obligations imposed on private non-governmental employers."
hr306-113,,,,,"This is a private relief bill for an individual, which does not regulate private employer wage, hour, or benefit obligations."
s1781-115,,,,,"The bill authorizes grants for law enforcement training to investigate and prosecute white-collar crimes generally, rather than imposing specific regulatory obligations or enforcement mechanisms on private employers regarding wage, hour, or benefit misconduct."
s2792-115,,,,,"The bill directs the FAA to modernize training programs for aviation maintenance technician schools, which is a regulatory action concerning professional certification standards and education, not private employer wage, hour, or benefit obligations."
hr1137-115,,,,,"The bill concerns the importation of firearms under the Arms Export Control Act and does not regulate private employer wage, hour, or benefit obligations."
hjres38-115,,,,,"The bill nullifies an environmental regulation regarding surface coal mining and water protection; it does not address private employer wage, hour, or benefit obligations."
hr1338-113,,,,,"The bill regulates political campaign spending and electioneering communications by corporations and labor organizations, which does not involve private employer wage, hour, or benefit obligations."
hr339-115,,,,,"The bill primarily addresses immigration status, visa provisions (CW-1), and construction permits in the Northern Mariana Islands, rather than regulating private employer wage, hour, or benefit obligations."
hr4069-112,,,,,"The bill awards a Congressional Gold Medal to an individual for intelligence activities and does not regulate private employer wage, hour, or benefit obligations."
hr4164-114,,,,,"The bill regulates federal agency procurement and law enforcement powers regarding firearms, which does not involve private employer wage, hour, or benefit obligations."
s106-114,,,,,"The bill addresses civil procedure and jurisdiction regarding environmental contamination claims under the Clean Water Act, which does not involve private employer wage, hour, or benefit obligations."
s3031-112,,,,,"The bill extends a temporary suspension of duty on dimethyl malonate, which is a trade and tariff measure unrelated to private employer wage, hour, or benefit obligations."
hr554-116,,,,,"The bill concerns international affairs and requires reporting on Saudi Arabian educational materials; it does not regulate private employer wage, hour, or benefit obligations."
hr2072-114,,,,,"The bill regulates mining activities and environmental protection on federal lands, which falls under environmental and public lands policy rather than private employer wage, hour, or benefit obligations."
hr6526-111,,,,,"The bill addresses death gratuities for Members of Congress, which are government employee benefits, not private employer wage, hour, or benefit obligations."
hr2055-112,,,,,"The bill is a consolidated appropriations act funding the Department of Defense and the Department of Veterans Affairs, which involves government employee compensation and veteran benefits rather than regulating private employer wage, hour, or benefit obligations."
hr3743-114,,,,,"The bill regulates the conduct of federal government officials (Secretaries of executive departments) regarding official email usage, which does not involve private employer wage, hour, or benefit obligations."
hr1405-114,,,,,"The bill focuses on railroad safety technology grants and communication systems, which relates to transportation safety and infrastructure rather than private employer wage, hour, or benefit obligations."
hr6220-112,,,,,"The bill addresses employment discrimination and hiring practices regarding criminal history, which falls under civil rights and equal employment opportunity rather than wage, hour, or benefit obligations such as minimum wage, overtime, pensions, or health plans."
s256-114,,,,,"The bill amends the McKinney-Vento Homeless Assistance Act to redefine homelessness and modify grant criteria for housing assistance programs; it does not regulate private employer wage, hour, or benefit obligations."
hr5376-113,,,,,"The bill regulates federal universal service support for the Lifeline program, which is a government subsidy for low-income consumers, and does not impose wage, hour, or benefit obligations on private employers."
hr5866-115,,,,,"The bill authorizes work-study allowances for veterans under VA-administered programs, which constitutes a government benefit program rather than a regulation of private employer wage, hour, or benefit obligations."
s2864-112,,,,,"The bill suspends import duties on a specific chemical compound, which is a trade policy measure unrelated to private employer wage, hour, or benefit obligations."
s2389-115,,,,,"The bill concerns federal criminal procedure and capital sentencing hearings, which does not involve private employer wage, hour, or benefit obligations."
s4043-111,,,,,"The bill reauthorizes federal grant programs for suicide prevention and mental health services at educational institutions, which constitutes public health funding and administration rather than the regulation of private employer wage, hour, or benefit obligations."
s1860-112,,,,,"The bill concerns foreign aid and United Nations funding restrictions related to Palestine's membership status, which is a matter of international affairs and does not involve private employer wage, hour, or benefit obligations."
s1860-115,,,,,"The bill regulates mergers and consolidations of public utilities under the Federal Power Act, which is an energy and corporate finance issue unrelated to private employer wage, hour, or benefit obligations."
s1234-116,,,,,"The bill establishes a federal agency to manage nuclear waste and does not regulate private employer wage, hour, or benefit obligations."
s3162-112,,,,,"The bill suspends duties on Flubendiamide, which is a trade and tariff matter unrelated to private employer wage, hour, or benefit obligations."
hr596-116,,,,,"The bill addresses foreign policy and non-recognition of Russian sovereignty over Crimea, involving no private employer wage, hour, or benefit obligations."
hr5068-112,,,,,"The bill suspends import duties on a chemical substance, which is a trade policy matter unrelated to private employer wage, hour, or benefit obligations."
hr2405-114,,,,,"The bill provides tax expensing rules for film, television, and theatrical productions, which are general business tax incentives unrelated to private employer wage, hour, or benefit obligations."
hr3977-115,,,,,"The bill establishes a federal infrastructure bank and provides tax incentives for infrastructure investment, which does not regulate private employer wage, hour, or benefit obligations."
hr1876-116,,,,,"The bill establishes a taskforce within the SEC to address financial exploitation of senior investors, which relates to securities fraud and consumer protection rather than private employer wage, hour, or benefit obligations under FLSA, ERISA, or FMLA."
s69-115,,,,,"The bill establishes general procedural requirements for federal agencies regarding regulatory impact analysis and public participation, but does not impose specific obligations on private employers regarding wages, hours, or benefits."
hr1053-114,,,,,"The bill establishes a regulatory framework for consumer data privacy and security under the FTC, which does not involve private employer wage, hour, or benefit obligations such as those covered by FLSA, ERISA, or FMLA."
hr2110-112,,,,,"The bill focuses on environmental protection, water quality, and stormwater permits under the Clean Water Act, which does not involve private employer wage, hour, or benefit obligations."
hr2081-114,,,,,"The bill extends the construction deadline for a hydroelectric project regulated by the Federal Energy Regulatory Commission; it does not impose obligations on private employers regarding wages, hours, or benefits."
hr2625-114,,,,,"The bill regulates Federal Reserve emergency lending programs and financial institution solvency, which are matters of financial sector regulation and government oversight, not private employer wage, hour, or benefit obligations."
hr2911-115,,,,,"The bill establishes a museum within the Smithsonian Institution, a federal entity, and does not regulate private employer wage, hour, or benefit obligations."
s2365-112,,,,,"The bill primarily addresses offshore oil and gas leasing, environmental regulations, and permitting processes; it does not impose obligations on private employers regarding wages, hours, or employee benefits."
hr886-115,,,,,"The bill authorizes the Department of Defense to provide educational services to dependents of retired military members, which is a government-administered benefit program and does not regulate private employer wage, hour, or benefit obligations."
hr2649-112,,,,,"The bill provides a personal income tax deduction for individuals' fitness expenses, which is a general tax policy measure unrelated to private employer wage, hour, or benefit obligations."
hr5381-115,,,,,"The bill focuses on transferring federal credit, guarantee, and insurance risks to the private sector at market terms, which is a matter of public finance and government risk management rather than regulating private employer wage, hour, or benefit obligations."
s2987-112,,,,,"The bill suspends duties on specific chemical imports, which is a trade policy matter unrelated to private employer wage, hour, or benefit obligations."
hr3660-114,,,,,"The bill amends the Congressional Budget Act to require the Congressional Budget Office to score the long-term budgetary effects of preventive health legislation; it does not impose any obligations on private employers regarding wages, hours, or benefits."
hr2367-114,,,,,"The bill concerns eligibility for military service academies and commissioning in the Armed Forces, which involves government employment and national security policy rather than private employer wage, hour, or benefit obligations."
s3213-114,,,,,"The bill concerns transparency of payments from the federal Judgment Fund, which involves government liability and appropriations rather than private employer wage, hour, or benefit obligations."
s2832-112,,,,,"The bill suspends duties on a specific chemical product (Pigment Yellow 181) under the Harmonized Tariff Schedule, which relates to foreign trade and tariffs rather than private employer wage, hour, or benefit obligations."
hr4792-112,,,,,"The bill suspends duties on allyl bromide under the Harmonized Tariff Schedule, which relates to foreign trade and tariffs, not private employer wage, hour, or benefit obligations."
hr4722-115,,,,,"The bill designates a USPS facility name, which is a government operations matter involving a federal agency, not a regulation of private employer wage, hour, or benefit obligations."
hr4042-115,,,,,"The bill designates a USPS facility name as a tribute to military personnel; it does not regulate private employer wage, hour, or benefit obligations."
s2008-115,,,,,"The bill authorizes grants to state agencies and law enforcement for forensic drug testing and opioid epidemic response; it does not regulate private employer wage, hour, or benefit obligations."
s2826-113,,,,,"The bill addresses federal student loan forgiveness for public service employment, which is a government-administered financial aid program and not a private employer wage, hour, or benefit obligation."
hr1894-112,,,,,"The bill concerns criminal procedure and sentencing within military commissions, which involves government military justice rather than private employer wage, hour, or benefit obligations."
hr2288-112,,,,,"The bill amends Title 10 to expand TRICARE coverage for military dependents, which is a government-administered healthcare program for service members and veterans, not a regulation of private employer wage, hour, or benefit obligations."
hjres121-115,,,,,"The bill proposes a constitutional amendment regarding parental rights in education and upbringing, which does not regulate private employer wage, hour, or benefit obligations."
s1381-115,,,,,"The bill concerns Department of Defense authorities for military procurement and special operations technology, involving government entities rather than private employer wage, hour, or benefit obligations."
hr3125-113,,,,,"The bill authorizes grants for bio-based aviation fuel research and development for the Air Force, which is a matter of national security and energy policy, not private employer wage, hour, or benefit obligations."
hr3717-112,,,,,"The bill focuses on environmental restoration, water quality monitoring, and federal agency coordination for the Long Island Sound, containing no provisions regulating private employer wage, hour, or benefit obligations."
hr2817-112,,,,,"The bill authorizes appropriations for instructional sports programs for low-income youth under the Community Services Block Grant Act, which is a social service program and does not regulate private employer wage, hour, or benefit obligations."
hr3024-115,,,,,"The bill focuses on preventing child abuse and neglect in residential programs for teens, which is a matter of child welfare and safety regulation, not private employer wage, hour, or benefit obligations."
s1373-114,,,,,"The bill primarily addresses federal student loan interest rates, tuition grants, and a securities transaction tax, none of which impose obligations on private employers regarding wages, hours, or benefits."
s1639-112,,,,,"The bill concerns the internal governance and charter of the American Legion, a federally chartered veterans' organization, and does not regulate private employer wage, hour, or benefit obligations."
hr4327-113,,,,,"The bill regulates the Federal Energy Regulatory Commission's decision-making process regarding electricity capacity zones and ratepayer costs, which does not involve private employer wage, hour, or benefit obligations."
s3222-111,,,,,"The bill authorizes a study regarding the commemoration of Buffalo Soldiers in National Parks, which relates to historic preservation and public lands rather than private employer wage, hour, or benefit obligations."
hr3783-113,,,,,The bill extends a government-administered high-risk health insurance pool for uninsured individuals and appropriates federal funds to HHS; it does not impose obligations on private employers regarding their employee-sponsored group health plans or other wage/benefit conduct.
s771-114,,,,,"The bill focuses on designating manufacturing universities and funding higher education programs through NIST, which does not impose obligations on private employers regarding wages, hours, or benefits."
hr3659-114,,,,,"The bill expands eligibility for individual health insurance tax credits and exchange coverage to undocumented immigrants, which is a matter of public policy and individual tax benefits rather than imposing obligations on private employers regarding their wage, hour, or benefit plans."
hr5818-111,,,,,"The bill addresses Congressional budget procedures and legislative rules regarding federal mandates, rather than imposing direct wage, hour, or benefit obligations on private employers."
hr4611-113,1.0,Wage Hour & Benefits,enforcement,wage_hour,"The bill amends the Fair Labor Standards Act to prohibit the misclassification of employees as independent contractors, thereby enforcing private employer obligations regarding minimum wage, overtime, and other wage/hour protections."
hr3455-116,,,,,"This is a private relief bill for an individual, which does not regulate private employer wage, hour, or benefit obligations."
hr2499-113,,,,,"The bill primarily adjusts the tax treatment of employer-provided health benefits for specific beneficiaries (domestic partners, etc.) by extending income exclusions and deductions, which falls under general tax policy rather than imposing new mandatory conduct obligations or enforcement standards on private employers regarding wage, hour, or benefit compliance."
hr182-112,,,,,"The bill establishes a commission to investigate the economic impact of the American Recovery and Reinvestment Act, focusing on job creation statistics and fund misuse, rather than regulating private employer wage, hour, or benefit obligations."
s2477-113,,,,,"The bill concerns foreign policy and the suspension of U.S. government assistance to Egypt; it does not regulate private employer wage, hour, or benefit obligations."
s1181-112,,,,,"The bill authorizes the minting of commemorative coins and directs surcharges to a private foundation for agricultural education programs; it does not regulate private employer wage, hour, or benefit obligations."
hr2227-113,,,,,"The bill addresses sexual assault prevention and response within the Department of Defense and Armed Forces, which involves government employees and military personnel rather than private non-governmental employers; therefore, it does not regulate private employer wage, hour, or benefit obligations."
s954-116,,,,,"The bill provides grants to law enforcement agencies for equipment and training, which does not regulate private employer wage, hour, or benefit obligations."
hr2588-115,,,,,"The bill concerns national security surveillance procedures under the Foreign Intelligence Surveillance Act and does not regulate private employer wage, hour, or benefit obligations."
hr3375-113,,,,,"The bill designates a Department of Veterans Affairs clinic, which is a government entity, and does not regulate private employer wage, hour, or benefit obligations."
