bill_id,category_id,category_label,reason
hr2750-115,6,Dodd-Frank reform / implementation,"The bill directly amends the Financial Stability Act of 2010, which is the common name for the Dodd-Frank Wall Street Reform and Consumer Protection Act, and concerns funding for an office created by that Act."
hr2179-108,7,SOX / PCAOB / audit firm oversight,"The bill amends the Sarbanes-Oxley Act and focuses on SEC authority regarding investigations, penalties, and audits, all of which fall under the purview of SOX/PCAOB/audit firm oversight."
hr3570-103,6,Dodd-Frank reform / implementation,"The bill explicitly aims to reform the deposit insurance system and modernize banking regulations, which falls under the scope of amending and implementing provisions related to financial sector oversight, similar to the goals of Dodd-Frank."
s1490-111,12,Data breach / identity theft / financial privacy,"The bill focuses on identity theft prevention, data breach notification, and financial data privacy protections for consumers, which directly aligns with category 12."
hr3818-111,8,Investment company / hedge fund / investment adviser regulation,"The bill directly addresses the regulation of investment advisers, specifically those advising private funds, and modifies the Investment Advisers Act of 1940, falling squarely within the scope of investment company/hedge fund/investment adviser regulation."
s652-105,6,Dodd-Frank reform / implementation,"The bill facilitates relief by making exceptions to existing financial regulations (Truth in Lending Act, Expedited Funds Availability Act, appraisal standards) which falls under the scope of Dodd-Frank reform/implementation as it adjusts regulatory requirements."
hr1582-111,3,Executive compensation at financial firms / TARP,"The bill directly addresses bonus payments at firms receiving TARP funds, specifically aiming to repeal an exception to restrictions on those payments, which falls squarely within the scope of executive compensation regulation related to TARP."
s276-104,4,Money laundering / financial crime strategy,"The bill focuses on criminal penalties for defrauding financial institutions, specifically those carrying out Small Business Administration programs, which directly relates to financial crime and anti-fraud enforcement."
s2155-115,6,Dodd-Frank reform / implementation,"The bill explicitly aims to provide 'regulatory relief' and includes amendments to existing financial laws, indicating a focus on reforming or implementing changes to financial regulations like TILA and the Federal Deposit Insurance Act, which fall under the scope of Dodd-Frank reform and implementation."
hr4472-109,4,Money laundering / financial crime strategy,"The bill focuses on protecting children from sexual exploitation and violent crime, establishing a national sex offender registry, and preventing child abuse, all of which fall under the umbrella of financial crime strategy due to the potential for related illicit activities and the need for data collection and enforcement."
hr4871-113,14,Insurance regulation,"The bill explicitly concerns the Terrorism Risk Insurance Act of 2002 (TRIA) and revises requirements for the terrorism insurance program, directly relating to insurance markets and regulation."
s876-114,2,"Derivatives, swaps, CFTC regulation","The bill directly addresses clearing requirements for swaps and amends the Commodity Exchange Act, falling squarely within the scope of derivatives and CFTC regulation."
hr1345-115,12,Data breach / identity theft / financial privacy,"The bill focuses on protecting minors from identity theft and fraud, which directly relates to data breach prevention, identity theft protection, and financial privacy for consumers."
s523-112,4,Money laundering / financial crime strategy,"The bill focuses on criminal penalties for fraud offenses related to student visas, which falls under financial crime strategy and enforcement of false pretenses for pecuniary gain."
hr2056-112,7,SOX / PCAOB / audit firm oversight,"The bill focuses on accounting standards, audit procedures, and the oversight of bank examinations by the FDIC, all of which fall under the purview of SOX, PCAOB, and audit firm oversight."
hr1825-111,4,Money laundering / financial crime strategy,"The bill focuses on deterring public corruption through expanded fraud prohibitions, increased penalties for theft and bribery, and addressing financial crimes related to federal funds and public officials, aligning with the focus of anti-money laundering and financial crime strategy."
s553-108,9,Banking capital requirements / Basel III,"The bill directly addresses bank reserves, interest on reserves held at the Federal Reserve, and the ratio of reserves banks must maintain, all of which fall under banking capital requirements and related monetary policy considerations."
s3139-107,19,Corporate bankruptcy: employee and retiree protections,"The bill explicitly focuses on protecting employees and retirees in corporate bankruptcy proceedings, directly aligning with the description of category 19."
hr1585-106,6,Dodd-Frank reform / implementation,"The bill focuses on streamlining regulations for depository institutions, which falls under the scope of reforming and implementing existing financial laws like Dodd-Frank, as it aims to modify and simplify banking regulations."
s3012-106,4,Money laundering / financial crime strategy,"The bill focuses on reporting requirements related to defects in foreign motor vehicle products, which could involve fraudulent reporting and thus falls under financial crime strategy and enforcement of accurate information."
hr3968-111,9,Banking capital requirements / Basel III,"The bill focuses on capital standards, capital restoration plans, and corrective actions for bank holding companies, directly relating to banking capital requirements and potentially Basel III implementation."
s2525-103,7,SOX / PCAOB / audit firm oversight,"The bill directly concerns accounting standards and the Securities and Exchange Commission's (SEC) role in adopting them, which falls under the purview of the Sarbanes-Oxley Act (SOX) and PCAOB oversight as it relates to financial reporting and audit procedures."
s2756-111,1,"Systemic risk / FSOC / ""too big to fail""",The bill explicitly establishes a Financial Services Systemic Risk Oversight Council to regulate systemic risk in the U.S. financial system and address 'too big to fail' policies.
s1502-109,6,Dodd-Frank reform / implementation,"The bill addresses the applicability of state laws to national banks and federal savings associations, which relates to the implementation and scope of federal banking regulations and potentially modifies existing frameworks established by Dodd-Frank and other banking legislation."
hr2642-114,6,Dodd-Frank reform / implementation,"The bill amends multiple financial regulations, including the Truth in Lending Act, Gramm-Leach-Bliley Act, and Securities Exchange Act, indicating it's focused on reforming and implementing existing financial laws like Dodd-Frank."
s1313-115,14,Insurance regulation,"The bill directly addresses insurance regulation, specifically the National Flood Insurance Program (NFIP), coverage limits, and related aspects of the insurance industry."
hr1860-113,4,Money laundering / financial crime strategy,"The bill explicitly includes 'regulatory and financial crimes' within its scope, indicating a focus on financial crime strategy and enforcement, even as part of a broader criminal code overhaul."
hr5282-114,12,Data breach / identity theft / financial privacy,"The bill focuses on improving the accuracy and fairness of consumer credit reporting, addressing data disputes, identity theft (through fraudulent practices), and financial privacy protections for consumers, all of which fall under the scope of data breach, identity theft, and financial privacy legislation."
hr4557-113,14,Insurance regulation,"The bill directly addresses insurance company regulation and the involvement of state insurance commissioners when a bank holding company is required to provide financial strength to a subsidiary depository institution, falling squarely within the scope of insurance regulation."
hr5405-109,7,SOX / PCAOB / audit firm oversight,"The bill directly addresses the Sarbanes-Oxley Act, the Public Company Accounting Oversight Board (PCAOB), and regulation of public company auditors by seeking to reduce the burdens of SOX 404 implementation and modifying audit standards."
hr4454-111,13,TARP oversight and wind-down,"The bill concerns oversight of a commission established to investigate the financial crisis, which falls under the broader scope of TARP oversight and wind-down activities beyond executive compensation."
hr3928-113,5,Federal Reserve audit / transparency,"The bill focuses on improving the accountability and transparency of the Federal Reserve System through requirements for impact assessments, audits, public disclosure of information, and congressional oversight, all of which directly relate to Federal Reserve audit and transparency concerns."
hr2600-103,15,Crowdfunding and small-issuer capital formation,"The bill focuses on facilitating the development of a secondary market for business and community development debt and equity investments, which aligns with the goals of crowdfunding and small-issuer capital formation as outlined in category 15."
hr316-115,2,"Derivatives, swaps, CFTC regulation","The bill directly regulates futures contracts and the Commodity Futures Trading Commission (CFTC), focusing on investor protection within the commodities markets, which falls under the scope of derivatives and CFTC regulation."
hr3798-114,7,SOX / PCAOB / audit firm oversight,"The bill concerns the Securities and Exchange Commission (SEC) administrative proceedings and the standard of evidence required, which falls under the purview of securities regulation and oversight of the SEC, aligning with the focus of SOX, PCAOB, and audit firm oversight."
hr5970-111,7,SOX / PCAOB / audit firm oversight,"The bill directly addresses provisions related to the Securities and Exchange Commission (SEC) and restores disclosure requirements, which falls under the scope of accounting and auditing oversight, aligning with the focus of SOX, PCAOB, and audit firm oversight."
hr2094-114,6,Dodd-Frank reform / implementation,"The bill directly addresses the repeal of provisions within the Dodd-Frank Wall Street Reform and Consumer Protection Act, making it directly related to Dodd-Frank reform and implementation."
hr2856-115,7,SOX / PCAOB / audit firm oversight,"The bill amends the Investment Company Act of 1940 and addresses protections for registered investment companies related to divestment, falling under the scope of investment company regulation and audit/oversight concerns."
hr1366-115,8,Investment company / hedge fund / investment adviser regulation,"The bill directly addresses regulation of investment companies and amends the Investment Company Act of 1940, falling squarely within the scope of investment company regulation."
s272-111,2,"Derivatives, swaps, CFTC regulation","The bill directly addresses the regulation of derivatives and swaps, and specifically mentions the Commodity Futures Trading Commission (CFTC), aligning with the description of category 2."
hr814-104,6,Dodd-Frank reform / implementation,"The bill focuses on financial deregulation and supervisory improvements, aiming to reshape the structure and oversight of financial institutions, which directly relates to the implementation and reform of the Dodd-Frank Act's provisions regarding financial holding companies and bank regulation."
hr2930-112,15,Crowdfunding and small-issuer capital formation,"The bill explicitly focuses on registration exemptions for crowdfunded securities, which falls under the definition of easing capital formation for small issuers as addressed in the JOBS Act-related legislation."
hr4802-111,14,Insurance regulation,"The bill directly addresses insurance industry regulation, specifically risk retention groups and commercial property insurance, falling squarely within the scope of insurance markets and reform."
s1968-106,2,"Derivatives, swaps, CFTC regulation","The bill explicitly focuses on regulating derivatives dealers and hedge funds, including reporting requirements and oversight by the SEC and CFTC, which falls directly under the 'Derivatives, swaps, CFTC regulation' category."
s575-114,4,Money laundering / financial crime strategy,"The bill focuses on combating the exploitation of children, which includes investigating cyber-related crimes and financial crimes associated with human trafficking and child pornography, aligning with the focus of anti-money laundering and financial crime strategy."
hr1018-116,11,Shareholder rights / corporate governance,"The bill focuses on corporate governance by requiring diversity disclosures, which falls under shareholder rights and corporate governance practices related to board composition and transparency."
s2056-107,7,SOX / PCAOB / audit firm oversight,"The bill focuses on auditor independence, restrictions on non-audit services provided by accounting firms, and oversight of public company auditors, all of which directly relate to the Sarbanes-Oxley Act and the PCAOB's regulatory purview."
s1897-107,7,SOX / PCAOB / audit firm oversight,"The bill focuses on disclosure requirements related to securities sales by affiliates of issuers, which falls under the purview of accounting and financial statements, corporate governance, and securities regulation, aligning with the scope of SOX, PCAOB, and audit firm oversight."
s714-103,6,Dodd-Frank reform / implementation,"The bill focuses on the completion and reform of the Resolution Trust Corporation (RTC), which was established to resolve failed savings associations, and includes provisions related to the Federal Deposit Insurance Act (FDIA) and oversight of the RTC's operations, directly relating to the implementation and wind-down of policies similar to those addressed by the Dodd-Frank Act."
hr6729-115,4,Money laundering / financial crime strategy,"The bill directly addresses anti-money laundering (AML) efforts by enabling nonprofits to share information with financial institutions regarding potential human trafficking and related financial crimes, falling squarely within the scope of financial crime strategy and enforcement."
hr3717-107,9,Banking capital requirements / Basel III,"The bill focuses on reforming the federal deposit insurance system by adjusting bank capital requirements, reserve ratios, risk assessments, and assessment guidelines, all of which fall under the purview of banking capital regulations and Basel III implementation."
s2126-115,7,SOX / PCAOB / audit firm oversight,"The bill directly amends the Sarbanes-Oxley Act of 2002 and focuses on auditor attestation requirements, which falls under the scope of SOX and PCAOB regulation."
hr1105-113,8,Investment company / hedge fund / investment adviser regulation,"The bill directly addresses regulation of private equity fund advisers under the Investment Advisers Act of 1940, which falls under the category of investment company/hedge fund/investment adviser regulation."
s2124-115,12,Data breach / identity theft / financial privacy,"The bill focuses on data breach notification, identity theft prevention, and financial data privacy protections for consumers, directly aligning with the description of category 12."
hr3905-105,7,SOX / PCAOB / audit firm oversight,"The bill focuses on establishing legal standards and procedures for resolving claims, including rules for evidence, discovery, judicial review, and penalties, all of which fall under the purview of audit firm oversight and legal procedures related to public company liabilities."
hr2936-111,6,Dodd-Frank reform / implementation,"The bill establishes a loan guarantee program utilizing an existing financial facility (Term Asset-Backed Securities Loan Facility) and aims to increase lending to a specific sector, which falls under the broader scope of implementing policies to address financial stability and potentially amend existing financial programs, aligning with Dodd-Frank reform/implementation."
hr4242-114,4,Money laundering / financial crime strategy,"The bill focuses on strengthening statutes to deter money laundering and terrorism financing, increasing penalties for violations, and enhancing enforcement efforts, which directly aligns with the definition of legislation on anti-money laundering (AML) enforcement and financial crime strategy."
hr4624-112,8,Investment company / hedge fund / investment adviser regulation,"The bill directly addresses the regulation of investment advisers, which falls under the scope of investment company/hedge fund/investment adviser regulation as defined in category 8."
hr1266-112,4,Money laundering / financial crime strategy,"The bill focuses on detecting and preventing the fraudulent abuse of prescriptions, which falls under the umbrella of financial crimes and anti-money laundering efforts as prescription fraud can be a component of illicit financial activity."
hr302-111,7,SOX / PCAOB / audit firm oversight,"The bill concerns SEC rules regarding short sales, which falls under the oversight of the SEC and relates to the regulation of public company securities and market practices, aligning with the focus of SOX/PCAOB/audit firm oversight."
hr1097-114,22,Insider trading reform,"The bill directly addresses the definition and prohibition of trading on material inside information, which falls under the scope of insider trading reform."
hr4057-114,4,Money laundering / financial crime strategy,"The bill addresses the use of false communications with the intent to create an emergency response, which falls under the broader scope of fraud offenses and financial crimes related to misuse of communication systems, aligning with anti-money laundering and financial crime strategy efforts to prevent illicit activities."
hr3875-112,16,Corporate nonfinancial / ESG disclosure,"The bill requires companies to disclose employee numbers, which falls under non-financial information disclosure related to corporate transparency and potentially ESG considerations (social impact of outsourcing)."
hr846-111,3,Executive compensation at financial firms / TARP,"The bill focuses on requiring financial institutions receiving TARP funds to publicly disclose expenditures, which directly relates to oversight and accountability of firms receiving assistance, similar to executive compensation and bonus restrictions."
hr4695-106,4,Money laundering / financial crime strategy,"The bill's primary focus is on enhancing law enforcement's ability to combat money laundering through various amendments to criminal code, expanding definitions of financial institutions and unlawful activities, and improving forfeiture procedures."
hr4292-115,6,Dodd-Frank reform / implementation,The bill directly amends provisions of the Dodd-Frank Wall Street Reform and Consumer Protection Act by changing the frequency of living will submissions.
hr1400-106,7,SOX / PCAOB / audit firm oversight,"The bill focuses on information disclosure requirements related to securities, specifically bonds, and involves the Securities and Exchange Commission (SEC), which falls under the purview of SOX/PCAOB oversight and securities regulation."
hr6483-112,18,Consumer / predatory mortgage lending,"The bill focuses on regulating small-dollar consumer credit transactions, addressing issues like interest rates, fees, and predatory lending practices, which falls under the scope of consumer and predatory mortgage lending legislation."
hr3044-112,6,Dodd-Frank reform / implementation,The bill directly amends the Dodd-Frank Wall Street Reform and Consumer Protection Act by repealing a provision (the Office of Financial Research) established within it.
s49-111,4,Money laundering / financial crime strategy,"The bill focuses on strengthening laws to combat public corruption, which includes offenses like bribery, theft of public money, and fraud, all falling under the umbrella of financial crime strategy and enforcement."
s2452-110,18,Consumer / predatory mortgage lending,"The bill focuses on redefining high-cost mortgages, protecting consumers from predatory lending practices, and reforming mortgage lending regulations, all of which fall under the scope of consumer and predatory mortgage lending legislation."
hr5442-113,16,Corporate nonfinancial / ESG disclosure,"The bill mandates disclosure of corporate tax payments, which falls under the category of non-financial disclosure requirements for public companies, specifically relating to tax transparency."
hr755-110,7,SOX / PCAOB / audit firm oversight,"The bill focuses on auditing, financial statements, and the Public Company Accounting Oversight Board (PCAOB), all of which fall under the scope of SOX/PCAOB/audit firm oversight legislation."
s2541-107,12,Data breach / identity theft / financial privacy,"The bill directly addresses penalties for aggravated identity theft, expanding existing prohibitions and increasing penalties related to data breach and identity theft prevention for consumers."
hr4768-111,11,Shareholder rights / corporate governance,"The bill directly addresses corporate finance related to political campaign spending and restricts access to federal financing based on that spending, which falls under the scope of corporate governance and shareholder rights by limiting corporate actions that could impact financial stability."
s975-113,4,Money laundering / financial crime strategy,"The bill focuses on fraud offenses and financial crimes related to guardianship and conservatorship, which falls under the umbrella of financial crime strategy and prevention of elder abuse."
hr4647-114,9,Banking capital requirements / Basel III,"The bill directly addresses bank capital requirements, specifically focusing on a 'simple leverage ratio' and potentially exempting banks from more complex risk-based capital rules, which falls under the scope of Basel III implementation and banking capital standards."
s386-111,4,Money laundering / financial crime strategy,"The bill focuses on improving enforcement of various types of fraud, including mortgage fraud, securities fraud, and financial institution fraud, all of which fall under the umbrella of financial crime strategy and anti-money laundering efforts."
hr3326-114,4,Money laundering / financial crime strategy,"The bill addresses financial crime by creating a civil cause of action for trade secret misappropriation, which falls under fraud offenses and financial crimes, and includes provisions for seizure orders and reporting requirements related to theft, aligning with anti-money laundering and financial crime strategy."
hr2544-106,18,Consumer / predatory mortgage lending,"The bill directly addresses debt collection practices, consumer credit, and protections related to mortgage lending, falling under the scope of consumer and predatory mortgage lending legislation."
hr4519-111,13,TARP oversight and wind-down,"The bill focuses on oversight of the TARP program by requiring the public disclosure of electronic communications related to TARP recipients, which falls under the scope of TARP oversight beyond executive compensation."
hr4510-113,6,Dodd-Frank reform / implementation,"The bill directly clarifies and modifies provisions of the Dodd-Frank Act regarding capital requirements, making it fall under Dodd-Frank reform/implementation."
s1298-116,1,"Systemic risk / FSOC / ""too big to fail""","The bill directly addresses the Financial Stability Oversight Council (FSOC) by changing the voting status of a member, which falls under the scope of systemic risk and FSOC legislation."
s3033-111,19,Corporate bankruptcy: employee and retiree protections,"The bill explicitly focuses on improving protections for employees and retirees in business bankruptcy proceedings, covering wages, salaries, pensions, and benefits, which directly aligns with category 19."
s798-114,14,Insurance regulation,"The bill directly addresses insurance industry regulation, state insurance authority oversight, and the FDIC's interaction with insurance companies, specifically concerning financial strength and asset liens."
s366-112,7,SOX / PCAOB / audit firm oversight,"The bill focuses on disclosure requirements for securities issuers regarding sanctionable activities, which falls under the purview of corporate finance and management and SEC regulations, aligning with the scope of SOX/PCAOB/audit firm oversight as it relates to corporate reporting and transparency."
hr2319-115,8,Investment company / hedge fund / investment adviser regulation,"The bill directly amends the Investment Company Act of 1940 and focuses on the regulation of money market funds, which fall under the scope of investment company regulation."
s1198-111,3,Executive compensation at financial firms / TARP,"The bill focuses on maximizing return on TARP investments in auto manufacturers and imposes fiduciary duties on the Treasury Secretary regarding shareholders, which directly relates to executive compensation and oversight of firms receiving TARP funds."
s458-111,4,Money laundering / financial crime strategy,"The bill amends the False Claims Act, which directly addresses fraud offenses and financial crimes, including the presentation of false claims to the government, and focuses on enforcement and investigation of such crimes."
hr7334-110,13,TARP oversight and wind-down,"The bill focuses on oversight of the TARP program by requiring reporting on lending increases attributable to TARP assistance, which falls under the scope of TARP oversight beyond executive compensation."
hr2808-103,6,Dodd-Frank reform / implementation,"The bill provides flexibility to depository institutions and their regulators in the wake of a disaster, which can be considered a form of financial deregulation and a response to economic conditions, aligning with the broader scope of Dodd-Frank reform/implementation by adjusting regulatory requirements."
hr1984-112,4,Money laundering / financial crime strategy,"The bill focuses on suspicious activity reporting requirements for financial institutions and aims to facilitate compliance with state law regarding legitimate businesses, which directly relates to anti-money laundering and financial crime strategy."
s2171-113,12,Data breach / identity theft / financial privacy,"The bill focuses on data privacy, specifically regarding geolocation information from electronic devices, data breach notification through required notices, and protections against unauthorized collection and disclosure, all falling under the scope of financial privacy and identity theft prevention."
s1037-109,8,Investment company / hedge fund / investment adviser regulation,"The bill focuses on mutual fund regulation, disclosure requirements for fees and expenses, board of directors composition, and broker-dealer conduct related to mutual fund investments, all of which fall under the regulation of investment companies and investment advisers."
s40-110,14,Insurance regulation,"The bill explicitly focuses on establishing a federal charter and comprehensive regulation of insurance companies, insurers, and agencies, directly addressing insurance markets and policyholder protections."
hr2851-115,4,Money laundering / financial crime strategy,"The bill addresses drug trafficking and controlled substances, and specifically includes provisions related to fraud offenses and financial crimes associated with the import, export, and distribution of synthetic analogues, falling under the scope of financial crime strategy and enforcement."
s1084-114,7,SOX / PCAOB / audit firm oversight,"The bill directly relates to the Sarbanes-Oxley Act and the Public Company Accounting Oversight Board (PCAOB), focusing on the transparency of PCAOB disciplinary proceedings and audit firm oversight."
hr2167-112,15,Crowdfunding and small-issuer capital formation,"The bill focuses on easing capital formation for private companies by increasing the thresholds for SEC registration, which aligns with the goals of crowdfunding and small-issuer capital formation legislation like the JOBS Act."
s1228-107,7,SOX / PCAOB / audit firm oversight,"The bill concerns financial statements, government corporations (Federal Prison Industries), and oversight requirements, which fall under the broader scope of corporate governance and audit practices, aligning with category 7 (SOX / PCAOB / audit firm oversight)."
hr3331-108,18,Consumer / predatory mortgage lending,"The bill focuses on protecting consumers from unfair and deceptive practices related to debt counseling and settlement services, which directly falls under the scope of consumer and predatory mortgage lending protections."
hr3317-113,4,Money laundering / financial crime strategy,"The bill focuses on strengthening statutes to deter money laundering and terrorism financing, increasing penalties for violations, and enhancing enforcement efforts, which directly aligns with the 'Money laundering / financial crime strategy' category."
s1709-114,10,Glass-Steagall / bank-securities separation,"The bill explicitly aims to reinstate Glass-Steagall Act protections, separating commercial banking from securities activities, which directly falls under the definition of category 10."
hr1761-111,3,Executive compensation at financial firms / TARP,"The bill restricts compensation paid to employees of financial institutions receiving TARP funds, directly addressing executive compensation and related policies within the scope of TARP."
s947-113,7,SOX / PCAOB / audit firm oversight,"The bill concerns access to information provided to regulatory systems and the protection of privilege and confidentiality, which relates to audit firm oversight and the integrity of financial data reporting, aligning with the focus of SOX/PCAOB regulations."
hr574-103,7,SOX / PCAOB / audit firm oversight,"The bill directly addresses audit requirements for public companies and imposes penalties on auditors, aligning with the focus of the Sarbanes-Oxley Act and PCAOB oversight."
s3527-112,4,Money laundering / financial crime strategy,"The bill focuses on criminal penalties for fraud related to the Student and Exchange Visitor Program (SEVP), which is a component of managing financial crime and immigration-related offenses."
s2868-108,18,Consumer / predatory mortgage lending,"The bill focuses on consumer protections related to remittance transfers, which fall under the umbrella of financial services and lending practices, specifically addressing error resolution and disclosures for international money transfers, aligning with consumer/predatory mortgage lending protections."
s650-104,6,Dodd-Frank reform / implementation,"The bill explicitly amends and modifies provisions of TILA and RESPA, key components of the Dodd-Frank Act's consumer protection framework, indicating direct engagement with Dodd-Frank implementation and reform."
s1301-105,18,Consumer / predatory mortgage lending,"The bill focuses heavily on consumer bankruptcy protection, including provisions related to debt discharge, creditor behavior, mortgage disclosures, and predatory lending practices, all falling under the scope of consumer and predatory mortgage lending legislation."
hr4846-112,4,Money laundering / financial crime strategy,"The bill focuses on preventing and combating mail, telemarketing, and internet fraud targeting seniors, which directly relates to anti-money laundering enforcement and financial crime strategy."
hr1334-114,7,SOX / PCAOB / audit firm oversight,"The bill concerns registration requirements for savings and loan holding companies under the Securities Exchange Act of 1934, which falls under the purview of securities regulation and oversight similar to the Sarbanes-Oxley Act and PCAOB's responsibilities."
hr1537-110,9,Banking capital requirements / Basel III,"The bill focuses on credit union net worth standards, risk-based capital requirements, and adjustments to capital levels, all of which fall under the purview of banking capital requirements and Basel III implementation."
s2783-106,4,Money laundering / financial crime strategy,"The bill contains provisions related to anti-drug money laundering, forfeiture of assets of criminals, and combating financial crime, which falls under the umbrella of money laundering/financial crime strategy."
hr74-111,6,Dodd-Frank reform / implementation,"The bill establishes a commission to investigate the 2008 financial crisis and evaluate lessons learned, which directly relates to the broad scope of reforms initiated by the Dodd-Frank Act in response to the crisis."
s1050-112,4,Money laundering / financial crime strategy,"The bill addresses financial records requests via National Security Letters and Suspicious Activity Reports, which falls under the scope of financial crime strategy and anti-money laundering enforcement."
hr990-113,18,Consumer / predatory mortgage lending,"The bill focuses on consumer credit, specifically small-dollar loans, and aims to protect consumers from predatory lending practices by regulating extensions of credit and empowering the CFPB to investigate violations, aligning with the core themes of category 18."
hr2730-107,12,Data breach / identity theft / financial privacy,"The bill focuses on establishing uniform national financial privacy standards for financial institutions and preempting state laws regarding financial privacy, which directly relates to data privacy and consumer financial data protection."
s2760-107,7,SOX / PCAOB / audit firm oversight,"The bill focuses on accounting treatment, disclosure requirements, and corporate governance related to stock options, which directly aligns with the Sarbanes-Oxley Act's focus on accounting and audit practices and the oversight of public company auditors."
hr317-104,6,Dodd-Frank reform / implementation,"The bill amends the Community Reinvestment Act, which was significantly impacted by the Dodd-Frank Act's provisions regarding fair lending and community development, making it a Dodd-Frank reform/implementation issue."
hr658-108,7,SOX / PCAOB / audit firm oversight,"The bill directly relates to the Securities and Exchange Commission (SEC) and streamlining the hiring process for positions like accountants and compliance examiners, which falls under the purview of SOX and PCAOB oversight of public company auditors and securities regulation."
s3033-110,7,SOX / PCAOB / audit firm oversight,"The bill focuses on legal ethics, attorney fees, and oversight related to securities litigation, which directly aligns with the Sarbanes-Oxley Act's goals of improving corporate governance and accountability through regulation of auditors and legal practices."
hr1667-115,20,Financial institution resolution / SIFI bankruptcy,"The bill explicitly addresses the resolution of insolvent financial institutions in bankruptcy, specifically creating a new 'Subchapter V' process for such cases, which falls under the scope of financial institution resolution legislation."
s444-115,8,Investment company / hedge fund / investment adviser regulation,"The bill directly amends the Investment Company Act of 1940 regarding venture capital funds, which falls under the regulation of investment companies, hedge funds, and investment advisers."
hr3791-114,9,Banking capital requirements / Basel III,"The bill directly addresses banking capital requirements by raising the asset threshold for the Small Bank Holding Company Policy Statement, which impacts leverage and risk-based capital requirements under Dodd-Frank."
hr2727-111,7,SOX / PCAOB / audit firm oversight,"The bill focuses on financial statement accuracy and verification by financial institution officers, which aligns with the oversight and audit-related aspects of the Sarbanes-Oxley Act and PCAOB regulations."
s18-110,13,TARP oversight and wind-down,"The bill focuses on oversight of the Troubled Asset Relief Program (TARP) through the Special Inspector General (SIGTARP), including reporting requirements, funding, and investigative authority, which directly relates to TARP oversight beyond executive compensation."
s1770-114,4,Money laundering / financial crime strategy,"The bill focuses on preventing juvenile delinquency and criminal street gang activity, which inherently involves addressing fraud offenses and financial crimes associated with those activities, and includes provisions for data collection and analysis related to financial resources and program effectiveness."
hr3978-115,7,SOX / PCAOB / audit firm oversight,"The bill amends the Sarbanes-Oxley Act, modifies auditor-attestation requirements, and references the PCAOB through its connection to audit reports, placing it squarely within the scope of SOX/PCAOB/audit firm oversight."
hr2214-113,16,Corporate nonfinancial / ESG disclosure,"The bill explicitly requires disclosure of corporate political spending, which falls under the definition of non-financial disclosure related to corporate transparency."
hr600-108,7,SOX / PCAOB / audit firm oversight,"The bill focuses on disclosure requirements for securities sales by corporate insiders, which directly relates to the Sarbanes-Oxley Act's emphasis on corporate transparency and accountability through information disclosure and audit oversight."
hr669-105,6,Dodd-Frank reform / implementation,"The bill aims to enhance competition in the financial services sector by creating and regulating Depository Institution Holding Companies, which involves significant changes to existing financial regulations and could be considered a form of Dodd-Frank reform/implementation due to its broad impact on financial institutions and oversight."
hr2479-116,1,"Systemic risk / FSOC / ""too big to fail""","The bill directly addresses the Financial Stability Oversight Council (FSOC) by changing the voting status of a member, which falls under the scope of systemic risk and FSOC legislation."
s2905-108,7,SOX / PCAOB / audit firm oversight,"The bill amends acts related to investment companies and advisers, requires registration information collection, and involves SEC oversight, all of which fall under the purview of SOX/PCAOB/audit firm oversight as it relates to regulation of financial professionals and transparency."
hr3921-114,8,Investment company / hedge fund / investment adviser regulation,"The bill regulates hedge funds, which fall under the category of investment advisers and funds, and focuses on reporting requirements related to their ownership positions."
hr1160-111,8,Investment company / hedge fund / investment adviser regulation,"The bill focuses on the regulation of money market funds and their use by broker-dealers, which falls under the purview of investment company regulation."
s2344-108,14,Insurance regulation,"The bill directly addresses insurance company disclosure requirements and relates to insurance policies, falling under the scope of insurance regulation."
hr1967-110,12,Data breach / identity theft / financial privacy,"The bill directly addresses financial privacy protections for consumers by modifying the requirements for privacy notices from financial institutions, falling under the scope of financial data privacy protections."
hr2274-113,8,Investment company / hedge fund / investment adviser regulation,"The bill concerns brokers facilitating the transfer of ownership of privately held companies, which falls under the regulation of investment advisers and related financial services, aligning with category 8."
hr144-115,4,Money laundering / financial crime strategy,"The bill focuses on establishing a database of corporate criminal and civil proceedings, which directly relates to financial crime and enforcement, aligning with the focus of anti-money laundering and financial crime strategy."
hr4413-113,2,"Derivatives, swaps, CFTC regulation","The bill focuses on reauthorizing the Commodity Futures Trading Commission (CFTC) and regulating futures markets, including customer protection related to segregated funds and examining the effects of high-frequency trading, which falls under derivatives and CFTC regulation."
hr1062-112,6,Dodd-Frank reform / implementation,"The bill explicitly amends the Dodd-Frank Wall Street Reform and Consumer Protection Act, directly addressing its provisions regarding disclosure requirements."
s3544-112,19,Corporate bankruptcy: employee and retiree protections,"The bill directly addresses protecting former employees' pension benefits in a corporate bankruptcy-like situation (Delphi's restructuring), aligning with the focus of category 19 on employee and retiree protections in corporate bankruptcy proceedings."
hr4386-113,4,Money laundering / financial crime strategy,"The bill concerns reliance on state examinations for financial institutions to comply with reporting requirements related to monetary instrument transactions, which falls under the scope of fraud offenses and financial crimes, specifically anti-money laundering (AML) enforcement."
hr2924-106,8,Investment company / hedge fund / investment adviser regulation,"The bill focuses on regulating hedge funds, requiring reporting of assets, leverage, and risk measures, which directly relates to the regulation of investment advisers and pooled investment vehicles."
