bill_id,category_ids,category_labels,bill_type,reason
s2785-113,,,,"The bill directs the EPA to publish health advisories regarding microcystins in drinking water, which is an environmental protection measure and does not regulate private employer wage, hour, or benefit obligations."
s43-115,,,,"The bill offers a tax benefit (eligibility for Health Savings Accounts) unrelated to private employer wage or benefit obligations, specifically falling under the exclusion for general tax or family policy benefits."
s68-116,,,,"The bill requires a government commission to publish reports on Medicaid expansion impacts, which relates to public health program administration and government reimbursement rates rather than private employer wage, hour, or benefit obligations."
hr531-116,,,,"The bill regulates the removal authority of the President regarding the FBI Director, a federal government official, and does not address private employer wage, hour, or benefit obligations."
hr1311-112,1.0,Wage Hour & Benefits,enforcement,"The bill amends ERISA and the Internal Revenue Code to mandate that private employer-sponsored health plans cover medically necessary food and related supplies, directly imposing obligations on non-governmental employers regarding their group health benefit plans."
hr1199-114,,,,"The bill addresses product liability and civil actions against sellers, which falls under tort law and product safety, not private employer wage, hour, or benefit obligations."
s3004-112,,,,"The bill extends a temporary suspension of duty on specific chemical compounds under the Harmonized Tariff Schedule, which relates to foreign trade and tariffs rather than private employer wage, hour, or benefit obligations."
s247-113,,,,"The bill establishes national historical parks and adjusts federal cost-sharing for water resources projects; it does not regulate private employer wage, hour, or benefit obligations."
hr2107-113,,,,"The bill prohibits federal agencies and contractors from making payments to foreign officials for bribery or coercion, which relates to government ethics and foreign policy rather than private employer wage, hour, or benefit obligations."
s1533-116,,,,"The bill reauthorizes the National Flood Insurance Program, which is a federal disaster relief and insurance program, and does not regulate private employer wage, hour, or benefit obligations."
hr5370-115,,,,"The bill eliminates the IRS Oversight Board, which is an internal governance structure for a federal agency, and does not regulate private employer wage, hour, or benefit obligations."
hr2369-112,,,,"The bill amends the federal charter of the American Legion, a veterans' organization, and does not regulate private employer wage, hour, or benefit obligations."
hr1443-114,,,,"The bill directs the Department of the Interior to manage bison populations in Grand Canyon National Park, which is a wildlife and land management issue unrelated to private employer wage, hour, or benefit obligations."
hr3672-114,,,,"The bill adjusts the holding period for tax treatment of horses as capital assets, which is a general tax provision unrelated to private employer wage, hour, or benefit obligations."
hr5988-111,,,,"The bill regulates federal agency user fees and cost recovery reporting, which pertains to government operations rather than private employer wage, hour, or benefit obligations."
hr6009-114,,,,"The bill regulates mail processing procedures for federal agencies and the General Services Administration, which are government entities, and does not impose wage, hour, or benefit obligations on private non-governmental employers."
hr3018-114,,,,"The bill addresses administrative procedures for healthcare claims coding (ICD-9 to ICD-10 transition) and government reimbursement rates, which does not regulate private employer wage, hour, or benefit obligations."
hr3149-115,,,,"The bill provides tax credits for the production of renewable chemicals and investment in related facilities, which is a general business investment incentive unrelated to private employer wage, hour, or benefit obligations."
s1359-112,,,,"The bill provides discounted access to National Parks for military personnel and veterans, which is a government benefit program and does not regulate private employer wage, hour, or benefit obligations."
s1137-114,,,,"The bill focuses on patent law, intellectual property litigation procedures, and USPTO fees, which are unrelated to private employer wage, hour, or benefit obligations."
s3154-112,,,,"The bill adjusts tariff duties on imported acrylic filament tow, which is a matter of foreign trade and international finance, not private employer wage, hour, or benefit obligations."
s2139-113,,,,"The bill provides tax exclusions for capital gains on small business stock and adjustments to passive activity loss rules for research entities, which are general business investment incentives unrelated to private employer wage, hour, or benefit obligations."
s901-115,,,,"The bill addresses per diem allowances for military personnel and civilian Department of Defense employees, which are government employees, not private non-governmental employers."
s2716-114,,,,"The bill directs the SEC to update disclosure guides for oil, gas, and mining industries, which relates to securities regulation and investor protection rather than private employer wage, hour, or benefit obligations."
hr5289-112,,,,"The bill suspends import duties on a specific chemical, which is a trade policy matter unrelated to private employer wage, hour, or benefit obligations."
s2148-112,,,,"The bill regulates environmental compliance and lead-based paint renovation standards under the Toxic Substances Control Act, focusing on public health and safety rather than private employer wage, hour, or benefit obligations."
s888-112,,,,"The bill designates a segment of Illabot Creek as part of the National Wild and Scenic Rivers System, which relates to public lands and natural resources rather than private employer wage, hour, or benefit obligations."
hr2964-114,,,,"The bill focuses on immigration enforcement, detention of aliens, and intergovernmental cooperation between federal and state/local law enforcement agencies, rather than regulating private employer wage, hour, or benefit obligations."
hr1198-115,,,,"This is a private relief bill for an individual, which does not regulate private employer wage, hour, or benefit obligations or corporate misconduct."
s1674-113,,,,"The bill authorizes federal grants for early childhood parent education and family engagement programs, which is a public education and social service initiative rather than a regulation of private employer wage, hour, or benefit obligations."
hr3380-115,,,,"The bill regulates the use and registration of the pesticide chlorpyrifos under environmental protection laws, which does not involve private employer wage, hour, or benefit obligations."
hr2861-112,,,,"The bill regulates consumer product safety for amusement park rides under the CPSC and does not address private employer wage, hour, or benefit obligations."
s2078-112,,,,"The bill regulates federal banking agencies' oversight of real estate loans to home builders and does not impose wage, hour, or benefit obligations on private employers."
hr3409-115,,,,"The bill targets pyramid promotional schemes and deceptive marketing practices under the FTC Act, which falls under consumer protection and fraud offenses rather than private employer wage, hour, or benefit obligations."
s3729-111,,,,"The bill is an authorization act for NASA appropriations and space policy, which does not regulate private employer wage, hour, or benefit obligations."
hjres87-115,,,,"The bill is a congressional disapproval resolution targeting an EPA rule regarding air quality implementation plans in Utah, which relates to environmental protection rather than private employer wage, hour, or benefit obligations."
s3359-112,,,,"The bill addresses legislative rules and procedures regarding the structure of bills (one subject per bill), not private employer wage, hour, or benefit obligations."
s2222-113,,,,"The bill directs a GAO report on sexual assault prevention within the Department of Defense and Armed Forces, which involves government/military entities rather than private employer wage, hour, or benefit obligations."
hr5459-113,,,,"The bill authorizes the award of the Medal of Honor to a military veteran, which is a Congressional tribute and does not regulate private employer wage, hour, or benefit obligations."
s1436-116,,,,"The bill addresses retirement benefits for employees of the Architect of the Capitol and Senate Restaurants, which are government entities, not private non-governmental employers."
hr2315-112,,,,"The bill focuses on workforce development grants, training programs, and data collection to increase women's participation in nontraditional occupations, rather than regulating private employer wage, hour, or benefit obligations or imposing compliance mandates on employers."
s3086-114,,,,"The bill focuses on environmental protection and marine debris reduction through NOAA programs and international cooperation, containing no provisions regulating private employer wage, hour, or benefit obligations."
s3364-114,,,,"The bill authorizes the Department of Veterans Affairs to accept donations of facilities from non-federal entities, which relates to government infrastructure and appropriations rather than private employer wage, hour, or benefit obligations."
s3506-112,,,,"The bill regulates pharmaceutical clinical testing and data sharing between companies to avoid unethical duplication, which does not involve private employer wage, hour, or benefit obligations."
hr4894-113,,,,"The bill establishes a commission to study security and public access to federal buildings, which relates to government operations and homeland security rather than private employer wage, hour, or benefit obligations."
hr5371-113,,,,"The bill prohibits federal funding for heritage programs and does not regulate private employer wage, hour, or benefit obligations."
s1040-116,,,,"The bill regulates Department of Homeland Security procedures for identifying immigrant veterans for immigration purposes, which involves government administration and immigration policy rather than private employer wage, hour, or benefit obligations."
s2403-114,,,,"The bill amends Title 10 to regulate the relocation timing and allowances for military personnel and their families, which involves government employees and DoD policies rather than private employer wage, hour, or benefit obligations."
hr3630-114,,,,"The bill focuses on environmental protection and water quality recovery efforts in Puget Sound, involving federal agency coordination and funding, with no provisions regulating private employer wage, hour, or benefit obligations."
hjres2-112,,,,"The bill proposes a constitutional amendment to require a balanced federal budget and does not regulate private employer wage, hour, or benefit obligations."
hr4277-115,,,,"The bill addresses federal funding shares for disaster relief in Puerto Rico under the Stafford Act, which is a government assistance program and does not regulate private employer wage, hour, or benefit obligations."
s186-113,,,,"The bill awards a Congressional Gold Medal to commemorate victims of a historical civil rights incident and does not regulate private employer wage, hour, or benefit obligations."
hr6854-115,1.0,Wage Hour & Benefits,tax_credit_introduction,"The bill introduces an employee retention tax credit for wages paid to employees in disaster zones, which incentivizes private employers to retain workers and relates to wage obligations."
hr2473-112,,,,"The bill modifies the authorized maintenance depth of the Shallotte River in North Carolina for navigation purposes, which is a public works project unrelated to private employer wage, hour, or benefit obligations."
hr1667-113,,,,"The bill regulates the aquaculture and commerce of genetically altered salmon to prevent environmental harm, which does not involve private employer wage, hour, or benefit obligations."
hr2944-112,,,,"The bill extends the United States Parole Commission and addresses criminal justice procedures and government agency operations, not private employer wage, hour, or benefit obligations."
s2554-114,,,,"The bill regulates the personnel management and disciplinary actions of the Department of Veterans Affairs, a federal government agency, rather than imposing wage, hour, or benefit obligations on private non-governmental employers."
hr2385-112,,,,"The bill provides a tax exclusion for individuals receiving distributions from their own retirement plans for specific hardships, which is a personal income tax provision rather than a regulation of private employer wage, hour, or benefit obligations."
s722-112,,,,"The bill adjusts Medicare payment rates and eligibility verification procedures for hospice care, which constitutes government reimbursement policy rather than regulation of private employer wage, hour, or benefit obligations."
hr5922-115,,,,"The bill directs the Department of Veterans Affairs to conduct a pilot program for hepatitis C testing for veterans, which involves government-administered healthcare services rather than regulating private employer wage, hour, or benefit obligations."
s445-113,,,,"The bill focuses on security training and equipment for state and local law enforcement and courthouses, which involves government entities and public safety rather than private employer wage, hour, or benefit obligations."
hr3726-113,,,,"The bill offers a tax credit for hiring workers from a specific group (the long-term unemployed), which is explicitly excluded as it incentivizes hiring decisions rather than regulating private employer wage, hour, or benefit compliance."
hr5464-114,,,,"The bill addresses Federal Energy Regulatory Commission licensing requirements for specific hydroelectric projects in Maine, which is unrelated to private employer wage, hour, or benefit obligations."
hr2816-113,,,,"The bill extends a pilot program for alternative credit rating information for mortgages under the National Housing Act, which relates to consumer credit and housing finance rather than private employer wage, hour, or benefit obligations."
hr2527-114,,,,"The bill designates a USPS facility name, which is a symbolic tribute involving a government entity and does not regulate private employer wage, hour, or benefit obligations."
hr1729-114,,,,"The bill amends the Migratory Bird Treaty Act to exempt Alaskan Native handicrafts from prohibitions on selling items containing bird parts, which relates to wildlife conservation and indigenous rights rather than private employer wage, hour, or benefit obligations."
hjres14-116,,,,"The bill proposes a constitutional amendment to limit terms for Members of Congress, which is unrelated to private employer wage, hour, or benefit obligations."
hr3882-114,,,,"The bill establishes a national monument and directs federal agencies to manage public lands, which does not involve private employer wage, hour, or benefit obligations."
s2438-112,,,,"The bill extends a tariff suspension on sorbic acid, which relates to foreign trade and international finance rather than private employer wage, hour, or benefit obligations."
hr297-116,,,,"The bill extends federal recognition to a Native American tribe and provides government-administered services and benefits to tribal members, which does not involve regulating private employer wage, hour, or benefit obligations."
s3122-111,,,,"The bill focuses on transparency and auditing of attorney fees awarded under the Equal Access to Justice Act, which involves government liability and legal costs rather than private employer wage, hour, or benefit obligations."
s2728-112,,,,"The bill suspends import duties on a specific chemical compound, which is a trade policy matter unrelated to private employer wage, hour, or benefit obligations."
hr1050-115,,,,"The bill establishes a grant program for educational partnerships and apprenticeships, which constitutes general job training and education policy rather than regulating private employer wage, hour, or benefit obligations or introducing a tax credit tied to such compliance."
s2280-114,,,,"The bill focuses on promoting pro bono legal services for domestic violence survivors through U.S. Attorneys and the Department of Justice, which does not regulate private employer wage, hour, or benefit obligations."
hr4927-112,,,,"The bill modifies tariff duties on imported men's footwear, which is a matter of foreign trade policy and does not regulate private employer wage, hour, or benefit obligations."
s1739-112,,,,"The bill concerns the distribution of judgment funds to the Minnesota Chippewa Tribe and does not regulate private employer wage, hour, or benefit obligations."
s2482-114,,,,"The bill directs the Department of Defense to provide training to its own personnel regarding recruitment and retention, which involves government employee management rather than regulating private employer wage, hour, or benefit obligations."
hr2626-115,,,,"The bill focuses on visa security, immigration vetting, and border control measures involving federal agencies (State Department, DHS, CBP), and does not regulate private employer wage, hour, or benefit obligations."
hr2312-113,,,,"The bill addresses tax capitalization rules for interest costs related to the production of distilled spirits, which is a general business tax provision and does not regulate private employer wage, hour, or benefit obligations."
s210-112,,,,"The bill addresses Congressional operations regarding the printing of legislative documents and does not regulate private employer wage, hour, or benefit obligations."
hr799-115,,,,"The bill establishes a pilot program for educational grants to HBCUs for offenders re-entering society, which relates to criminal justice and education policy rather than private employer wage, hour, or benefit obligations."
s3775-111,,,,"The bill focuses on federal government programs (VA, DoD, HHS) for prostate cancer research, screening, and treatment, rather than regulating private employer wage, hour, or benefit obligations."
s2074-114,,,,"The bill addresses the pay of Members of Congress, who are government employees, not private non-governmental employers; therefore, it does not involve private employer wage, hour, or benefit obligations."
s2524-114,,,,"The bill concerns water rights and land use access within a wilderness area in Colorado, involving the Department of Agriculture and a town, with no relation to private employer wage, hour, or benefit obligations."
hr3761-113,,,,"The bill amends energy efficiency standards for decorative hearth products and vented hearth heaters, which relates to product safety and energy conservation rather than private employer wage, hour, or benefit obligations."
s392-115,,,,"The bill establishes a commission to commemorate African-American history and provides grants to nonprofit organizations; it does not regulate private employer wage, hour, or benefit obligations."
hr1584-115,,,,"The bill regulates the taking, importation, and breeding of orcas for public display under animal protection laws, which does not involve private employer wage, hour, or benefit obligations."
hr2436-114,,,,"The bill directs the National Institutes of Health (a federal agency) to conduct research and publish guidelines on age groupings in human subjects research; it does not regulate private employer wage, hour, or benefit obligations."
hr2306-113,,,,"The bill regulates food safety and labeling standards for infant formula under the Federal Food, Drug, and Cosmetic Act, which does not involve private employer wage, hour, or benefit obligations."
hr2599-112,,,,"The bill regulates mortgage lending practices and property assessments for clean energy improvements, which does not involve private employer wage, hour, or benefit obligations."
hr711-113,1.0,Wage Hour & Benefits,enforcement,"The bill repeals the Davis-Bacon Act requirements for prevailing wages on federal-aid construction projects, directly altering the wage obligations imposed on private contractors and employers working on these projects."
hr5535-114,1.0,Wage Hour & Benefits,enforcement,"The bill amends the Family and Medical Leave Act (FMLA) to expand leave entitlements for private sector employees, directly regulating employer obligations regarding protected leave."
hr4436-115,,,,"The bill directs the Department of the Interior to study the feasibility of designating specific sites as National Park units, which is a public lands and natural resources matter unrelated to private employer wage, hour, or benefit obligations."
hr6408-115,,,,"The bill authorizes international cooperative activities for countering violent extremism under the Department of Homeland Security and does not regulate private employer wage, hour, or benefit obligations."
s2614-115,,,,"The bill focuses on agricultural conservation, land use, and rural water infrastructure under the USDA and Forest Service, containing no provisions regulating private employer wage, hour, or benefit obligations."
hr469-116,,,,"The bill regulates premium rates for the National Flood Insurance Program administered by FEMA, which is a government insurance program, and does not impose wage, hour, or benefit obligations on private non-governmental employers."
hr1196-115,,,,"The bill focuses on international counterterrorism, border security, and foreign aid suspension, containing no provisions regulating private employer wage, hour, or benefit obligations."
s2064-112,,,,"The bill focuses on repealing energy-related tax credits and lowering corporate income tax rates, which are general tax policy measures unrelated to private employer wage, hour, or benefit obligations."
hr1395-115,,,,"The bill modifies the administrative structure and conflict-of-interest policies of a federal advisory commission (MACPAC) related to Medicaid and CHIP, which are government programs, and does not regulate private employer wage, hour, or benefit obligations."
hr3998-115,,,,"The bill addresses firearm and explosives licensing restrictions for suspected terrorists, which is unrelated to private employer wage, hour, or benefit obligations."
hr5855-114,,,,"The bill directs the CDC to improve data collection on sexual orientation and gender identity in violent death reporting, which is a public health and government data initiative unrelated to private employer wage, hour, or benefit obligations."
hr4042-114,,,,"The bill provides grants to states and local education agencies for prekindergarten programs, which is a public education funding initiative and does not regulate private employer wage, hour, or benefit obligations."
s2077-115,,,,"The bill focuses on Department of Homeland Security oversight and counter-terrorism measures regarding vehicular threats, containing no provisions regulating private employer wage, hour, or benefit obligations."
s1064-114,,,,"The bill focuses on public health research, surveillance, and education regarding asthma administered by the CDC and HHS, rather than regulating private employer wage, hour, or benefit obligations."
hr4833-114,,,,"The bill authorizes USDA grants to states for establishing grocery stores in underserved communities and includes hiring preferences for local workers, but it does not impose wage, hour, or benefit obligations on private employers, nor does it introduce tax credits related to employer compliance with such obligations."
hr2119-112,,,,"The bill regulates medical practitioners' training and certification for dispensing controlled substances under the Controlled Substances Act, which does not involve private employer wage, hour, or benefit obligations."
hr44-115,,,,"The bill focuses on athlete safety, conflict of interest in management/promotion, and contractual guidelines for combat sports, which falls under worker safety and business ethics rather than private employer wage, hour, or benefit obligations such as minimum wage, overtime, or ERISA-covered benefits."
hr3322-112,,,,"The bill establishes a federal grant program for states to improve early learning systems and does not impose wage, hour, or benefit obligations on private non-governmental employers."
hr1559-112,,,,"The bill authorizes the establishment of a memorial in the District of Columbia to honor historical patriots, which is unrelated to private employer wage, hour, or benefit obligations."
hr6454-114,,,,"The bill regulates the transportation of energy exports using U.S.-built vessels and does not impose wage, hour, or benefit obligations on private employers."
hr3472-113,,,,"The bill designates a USPS facility name as a memorial tribute and does not regulate private employer wage, hour, or benefit obligations."
s2677-113,,,,"The bill concerns wildlife conservation and the Endangered Species Act, which does not involve private employer wage, hour, or benefit obligations."
hr5719-111,,,,"The bill directs federal agencies (VA and DoD) to provide information about government-administered veterans' benefits, which does not impose obligations on private non-governmental employers regarding wages, hours, or benefits."
hr499-114,,,,"The bill amends tax-exempt bond volume caps for water and sewage infrastructure, which relates to state and local finance and infrastructure development rather than private employer wage, hour, or benefit obligations."
s3188-112,,,,"The bill increases the number of Weapons of Mass Destruction Civil Support Teams, which are military and national security entities, and does not regulate private employer wage, hour, or benefit obligations."
s124-116,1.0,Wage Hour & Benefits,enforcement,"The bill amends the Fair Labor Standards Act to prohibit private employers from enforcing non-compete agreements against certain non-exempt employees, directly regulating employer conduct related to wage and hour protections."
s2219-115,,,,"The bill focuses on transportation safety standards for commercial motor vehicles, specifically requiring underride guards to prevent crashes, and does not regulate private employer wage, hour, or benefit obligations."
hr631-112,1.0,Wage Hour & Benefits,enforcement,"The bill amends the Fair Labor Standards Act to establish a mandatory base minimum wage for tipped employees, directly regulating private employer wage obligations."
hr1178-112,,,,"The bill extends military commissary and exchange store privileges to veterans, which is a government-administered benefit program and does not regulate private employer wage, hour, or benefit obligations."
hr5718-115,,,,"The bill focuses on reducing opioid use in surgical settings through HHS expert panels and data reporting, which relates to public health and medical practice standards rather than private employer wage, hour, or benefit obligations."
s479-113,1.0,Wage Hour & Benefits,enforcement,"The bill clarifies the employment tax treatment and reporting obligations for wages paid by professional employer organizations (PEOs), directly regulating how private employers and PEOs handle payroll taxes and wage reporting to ensure compliance with federal tax laws."
hr3810-113,,,,"The bill authorizes the transfer of a veterans memorial from the Department of Defense to a private association, which is a land conveyance issue unrelated to private employer wage, hour, or benefit obligations."
s1592-114,,,,"The bill concerns the transfer of federal land within the Kaibab National Forest and does not regulate private employer wage, hour, or benefit obligations."
hr662-113,,,,"The bill prohibits federal contributions to international climate organizations and does not regulate private employer wage, hour, or benefit obligations."
hr6132-112,,,,"The bill regulates the sourcing of goods donated by the U.S. Olympic Committee to athletes, which does not involve private employer wage, hour, or benefit obligations."
hr4900-113,,,,"The bill provides a tax benefit (HSA eligibility) to individual veterans receiving VA care, which falls under the exclusion for bills offering individuals a tax benefit unrelated to private employer wage or benefit obligations."
hr6370-114,,,,"The bill addresses tax treatment for private foundations regarding excess business holdings and does not impose obligations on private employers regarding wages, hours, or employee benefit plans."
s3338-112,,,,"The bill primarily regulates health care personnel certification and Medicare payment rates for medical imaging services, which does not involve private employer wage, hour, or benefit obligations."
s2487-112,,,,"The bill suspends import duties on a specific chemical compound, which is a trade policy matter unrelated to private employer wage, hour, or benefit obligations."
s1605-113,,,,"This is a private relief bill for an individual, which does not regulate private employer wage, hour, or benefit obligations."
hr5554-114,,,,"The bill concerns the transfer of administrative jurisdiction over a federal government building to the General Services Administration, which is a matter of government operations and property management, not private employer wage, hour, or benefit obligations."
hr3782-114,,,,"The bill addresses juvenile justice and detention procedures for status offenders, which does not involve private employer wage, hour, or benefit obligations."
s2073-113,,,,"The bill targets misconduct by Internal Revenue Service employees, which are government agents, not private non-governmental employers; therefore, it does not involve private employer wage, hour, or benefit obligations."
hr6734-115,,,,"The bill addresses military funeral honors for deceased veterans at Arlington National Cemetery, which is a matter of government protocol and national security, not private employer wage, hour, or benefit obligations."
hr2672-115,,,,"The bill designates a USPS facility name as a tribute to a military service member; it does not regulate private employer wage, hour, or benefit obligations."
hr324-112,,,,"The bill grants law enforcement authority to Department of Defense personnel, which involves government employees and national security matters, not private employer wage, hour, or benefit obligations."
hr2198-113,,,,"The bill regulates state government fiscal accounting and reporting requirements for federal financial assistance, which involves public-sector entities rather than private employer wage, hour, or benefit obligations."
s3462-114,1.0,Wage Hour & Benefits,enforcement,"The bill delays the effective date of a Department of Labor rule revising income thresholds for overtime pay exemptions under the FLSA, directly affecting private employer wage and hour obligations."
hr2161-114,,,,"The bill extends a tax deduction for charitable contributions of food inventory, which is a general tax policy measure unrelated to private employer wage, hour, or benefit obligations."
s1566-116,,,,"The bill addresses voting rights and absentee ballot procedures for members of the Armed Forces, which is a matter of election administration and military personnel policy, not private employer wage, hour, or benefit obligations."
s1248-113,1.0,Wage Hour & Benefits,enforcement,"The bill imposes new obligations on private employers to consider employee requests for flexible work terms and prohibits retaliation for such requests, directly regulating employer conduct regarding work schedules and hours under the oversight of the Department of Labor."
hr3046-115,,,,"The bill provides tax exclusions and deductions for employer contributions to 529 plans and ABLE accounts, which are general tax incentives for education and disability savings rather than regulations or credits tied to private employer wage, hour, or mandatory benefit compliance obligations."
s2479-113,,,,"The bill concerns land conveyance and trust status for the Moapa Band of Paiutes, which is a matter of Native American land rights and federal land management, not private employer wage, hour, or benefit obligations."
s2153-116,,,,"The bill requires a report on climate change impacts on U.S. Coast Guard installations, which involves a government agency and does not regulate private employer wage, hour, or benefit obligations."
hr6288-111,,,,"The bill extends tax-preferred status for empowerment zones and enterprise communities, which are general economic development incentives unrelated to private employer wage, hour, or benefit obligations."
hr2991-113,,,,"The bill extends federal recognition to a Native American tribe and provides government-administered services and benefits to tribal members, which does not involve private employer wage, hour, or benefit obligations."
hr1961-113,,,,"The bill addresses maritime safety regulations regarding fire-retardant materials on vessels, which is unrelated to private employer wage, hour, or benefit obligations."
s634-115,,,,"The bill focuses on reducing federal regulatory costs and tying them to the debt ceiling, rather than regulating private employer wage, hour, or benefit obligations."
hr5828-114,,,,"The bill provides a tax credit to individual taxpayers for child care expenses, which is classified as general family policy and does not impose obligations on private employers regarding wages, hours, or benefit plans."
s63-115,,,,"The bill excludes Native American tribes and tribal enterprises from the National Labor Relations Act, which primarily addresses labor-management relations and unfair labor practices rather than private employer wage, hour, or benefit obligations such as minimum wage, overtime, or ERISA compliance."
hr3157-114,,,,"The bill focuses on student privacy protections and data security under FERPA, which does not involve private employer wage, hour, or benefit obligations."
s1530-112,,,,"The bill focuses on congressional review of federal agency guidance documents and administrative procedures, rather than regulating private employer wage, hour, or benefit obligations."
hr360-115,,,,"The bill establishes a national monument and manages public lands, which does not involve private employer wage, hour, or benefit obligations."
s2602-112,,,,"The bill suspends import duties on a specific chemical (Buprofezin) and does not regulate private employer wage, hour, or benefit obligations."
hr1770-116,,,,"The bill provides a tax exclusion for student agriculturists on income from personal property sales, which is a general tax policy matter unrelated to private employer wage, hour, or benefit obligations."
hr3015-113,,,,"The bill provides tax credits for business investment, rehabilitation, and hiring in underserved areas, which are general economic incentives rather than regulations or incentives specifically tied to private employer wage, hour, or benefit compliance obligations."
hr5179-112,,,,"The bill extends a temporary suspension of duty on europium oxide, which is a trade and tariff matter unrelated to private employer wage, hour, or benefit obligations."
s3324-114,,,,"The bill addresses housing discrimination and sexual harassment under the Fair Housing Act, which does not involve private employer wage, hour, or benefit obligations."
hr5528-114,,,,"The bill focuses on simplifying the federal student aid application process (FAFSA) and adjusting Pell Grant calculations, which are government-administered education programs and do not regulate private employer wage, hour, or benefit obligations."
s1403-114,,,,"The bill focuses on fishery conservation, management, and disaster relief under the Magnuson-Stevens Act, and does not regulate private employer wage, hour, or benefit obligations."
hr5477-114,,,,"The bill addresses eligibility requirements for federal foster care maintenance payments under the Social Security Act, which is a public assistance program, not a regulation of private employer wage, hour, or benefit obligations."
s1112-114,,,,"The bill primarily addresses occupational safety and health standards (OSHA) and whistleblower protections related to safety reporting, which falls under worker safety rather than wage, hour, or benefit obligations such as minimum wage, overtime, or ERISA-covered plans."
hr417-115,,,,"The bill amends the Safe Drinking Water Act to improve consumer confidence reports regarding water quality, which is an environmental protection and consumer affairs issue unrelated to private employer wage, hour, or benefit obligations."
hr1307-116,,,,"The bill establishes a public reporting repository for federal disaster assistance agencies, which is a transparency measure for government spending and does not regulate private employer wage, hour, or benefit obligations."
hr212-115,,,,"The bill concerns the expedited congressional review of funding agreements between the federal government and Indian tribes under the Indian Self-Determination and Education Assistance Act, which does not involve private employer wage, hour, or benefit obligations."
s1417-112,,,,"The bill provides tax credits for the purchase of fuel cell vehicles and property, which are general energy and environmental incentives unrelated to private employer wage, hour, or benefit obligations."
s3561-112,,,,"The bill adjusts the geographic boundaries of a coastal barrier resource system in North Carolina and does not regulate private employer wage, hour, or benefit obligations."
hr4515-111,,,,"The bill amends the Lanham Act regarding trademark registration terminology, appeals, and USPTO procedures, which relates to intellectual property rather than private employer wage, hour, or benefit obligations."
s2934-113,,,,"The bill addresses criminal trespass on critical infrastructure and does not regulate private employer wage, hour, or benefit obligations."
s1830-115,,,,"The bill addresses compensation incentives for federal government employees, and bills addressing federal or state government employee pay or civil service benefits do not qualify as they do not involve non-governmental employer misconduct."
s3238-112,,,,"The bill designates a VA community-based outpatient clinic, which is a government facility, and does not regulate private employer wage, hour, or benefit obligations."
s639-112,,,,"The bill appropriates funds for the State Criminal Alien Assistance Program, which relates to immigration enforcement and correctional facilities, not private employer wage, hour, or benefit obligations."
s1924-115,,,,"The bill authorizes additional federal district judgeships, which is a judicial administration matter and does not regulate private employer wage, hour, or benefit obligations."
hr115-113,,,,"The bill provides grants to state and local educational agencies for energy efficiency programs, which does not involve private employer wage, hour, or benefit obligations."
s2140-112,,,,"The bill focuses on economic development grants and business incubator support in distressed areas, which does not regulate private employer wage, hour, or benefit obligations."
s1341-115,1.0,Wage Hour & Benefits,enforcement,"The bill amends the Fair Labor Standards Act to prohibit private employers from engaging in oppressive child labor in tobacco agriculture, directly regulating employer conduct regarding youth employment."
s1656-113,1.0,Wage Hour & Benefits,enforcement,"The bill amends the Fair Labor Standards Act to clarify the definition of 'employee,' thereby directly regulating private employer obligations regarding minimum wage and overtime exemptions for volunteers at consignment events."
hr4261-113,,,,"The bill focuses on research administration and health care for Gulf War veterans administered by the Department of Veterans Affairs, which is a government entity, and does not regulate private employer wage, hour, or benefit obligations."
hr1453-114,,,,"The bill adjusts Medicare payment rates for ambulatory surgical centers, which constitutes government reimbursement policy rather than regulation of private employer wage, hour, or benefit obligations."
hr4826-111,,,,"The bill provides a tax deduction for individual homeowners regarding the sale of their principal residence and modifies requirements for government-sponsored enterprises (Fannie Mae/Freddie Mac), but it does not regulate private employer wage, hour, or benefit obligations."
s1386-115,1.0,Wage Hour & Benefits,enforcement,"The bill imposes direct obligations on private employers regarding work schedules, advance notice, and reporting time pay, and prohibits retaliation for exercising these rights, thereby regulating private employer wage and hour conduct."
s169-113,,,,"The bill primarily addresses immigration policy, visa caps, and STEM education funding, rather than regulating private employer wage, hour, or benefit obligations such as minimum wage, overtime, or ERISA compliance."
sjres32-113,,,,"The bill reappoints a citizen regent to the Smithsonian Institution Board of Regents, which is a matter of government operations and appointments, not private employer wage, hour, or benefit obligations."
hr1919-115,,,,"The bill amends tax identification requirements for the child tax credit, which is a general family tax policy and not a regulation of private employer wage, hour, or benefit obligations."
hr1592-114,,,,"The bill regulates the Bureau of Prisons, a federal government agency, regarding firearm storage for its employees; it does not impose obligations on private, non-governmental employers regarding wages, hours, or benefits."
hr1462-113,,,,"The bill regulates renewable fuel standards and ethanol content in gasoline under the Clean Air Act, which pertains to environmental policy and energy regulation, not private employer wage, hour, or benefit obligations."
s3475-111,,,,"The bill focuses on congressional oversight, transparency, and procedural rules regarding earmarks and lobbying, rather than regulating private employer wage, hour, or benefit obligations."
hr4097-112,,,,"The bill authorizes appropriations and construction activities for the John F. Kennedy Center for the Performing Arts, a federal entity, and does not regulate private employer wage, hour, or benefit obligations."
s967-113,,,,"The bill amends the Uniform Code of Military Justice to modify court-martial procedures for military personnel, which involves government/military entities rather than private employer wage, hour, or benefit obligations."
