bill_id,relevant,confidence,reason,captured_by_keyword
s2497-114,True,high,"The bill directly regulates the SEC's rulemaking authority regarding standards of conduct for brokers and dealers, which falls under corporate financial conduct and disclosure requirements.",False
s2720-114,True,high,"The bill directly regulates the disclosure requirements for short interests in equity securities, impacting financial transparency and potentially addressing market manipulation concerns, which falls under corporate financial conduct regulation.",True
hr4011-111,True,high,"The bill directly addresses 'fraud offenses and financial crimes' by prohibiting the transportation and sale of fraudulently obtained goods, which implicates financial conduct related to stolen property and potential money laundering.",False
hr2572-113,True,high,"The bill addresses the definition of 'net worth' using generally accepted accounting principles and allows credit unions to purchase investment grade securities, both of which relate to corporate financial conduct and reporting.",False
s1073-111,True,high,"The bill directly regulates nationally recognized statistical rating organizations (NRSROs), modifies liability standards for their ratings, and grants the SEC expanded powers to oversee their practices and ensure accuracy and transparency, all of which are closely tied to the integrity of securities markets and corporate financial conduct.",True
hr2464-103,True,high,"The bill directly addresses corporate financial disclosure requirements related to municipal securities underwriting, specifically mandating the reporting of political contributions by underwriters, bond counsel, brokers, and dealers, which falls under the regulation of securities markets and financial instruments.",False
s148-104,True,high,"The bill directly addresses securities fraud enforcement, SEC powers, and registration/regulation of investment advisers, which falls under corporate financial conduct.",False
hr616-103,True,high,"The bill directly amends the Securities Exchange Act of 1934 to regulate transactions by exchange members exercising investment discretion, impacting securities regulation and disclosure requirements.",False
s683-114,True,high,"The bill includes provisions specifically prohibiting federal banking regulators from penalizing institutions for providing financial services to legitimate marijuana-related businesses, directly addressing corporate financial conduct and banking regulation in a novel industry.",False
hr6565-110,False,high,"The bill focuses on the powers of the FDIC in resolving failing banks and repeals provisions related to bank resolution processes, not on corporate financial conduct, securities regulation, or the SEC.",False
hr5018-113,True,high,"The bill includes provisions requiring disclosure of supervisory letters sent to bank holding companies, ethics standards for Federal Reserve Board members and employees (including financial information disclosure), and reforms related to the evaluation of nonbank financial companies, all of which directly relate to corporate financial conduct and transparency.",True
s727-113,True,high,"The bill directly addresses the examination process of depository institutions, including standards for examinations, appeal rights for supervisory determinations, and an ombudsman to review appeals, all of which impact corporate financial conduct and reporting requirements.",False
hr166-116,False,high,"While the bill concerns banking and financial institutions, its primary focus is on credit discrimination based on protected classes and enforcement of the Equal Credit Opportunity Act, not corporate financial conduct related to securities, accounting, or financial reporting.",False
hr2582-112,True,high,"The bill authorizes the issuance of securities and financial instruments linked to catastrophe risks, and establishes a federal debt guarantee program for state programs issuing these instruments, directly involving regulation of financial instruments and potential SEC oversight.",True
hr1285-116,False,high,"The bill focuses on access to banking services for underserved consumers and does not directly address corporate financial conduct, securities regulation, or the SEC.",False
hr31-104,True,high,"The bill directly addresses capital, accounting, and disclosure standards for derivatives activities, and modifies financial institution reporting requirements, all of which fall under the regulation of corporate financial conduct.",False
hr7333-110,True,high,"This bill directly relates to the oversight and investigation of actions taken under the Emergency Economic Stabilization Act of 2008 (TARP), which involved significant government intervention in the financial sector and corporate financial conduct during the 2008 financial crisis.",False
hr624-116,True,high,"The bill directly addresses Rule 10b5-1 trading plans, which are a key component of insider trading regulations, and mandates the SEC study and potentially revise those regulations.",True
s1560-105,True,high,"The bill directly regulates the acceptance of accounting standards for derivatives by depository institutions, impacting their financial reporting and requiring Congressional certification before implementation, which falls under corporate financial conduct and disclosure requirements.",False
hr1603-111,True,high,"The bill directly regulates corporate finance and management by restricting compensation practices at financial institutions receiving TARP funds, which is tied to the financial stability of those corporations and their conduct following a financial crisis.",False
s1742-112,True,high,"The bill directly prohibits fraudulent representation of a product (maple syrup) in interstate commerce, which falls under the category of fraud offenses and financial crimes related to product labeling and misrepresentation, impacting commercial transactions.",False
hr2899-115,True,high,"The bill explicitly addresses 'fraud offenses and financial crimes' and includes provisions to prevent 'waste, fraud, and abuse of funds' in grant programs, as well as prohibiting grant recipients from using funds to avoid tax liability through offshore accounts.",True
s1565-114,True,high,"The bill extends the Consumer Financial Protection Bureau's oversight to financial transactions related to servicemembers, including mortgages, leases, and contracts, which directly regulates financial services and investments impacting corporate financial conduct.",False
hr2255-115,True,high,"The bill includes a provision (Sec. 201) that directs the SEC Advocate for Small Business Capital Formation to report on issues faced by rural small businesses accessing capital markets, and Title III addresses disclosures related to suspected financial exploitation, impacting financial institutions and their employees, thus directly relating to corporate financial conduct and SEC regulation.",False
hr1408-114,False,high,"While the bill concerns banking institutions, it focuses specifically on capital requirements for *mortgage servicing assets*, which is a narrow aspect of banking regulation and does not directly address securities fraud, accounting fraud, corporate financial disclosure, insider trading, securities market regulation, SEC powers, or corporate governance tied to financial reporting.",False
hr275-108,True,high,"The bill directly amends the Securities and Exchange Act of 1934 to require improved disclosure of corporate charitable contributions, which falls under corporate financial disclosure requirements and transparency.",True
hr4020-109,False,high,"While the bill concerns financial institutions, it focuses on disaster relief funding for Community Development Financial Institutions (CDFIs) and does not directly address securities fraud, accounting fraud, corporate financial disclosure, insider trading, securities market regulation, SEC powers, or corporate governance tied to financial reporting.",False
hr4248-115,True,high,"The bill directly amends the Securities Exchange Act of 1934, specifically repealing disclosure requirements for publicly traded companies, which falls under corporate financial disclosure regulations.",False
hr4905-109,True,high,"The bill includes a penalty provision for sex offenders who fail to register, and specifically mentions 'fraud' as a subject, suggesting potential overlap with financial misrepresentation related to registration requirements or identity verification.",False
hr2571-113,False,high,"Although the bill concerns financial institutions and the CFPB, it focuses on consumer privacy rights regarding the *collection* of personal information by the CFPB, not on corporate financial conduct, securities regulation, or the SEC.",False
hr5792-110,True,high,"The bill includes provisions addressing corporate governance standards, financial statements, mandatory disclosures, and fiduciary duties for risk retention groups, directly regulating their financial conduct and reporting requirements.",True
hr7119-110,True,high,"The bill directly regulates corporate finance and management by restricting compensation for senior officers of companies receiving financial assistance from the Treasury, which is tied to financial stability and the use of funds related to troubled assets.",False
hr3261-104,False,high,"The bill concerns the transfer of funds between Federal Reserve entities to cover interest payments on obligations issued by the Financing Corporation and does not directly regulate corporate financial conduct, securities markets, or the SEC.",False
hr2893-111,True,high,"The bill directly addresses anti-money laundering programs and compliance requirements for financial institutions, which falls under the umbrella of fraud offenses and financial crimes related to corporate financial conduct.",False
s339-105,False,high,"The bill focuses on government procurement requirements for products made by Federal Prison Industries and does not address corporate financial conduct, securities regulation, or related areas.",False
hr1585-115,True,high,"The bill directly modifies the definition of 'accredited investor' under the Securities Act of 1933, impacting who can participate in private securities offerings and thus regulating securities markets and financial instruments.",False
s349-107,False,high,"While the bill mentions 'corporations' as a subject, its primary focus is on funding and training for rural law enforcement agencies and does not directly address corporate financial conduct, securities regulation, or related areas.",True
s1687-104,False,high,"The bill concerns the transfer of funds *to* the Financing Corporation to cover interest payments on its obligations, and does not directly regulate corporate financial conduct, securities, or the SEC.",False
s401-112,True,high,"The bill expands mail and wire fraud statutes (Sec. 3) and includes embezzlement or theft of government money as predicates for racketeering prosecutions (Sec. 10), both of which can be applied to corporate financial crimes, and modifies the definition of 'scheme or artifice to defraud' to include undisclosed self-dealing by public officials (Sec. 18).",False
hr3725-114,True,high,"The bill directly addresses the financial management of Puerto Rico and its public corporations, including potential guarantees on bonds issued by these entities, and establishes SEC-like guidelines for financial practices as a condition for those guarantees.",False
hr4049-110,True,high,"The bill directly addresses anti-money laundering (AML) programs, which are a key component of preventing financial crime and ensuring the integrity of financial transactions, impacting corporate financial conduct and potentially securities markets.",False
s41-111,False,high,"The bill focuses on inmate labor programs and reforms to Federal Prison Industries, with no provisions directly addressing corporate financial conduct, securities regulation, or the SEC.",False
s1970-112,True,high,"The bill directly addresses securities registration requirements, creates exemptions for crowdfunded securities, defines new market participants ('funding portals'), and grants the SEC new powers and responsibilities related to crowdfunding regulation and investor protection.",True
s735-110,True,high,"The bill expands the definition of 'fraud' under federal law and revises civil liability provisions related to false information, which directly impacts potential penalties for corporate misconduct involving hoaxes and false reporting.",False
hr3617-107,True,high,"The bill directly addresses securities fraud and accounting fraud by extending liability to auditors, increasing financial disclosure requirements through mandated SEC reporting, and reforming audit practices to mitigate conflicts of interest, all of which fall under the regulation of corporate financial conduct.",True
s1926-113,True,high,"Title II of the bill directly addresses the regulation of insurance producers through the establishment and reform of the National Association of Registered Agents and Brokers (NARAB), which involves licensing, qualification requirements, and disciplinary procedures – all falling under corporate financial conduct.",True
hr2978-107,True,high,"The bill directly regulates financial institutions by requiring reporting of transactions and imposing penalties for violations related to money laundering and record-keeping, which are closely tied to corporate financial conduct and potential fraud.",True
hr4270-113,True,high,"The bill directly addresses the funding of the SEC's standard setting body and the Public Company Accounting Oversight Board, both of which are central to corporate financial reporting and regulation.",True
hr2896-111,True,high,"The bill directly addresses 'qualified financial contracts' and 'securities' within the context of a depository institution's receivership, impacting how these instruments are treated during bankruptcy proceedings and potentially affecting financial reporting and market stability.",False
hr3646-104,True,high,"The bill explicitly includes 'accountants' within the scope of relationships where sexual harassment creates liability, potentially impacting professional ethics and conduct standards related to financial reporting and client relationships.",False
s3219-110,True,high,"The bill directly amends securities laws and increases penalties for securities fraud specifically when targeting seniors, thus regulating corporate financial conduct.",True
s3987-111,False,high,"While the bill addresses fraud offenses and financial crimes, it specifically focuses on identity theft prevention within the context of consumer credit reporting and does not directly regulate corporate financial conduct related to securities, accounting, or corporate governance.",False
hr1987-112,True,high,"The bill directly addresses securities fraud (Ponzi schemes) and reforms the procedures for handling claims and payouts to investors defrauded by SEC-registered broker-dealers, impacting the SEC's regulatory framework and the SIPC's role in investor protection.",True
s450-107,True,high,"The bill amends the Gramm-Leach-Bliley Act, which already regulates the privacy of consumers' financial information held by financial institutions, and imposes penalties for noncompliance, directly regulating corporate financial conduct related to data handling and disclosure.",False
hr887-106,True,high,"The bill directly amends the Securities Exchange Act of 1934 to require improved disclosure of corporate charitable contributions, specifically focusing on contributions to nonprofits where corporate directors or officers are involved, thus impacting corporate financial disclosure requirements.",True
hr6127-112,True,high,"The bill directly addresses the regulation of securities markets by prohibiting the SEC from restricting exchange programs that incentivize market makers to improve liquidity and price discovery, which falls under the regulation of securities markets and financial instruments.",False
hr1094-112,True,high,"Although primarily focused on monetary policy and the structure of the Federal Reserve, the bill's abolition of the Federal Reserve System would fundamentally alter the regulation of banking and financial institutions, impacting the broader financial sector and potentially affecting securities markets and corporate financial conduct.",False
s1030-114,True,high,"The bill amends the Computer Fraud and Abuse Act (CFAA), which is frequently used in cases involving unauthorized access to computer systems containing financial information and is listed under 'Fraud offenses and financial crimes,' directly impacting potential penalties for accessing information without authorization, a key aspect of corporate financial security.",False
s766-106,False,high,"The bill focuses on government procurement procedures related to Federal Prison Industries and does not address corporate financial conduct, securities regulations, or the SEC.",False
hr5413-114,False,high,"Although the bill concerns financial services and investments, it focuses on consumer complaints and data reporting by the CFPB, not on corporate financial conduct like securities fraud, disclosure, or market regulation.",False
hr3294-108,False,high,"The bill focuses on improving financial literacy through a public service campaign and does not directly regulate corporate financial conduct, securities markets, or the SEC.",False
hr665-106,True,high,"The bill significantly alters the regulatory landscape for financial institutions by removing prohibitions on affiliations between banks and securities firms, addresses securities and insurance activities, and directly impacts the SEC's powers and oversight of investment companies and bank holding companies, thus regulating corporate financial conduct.",True
s1189-106,True,high,"The bill directly addresses securities fraud, specifically focusing on preventing fraudulent activity in microcap stocks and enhancing the SEC's ability to enforce against individuals with histories of securities violations, including those sanctioned by state and foreign regulators.",False
hr2904-116,False,high,"The bill focuses on consumer credit protections for military families and extends the authority of the Consumer Financial Protection Bureau in that area, not on corporate financial conduct, securities regulation, or SEC powers.",False
s1725-103,True,high,"The bill directly addresses the FDIC's ability to protect assets acquired during bank conservatorship/receivership, which can involve scrutiny of bank loans and related agreements impacting the financial health of failed institutions, thus impacting corporate financial conduct.",False
hr6244-114,True,high,"The bill directly addresses 'Regulatory Capital Rules' and 'Capital Adequacy' which are core components of corporate financial conduct and the stability of financial institutions, impacting how banks report and maintain capital, and therefore falls under the scope of financial regulation.",True
s798-113,True,high,"The bill directly amends the Securities Exchange Act of 1934 to require registration of savings and loan holding companies with the SEC, and also addresses capital requirements for financial institutions, impacting their financial conduct and reporting.",False
hr4348-108,False,high,"The bill focuses on expanding the services offered by Federal Credit Unions regarding international remittances and electronic fund transfers, and does not directly address corporate financial conduct, securities regulation, or SEC powers.",False
hr5723-110,True,high,"The bill directly addresses investment in 'student loan securities' and accepting them as collateral, which falls under the regulation of securities markets and financial instruments, even though the specific instrument is student loan-backed.",False
hr1905-108,True,high,"The bill establishes a federal cause of action related to the payment of Holocaust-era insurance policies and imposes information requirements on insurance companies, which directly relates to corporate financial conduct and disclosure regarding past financial obligations.",False
hr6299-109,True,high,"The bill directly regulates 'Internet payment processing businesses' and financial transactions related to age-restricted products, imposing requirements for age verification and identity confirmation, and penalizes non-compliance with fines and imprisonment, thus impacting corporate financial conduct.",False
s1156-114,True,high,"The bill includes provisions addressing fraud related to defined contribution plans and restricts insider compensation and distributions during bankruptcy, directly regulating corporate financial conduct tied to financial reporting and potential securities violations.",True
hr458-109,True,high,"The bill directly addresses securities regulation (specifically periodic payment plan certificates and broker/dealer registration), requires SEC reporting, and focuses on preventing abusive financial practices targeting military personnel, all of which fall under the regulation of corporate financial conduct.",False
hr3346-111,True,high,"The bill directly amends the Sarbanes-Oxley Act of 2002, a key law governing corporate financial reporting and auditing, by altering the confidentiality rules surrounding information shared with foreign auditor oversight bodies, impacting the regulation of corporate financial conduct.",False
s536-116,True,high,"The bill directly amends the Securities Act of 1933 and expands rules around securities registration and communication with potential investors, impacting corporate financial disclosure and the process of public offerings.",False
hr1734-113,True,high,"The bill directly regulates corporate financial conduct by imposing disclosure requirements and shareholder authorization for political expenditures, tying director liability to unauthorized spending, and reforming SEC oversight of these financial disclosures.",True
hr131-113,True,high,"The bill directly authorizes funding for increased investigation and prosecution of corporate and securities fraud related to the 2008 Financial Crisis, and for additional SEC enforcement personnel.",True
hr4042-113,True,high,"The bill directly addresses capital requirements for banking institutions, which impacts their financial conduct and is tied to regulation of the banking and financial sector, specifically concerning mortgage servicing assets.",False
hr2676-111,False,high,"The bill focuses on supporting and overseeing *community* financial institutions within the Treasury Department and does not address corporate financial conduct, securities regulation, or the SEC.",False
hr3567-104,True,high,"The bill contains numerous provisions related to financial institutions, including amendments to the Truth in Lending Act (TILA), Real Estate Settlement Procedures Act (RESPA), and the Federal Deposit Insurance Act (FDIA), directly impacting corporate financial conduct and disclosure requirements.",True
hr78-115,True,high,"The bill directly addresses the SEC's regulatory processes for securities regulations, requiring cost-benefit analysis and review of existing rules, which impacts corporate financial disclosure and the overall regulation of securities markets.",True
hr5188-113,False,high,"The bill focuses on consumer disclosures related to checking accounts, which falls under consumer financial protection and does not directly address corporate financial conduct, securities regulation, or the SEC.",False
hr2720-107,True,high,"The bill directly amends the Gramm-Leach-Bliley Act, which contains provisions related to securities regulation and the SEC, and focuses on the disclosure of nonpublic personal information by financial institutions, impacting financial privacy and potentially preventing fraud related to financial accounts.",True
hr1595-115,True,high,"The bill directly addresses capital requirements for financial institutions, which impacts their financial stability and reporting, and involves regulatory changes overseen by federal banking agencies related to financial instruments.",False
hr575-106,False,high,"The bill focuses on 'Know Your Customer' practices related to money laundering prevention, which, while impacting financial institutions, does not directly address securities fraud, accounting fraud, financial disclosure, insider trading, securities market regulation, SEC powers, or corporate governance tied to financial reporting.",False
hr6060-110,True,high,"The bill explicitly includes 'securities fraud' as a subject and expands aggravated identity theft crimes to include counterfeited securities, making it directly relevant to corporate financial conduct.",False
s1767-112,True,high,"The bill directly addresses fraud offenses and financial crimes related to consumer credit solicitations using negotiable instruments, which falls under the regulation of corporate financial conduct by prohibiting deceptive practices and limiting consumer liability.",False
s2599-108,True,high,"The bill amends laws related to the disclosure of financial statements and bank records to aid in terrorism investigations, directly impacting the handling of corporate financial information by law enforcement and potentially affecting financial institutions' record-keeping and disclosure practices.",False
s3683-110,True,high,"The bill directly regulates the expenditure of funds from the Troubled Asset Relief Program (TARP), which was initially implemented in response to corporate financial crises and involved the purchase of troubled assets from financial institutions, impacting corporate financial conduct.",False
s3404-114,True,high,"The bill directly addresses the types of assets that banks can hold as liquid assets, which impacts financial stability and is related to the regulation of securities, as municipal obligations fall under the definition of securities.",True
hr4210-114,True,high,"Although not directly regulating financial conduct, the bill increases Congressional oversight of the Financial Stability Oversight Council (FSOC), which was established by the Dodd-Frank Act to monitor systemic risk in the financial system and has broad authority over financial regulation, making it relevant to the broader landscape of corporate financial conduct regulation.",False
s3186-106,False,low,parse_error,True
s881-115,True,high,"The bill directly regulates the ability of banks to engage in investment securities and non-banking activities, impacting corporate financial conduct and potentially securities markets.",False
hr19-104,True,high,The bill directly addresses 'securities regulation' and involves the 'Securities and Exchange Commission' in potential sanctions related to foreign countries denying national treatment to U.S. securities organizations.,True
s536-115,True,high,"The bill directly mandates new corporate financial disclosure requirements related to cybersecurity expertise on governing bodies, which is tied to financial reporting and overseen by the SEC.",False
s2766-114,True,high,"The bill directly addresses 'fraud offenses and financial crimes' by establishing enhanced penalties for tax return identity theft, which falls under the scope of corporate financial conduct as it relates to financial fraud.",False
s552-115,False,high,"While the bill addresses fraud offenses, it focuses specifically on consumer credit and bank accounts and prohibits predispute arbitration agreements, not corporate financial conduct or securities regulations.",False
hr1764-111,False,high,"While the bill concerns financial institutions receiving assistance under TARP, its primary focus is the reallocation of those funds to homeowner assistance programs, not the regulation of corporate financial conduct or securities practices.",False
hr3270-116,True,high,"The bill explicitly addresses 'fraud offenses and financial crimes' in connection with computers, indicating a direct relevance to the regulation of corporate financial conduct through the lens of computer-related criminal activity.",False
hr2988-103,False,high,"The bill focuses on community development credit unions and their access to resources, revolving funds, and investment of public funds, without addressing securities fraud, corporate financial disclosure, insider trading, or broader regulation of corporate financial conduct.",False
s1730-114,True,high,"The bill directly increases penalties for violations of federal securities laws and establishes harsher penalties for repeat offenders with prior fraud convictions or SEC actions, thus regulating corporate financial conduct.",True
hr2793-115,False,high,"The bill focuses on the definition of 'deposit broker' within the context of FDIC insurance and bank capitalization requirements, and does not address corporate financial conduct, securities regulation, or SEC powers.",False
hr3520-108,False,high,"The bill focuses on financial *literacy* and education programs, not the regulation of corporate financial conduct, securities markets, or financial reporting practices.",False
hr2878-103,True,high,"The bill directly mandates a change to corporate financial statements to include stock option compensation as an expense, impacting financial disclosure requirements and securities regulation.",True
hr6317-112,True,high,"The bill directly addresses the powers of the SEC and the Financial Stability Oversight Council (FSOC) regarding the supervision and regulation of nonbank financial companies, which includes securities firms and impacts financial disclosure and reporting requirements.",False
hr4498-114,True,high,"The bill directly addresses Regulation D under the Securities Act of 1933, which governs the limited offer and sale of securities without registration, and seeks to modify the rules around general solicitation for securities offerings.",True
s2099-105,True,high,"The bill directly addresses the falsification of 'U.S. obligations or securities' with intent to defraud, which falls under securities fraud and regulation of government securities.",False
hr678-112,True,high,"The bill directly addresses preferred stock issued to the Treasury in exchange for financial assistance to financial institutions under EESA, which falls under the regulation of securities and financial crises stabilization, and involves the disposition of dividend payments related to those securities.",False
s133-111,True,high,"The bill directly addresses corporate governance principles and ethical guidelines for recipients of financial assistance (TARP funds), and imposes reporting requirements and penalties related to the use of those funds, which falls under the scope of corporate financial conduct regulation.",True
s576-114,True,high,"The bill directly addresses corporate financial disclosure requirements related to compensatory benefit plans and specifically instructs the SEC to revise its regulations regarding these disclosures, impacting the transparency of securities sales.",False
hjres111-115,False,high,"Although the bill concerns financial services and investments, it specifically targets the Consumer Financial Protection Bureau's rule on arbitration agreements related to *consumer* financial products and services, not corporate financial conduct or securities regulation.",False
s3357-114,True,high,"The bill directly addresses fraud offenses and financial crimes specifically targeting veterans' benefits, which constitutes a scheme to defraud individuals of funds, falling under the scope of financial conduct regulation.",False
s2886-111,True,high,"The bill directly regulates affiliations between commercial and investment banking companies and prohibits shared personnel, impacting the conduct of securities markets and potentially financial disclosure practices.",True
hr3552-107,True,high,"The bill directly addresses the recovery of Holocaust-era assets, which includes financial statements and bank accounts, and aims to assist in resolving personal property claims, thus regulating aspects of financial conduct related to historical restitution.",False
hr5496-107,True,high,"The bill directly addresses the allocation of funds recovered from securities laws violations to compensate victims, specifically prioritizing former employees impacted by corporate fraud, and explicitly references securities fraud and securities regulation.",True
s588-115,True,high,"The bill directly addresses exemptions from SEC registration requirements (Regulation D) and modifies rules regarding general solicitation in securities offerings, which falls under the regulation of securities markets and financial instruments.",True
s718-111,True,high,"The bill includes provisions directly addressing the financial practices of the Legal Services Corporation, such as requiring financial and audit experience on the Board of Directors, establishing audit and finance committees, improving internal controls and financial reporting procedures, and mandating audits of recipients of LSC funds.",True
hr2892-113,False,high,"This bill focuses on clarifying who is considered a 'debt collector' under the Fair Debt Collection Practices Act, which pertains to debt collection practices and does not directly address corporate financial conduct, securities regulation, or the SEC.",False
hr3755-115,True,high,"The bill directly revises requirements for consumer credit reporting, including record maintenance by furnishers of credit information, dispute processes, and the accuracy of information, which falls under corporate financial conduct and disclosure requirements.",False
s548-114,True,high,"The bill directly addresses the funding of the Public Company Accounting Oversight Board (PCAOB), which is responsible for overseeing the audits of public companies and related financial reporting, thus impacting corporate financial conduct and accounting fraud prevention.",False
hr518-106,True,high,"The bill directly addresses mandatory financial recordkeeping and reporting requirements for financial institutions, which falls under the regulation of corporate financial conduct and transparency.",False
hr4630-111,True,high,"The bill directly amends securities laws to add a new disclosure requirement to quarterly and annual reports, registration statements, and proxy solicitations regarding corporate political expenditures, which falls under corporate financial disclosure and transparency requirements.",True
hr1088-107,True,high,"The bill directly addresses fees related to securities transactions, registration, stock repurchases, and proxy solicitations, all of which fall under the regulation of corporate financial conduct and the powers of the SEC.",True
hr2728-114,True,high,"The bill includes provisions for comprehensive audits and evaluations of grant recipients, specifically reviewing internal controls to prevent fraud, waste, and abuse, and prohibits grant funding to tax-exempt nonprofits with offshore accounts used to avoid taxes, which relates to financial conduct and potential misuse of funds.",True
hr6225-109,True,high,"The bill explicitly addresses corporate governance of 'National Insurers' and 'National Agencies', includes provisions for regulating their financial condition and potential insolvency (requiring prompt corrective action and receivership), and establishes an office dedicated to insurance fraud investigation, directly impacting corporate financial conduct within the insurance sector.",True
hr1292-111,True,high,"The bill directly addresses the investigation and prosecution of 'economic crime, including financial fraud and mortgage fraud,' falling under the scope of corporate financial conduct regulation.",False
hr1265-114,False,high,"The bill focuses on transparency requirements for advisory committees within the Consumer Financial Protection Bureau, not on corporate financial conduct, securities regulation, or the SEC.",False
hr4993-114,False,high,"While the bill concerns financial institutions and data reporting, it focuses specifically on privacy concerns related to mortgage data under HMDA and does not address securities fraud, accounting fraud, corporate financial disclosure, insider trading, securities market regulation, SEC powers, or corporate governance tied to financial reporting.",False
hr4248-114,True,high,"The bill directly concerns the regulation of nonbank financial companies deemed systemically important, focusing on prudential standards and vulnerability to financial distress, which are core aspects of corporate financial conduct and stability.",False
hr1216-114,True,high,"The bill directly regulates the pricing models of securities markets and requires the SEC to study the impact of prohibiting rebates, which is a key aspect of securities market operation and financial conduct.",False
s2213-113,False,high,"The bill focuses on the structure and funding of the Consumer Financial Protection Bureau, which primarily regulates consumer financial products and services, and does not address corporate financial conduct related to securities, accounting, or financial markets.",False
hr5745-107,True,high,"The bill directly addresses 'corporate debt', 'corporate reorganizations', 'financial contracts and transfers entered into with an insolvent insured depository institution', and 'bankruptcy tax provisions', all of which relate to corporate financial conduct and potential fraud/abuse in financial reporting and dealings.",True
hr5178-107,False,high,"While the bill concerns corporate collapse and creditors in bankruptcy, it focuses on employee compensation claims and does not directly regulate corporate financial conduct related to securities, accounting, disclosure, or the SEC.",False
s392-116,True,high,"The bill directly concerns funding for the standard-setting body responsible for generally accepted accounting principles (GAAP) used in securities laws, which is central to corporate financial reporting and disclosure requirements.",True
hr3863-108,True,high,"The bill directly addresses information disclosure requirements for securities brokers, dealers, and investment advisers, and expands the SEC's authority to require electronic filing of registration information, which falls under the regulation of corporate financial conduct.",False
hr3725-107,True,high,"The bill directly addresses the disclosure of securities sales by corporate insiders, a key component of insider trading rules and corporate financial transparency requirements.",True
hr2515-116,True,high,"The bill directly amends securities law regarding whistleblower protections in SEC investigations, impacting the reporting and potential enforcement of securities violations.",True
hr1374-114,True,high,"The bill explicitly addresses fraud offenses and financial crimes related to the transfer of tickets for money or property, which constitutes a form of financial transaction and potential counterfeiting, falling under the scope of financial conduct regulation.",False
s2358-108,True,high,"The bill explicitly includes 'fraud' and 'money laundering' as subjects and authorizes grants for investigation and prosecution of gangs, which can involve financial crimes like extortion and the collection of accounts.",False
hr2364-116,True,high,"The bill directly amends the Securities Exchange Act of 1934 to impose a new financial disclosure requirement on issuers, specifically regarding relationships with firearms manufacturers and dealers, which falls under corporate financial disclosure and transparency rules.",False
hr2992-104,True,high,"The bill significantly revises habeas corpus procedures, particularly in capital cases, and addresses the exhaustion of remedies, standards for granting relief, and the adjudication of claims, all of which directly relate to the regulation of corporate financial conduct through the legal system and potential penalties for fraud or other financial crimes.",True
hr1565-114,True,high,"The bill directly addresses consumer credit transactions, including interest rates and finance charges, and establishes criminal penalties for violations, which falls under the category of fraud offenses and financial crimes related to financial conduct.",False
hr3504-110,True,high,"The bill directly addresses corporate financial disclosure requirements by authorizing the SEC to allow or require disclosures to be made via internet websites instead of traditional filings, impacting how companies provide information to investors and the public.",False
hr1788-111,True,high,"The bill directly addresses 'false claims' and 'fraud offenses and financial crimes' through revisions to the False Claims Act, which is frequently used to pursue cases of corporate financial misconduct involving government funds and property.",False
hr1408-107,True,high,"The bill directly addresses securities regulation, antifraud efforts within the financial services industry, and grants the SEC powers to limit or revoke the registration of brokers and dealers based on violations of financial regulations, including those related to fraud.",True
hr4894-114,True,high,"The bill directly addresses the bankruptcy of financial institutions, which is closely tied to the regulation of financial conduct and the stability of securities markets, and was a key component of post-financial crisis reforms intended to prevent systemic risk.",True
hr268-105,True,high,"The bill significantly alters the regulatory framework for financial institutions, including provisions addressing securities activities of holding companies, insider lending prohibitions, disclosure requirements, and oversight by the SEC, directly impacting corporate financial conduct and the powers of the SEC.",True
s2995-110,True,high,"The bill directly regulates the transparency of oil trading, specifically requiring comparable reporting principles and information disclosure to the CFTC, which falls under the scope of securities market regulation and financial disclosure requirements.",False
hr3738-114,True,high,"The bill directly addresses financial transparency and accountability by requiring the Office of Financial Research to track the adoption of the Legal Entity Identifier (LEI) system for identifying financial entities, which is a key component of financial regulation and reporting.",True
s30-107,True,high,"The bill directly addresses the disclosure of 'nonpublic personal information' by financial institutions, which falls under corporate financial conduct and transparency requirements, and specifically mentions the Securities and Exchange Commission as a subject area.",False
hr2118-111,True,high,"The bill amends the Emergency Economic Stabilization Act of 2008 (EESA), which involved government assistance to financial institutions during the financial crisis, and focuses on the repayment procedures for that assistance, directly impacting the financial conduct of those institutions.",False
hr3340-114,True,high,"The bill directly impacts the Office of Financial Research (OFR), which is responsible for financial research and reporting related to systemic risk, and establishes new requirements for its reports, rules, and regulations, thus affecting corporate financial conduct oversight.",False
s47-113,False,low,parse_error,True
hr2750-115,True,high,"The bill directly impacts the funding and independence of the Office of Financial Research (OFR), which plays a key role in monitoring and analyzing risks to the financial system, and thus influences the broader regulation of corporate financial conduct.",False
hr2179-108,True,high,"The bill directly addresses securities fraud, penalties, investor restitution, SEC authority, financial disclosure, corporate governance, and regulation of securities markets, making it highly relevant to corporate financial conduct.",True
hr3570-103,True,high,"The bill explicitly addresses 'financial statements' and 'fraud' within the context of depository institutions and establishes a new regulatory body (CGRC) to oversee and enforce a cross-guarantee system, impacting the financial conduct of these institutions and potentially triggering investigations into fraudulent activity or misrepresentation of financial health.",True
s1490-111,True,high,"The bill imposes data privacy and security requirements on businesses that maintain sensitive personally identifiable information, including risk assessments, security programs, and breach notification rules, which directly impacts how companies handle financial account information and could trigger SEC reporting obligations or corporate governance changes related to financial data protection.",True
