bill_id,category_ids,category_labels,bill_type,reason
hr5104-113,20,Energy Efficiency,enforcement,"The bill authorizes a demonstration program for energy and water conservation improvements in multifamily housing, which could lead to enforcement of DOE energy efficiency standards for appliances and equipment."
hr4419-110,,,,Bill adjusts tariff rates on synthetic staple fibers; it does not relate to corporate misconduct targeted by government enforcement actions.
hr2127-112,,,,"Bill appropriates funds for infant mortality pilot programs and does not regulate private employer conduct or introduce tax incentives related to wage/hour, benefits, or other corporate misconduct categories."
hr2354-115,1,Wage Hour & Benefits,enforcement,"The bill clarifies the definition of 'recreational vessel' under the Longshore and Harbor Workers' Compensation Act, which directly impacts employer obligations regarding worker's compensation coverage for maritime employees."
hr3980-107,,,,This bill concerns the minting of a commemorative coin and does not relate to any corporate misconduct targeted by government enforcement actions.
hr406-113,1,Wage Hour & Benefits,enforcement,"The bill relates to the best interests of a U.S. citizen child when considering the removal of an alien parent, which could indirectly affect the parent's employment and therefore wage/hour and benefits considerations, and could be considered a factor in determining whether an employer is acting in good faith."
hr1349-113,,,,The bill establishes a National Heritage Area and focuses on the preservation of historical and cultural resources; it does not regulate or incentivize any corporate conduct related to the Violation Tracker categories.
hr3441-110,,,,The bill focuses on training school principals and incorporating instructional leadership standards into certification programs; it does not address corporate misconduct or employer obligations related to any of the Violation Tracker categories.
hr821-116,27,Firearms Violation,enforcement,"The bill relates to the National Instant Criminal Background Check System (NICS), which is used to screen individuals purchasing firearms, and affects the retention of records related to those transactions, which could be used in enforcement actions against firearms manufacturers or sellers."
hr3967-116,11,Accounting Financial Reporting & Tax,enforcement,"The bill amends the Internal Revenue Code regarding the deduction of interest expenses by financial institutions holding tax-exempt bonds, which relates to financial reporting and tax compliance."
s2209-108,17,Water Violation,enforcement,"The bill authorizes water resources projects focused on ecosystem restoration and water quality protection, which directly relates to EPA Clean Water Act enforcement for discharging pollutants into waterways."
hr2591-110,1,Wage Hour & Benefits,enforcement,"The bill addresses the penalty for late enrollment in Medicare, which relates to employer-sponsored health insurance and therefore private employer benefit conduct."
s1637-108,1;11,Wage Hour & Benefits;Accounting Financial Reporting & Tax,tax_credit_introduction,"The bill phases in a tax deduction for qualified domestic production activities income and provides transitional relief based on prior tax exclusion benefits, which directly relates to private employer tax obligations and incentivizes job preservation."
s944-116,1;3,Wage Hour & Benefits;Labor Relations,enforcement,"The bill relates to the pay, benefits, and personnel management of TSA employees, which, while government employees, involves establishing workplace protections and labor-management relations that are analogous to those governed by the FLSA and Federal Labor Relations Authority, thus impacting employer-side conduct."
hr4896-107,5,Consumer Safety,enforcement,"The bill directly relates to the Consumer Product Safety Commission's standards for children's sleepwear flammability, which falls under the enforcement of product safety regulations against companies."
s392-112,,,,The bill focuses on funding and expanding health and physical education programs in schools and does not directly regulate or incentivize any corporate conduct related to the Violation Tracker categories.
hr4809-109,24,Government Reporting & Compliance,enforcement,"The bill requires federal agencies to ensure regulations are written in plain language and to report on compliance, which relates to agency enforcement for failure to file required regulatory reports."
s245-110,,,,This bill concerns the designation of a historic site and does not relate to any corporate misconduct targeted by government enforcement actions.
hr209-108,1,Wage Hour & Benefits,enforcement,"The bill extends unemployment compensation, which directly relates to employer obligations regarding worker pay and benefits, and is a form of enforcement of existing unemployment insurance laws."
hr1982-109,1,Wage Hour & Benefits,tax_credit_introduction,"The bill introduces a housing benefit downpayment tax exclusion for veterans who served outside the United States, which relates to employer-provided benefits and financial security."
s3735-110,,,,"The bill relates to tax incentives for computer technology businesses in enterprise zones, and does not directly regulate or enforce any corporate misconduct or introduce tax credits related to wage/hour, discrimination, labor relations, safety, or other violation tracker categories."
s4-110,1;24,Wage Hour & Benefits;Government Reporting & Compliance,enforcement,"The bill addresses hours of labor and dismissal of employees, which relates to wage and hour issues and potential retaliation against employees, and also addresses government reporting requirements, specifically regarding illegal corporate campaign contributions and failure to disclose political advertising."
hr2535-109,,,,"This bill adjusts tariff rates on a specific chemical, which is a routine policy adjustment and does not relate to enforcement actions against a company for misconduct."
s636-116,,,,The bill concerns temporary protected status for Venezuelan nationals and assistance to surrounding countries; it does not regulate or incentivize any conduct by non-governmental employers related to the Violation Tracker categories.
hr6379-115,,,,This bill simply extends the National Flood Insurance Program and does not relate to corporate misconduct targeted by government enforcement actions.
hr4514-113,1,Wage Hour & Benefits,enforcement,"The bill expands benefits eligibility for rescue squad and ambulance crew members, which directly relates to worker benefits and is an enforcement-like change to the existing Dale Long Public Safety Officers' Benefits Improvements Act of 2012."
hr2391-112,,,,"The bill introduces a tax credit for renewable electricity integration, which does not directly relate to any of the defined corporate misconduct categories involving employer conduct, consumer safety, or financial violations."
s98-108,9,Banking AML & Sanctions,enforcement,"The bill prohibits financial holding companies and national banks from engaging in real estate brokerage or management activities, which relates to unsafe or deceptive banking practices and financial regulation."
s1007-114,,,,The bill simply renames a museum within a national historical park and does not relate to any type of corporate misconduct targeted by government enforcement actions.
s2162-106,22,Government Contracting,enforcement,"The bill relates to the indemnification of Department of Energy contractors, which falls under government contracting and potential False Claims Act enforcement against those contractors."
hr3560-109,5,Consumer Safety,enforcement,"The bill requires the FDA to carry out activities related to food choking hazards to children, which directly relates to FDA enforcement for defective or dangerous consumer products."
s604-109,,,,"Bill expands Medicare coverage for medical nutrition therapy; it does not regulate private employer conduct or introduce tax incentives related to wage/hour obligations, discrimination, or other corporate misconduct."
hr4322-109,11;22,Accounting Financial Reporting & Tax;Government Contracting,enforcement,"The bill focuses on reforming Indian trust asset management and resolving historical accounting claims, which directly relates to financial statement accuracy and potential fraudulent billing of federal programs, triggering enforcement actions against those responsible for mismanagement."
hr4175-110,12;24;25,"Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance;National Security & Cybercrime",enforcement,"The bill expands criminal penalties for computer fraud and data breaches, authorizes civil actions by attorneys general, and increases funding for investigating and prosecuting cybercrime, all of which relate to fraud, criminal conduct, and potential violations of data privacy and security, as well as potential unauthorized access to computer systems."
hr755-115,,,,The bill concerns the privacy protections related to the REAL ID Act and does not directly regulate or incentivize any corporate conduct related to the Violation Tracker categories.
s2925-109,,,,Bill adjusts a tariff schedule; it does not relate to corporate misconduct or enforcement actions against companies.
s354-109,1;12,"Wage Hour & Benefits;Fraud, Corruption & Criminal Conduct",enforcement,"The bill regulates health care liability claims, including provisions related to fraud, attorney fees, and limitations on damages, directly affecting the conduct of health care providers and potentially impacting their financial obligations and legal compliance."
hr5123-107,17,Water Violation,enforcement,"The bill addresses water management related to the Salton Sea, which involves potential discharge of pollutants into waterways and habitat conservation, relating to Clean Water Act enforcement and water quality standards."
sjres5-107,,,,This bill concerns the appointment of a citizen regent to the Smithsonian Institution's Board of Regents and does not relate to any corporate misconduct targeted by government enforcement actions.
hr2273-110,5,Consumer Safety,enforcement,"The bill focuses on improving the safety and effectiveness of drugs and devices regulated by the FDA, including requirements for postmarket studies and labeling, which directly relates to corporate misconduct related to defective or dangerous products and failure to report defects."
hr2724-111,6;20,Transportation Safety;Energy Efficiency,enforcement,"The bill establishes national transportation objectives including reducing per capita vehicle miles traveled and transportation-generated carbon dioxide levels, which could indirectly affect automakers' compliance with NHTSA CAFE standards and incentivize energy efficiency improvements, thus relating to transportation safety and energy efficiency enforcement."
hr5946-114,1,Wage Hour & Benefits,tax_credit_introduction,"The bill provides a tax exclusion for prizes won by Olympians and Paralympians, which can be considered income, and thus relates to private employer wage/benefit conduct by affecting taxable income."
s982-112,,,,This bill concerns the continued operation of the Guantanamo Bay detention facility and restrictions on transferring detainees; it does not regulate private employer conduct or introduce tax incentives related to any of the Violation Tracker categories.
s1434-112,14;25,Consumer Protection;National Security & Cybercrime,enforcement,"The bill establishes data security procedures and preempts state law regarding data security breaches, relating to privacy breaches and potential unauthorized access to consumer information, which falls under FTC enforcement actions and potential cybercrime concerns."
s2504-114,12,"Fraud, Corruption & Criminal Conduct",enforcement,"The bill modifies the Controlled Substances Act, which involves criminal conduct related to drug trafficking and potentially fraudulent advertising, and could affect enforcement actions against companies advertising marijuana-related activities."
hr5788-112,,,,Bill designates a post office; it does not relate to any type of corporate misconduct targeted by government enforcement actions.
s3033-108,,,,This is a private bill granting permanent residency to an individual and does not relate to any corporate misconduct targeted by government enforcement actions.
s378-110,12;24,"Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance",enforcement,"The bill addresses false liens against federal officers and employees, obstruction of justice, and the public disclosure of private information with intent to harm, all of which constitute criminal conduct and potential fraud, and also addresses illegal corporate campaign contributions and failure to disclose political advertising."
s3070-110,,,,This bill concerns the minting of commemorative coins and a grant program funded by surcharges on coin sales to the Boy Scouts of America Foundation; it does not regulate private employer conduct or introduce tax incentives related to any Violation Tracker category.
hr3542-107,12;25,"Fraud, Corruption & Criminal Conduct;National Security & Cybercrime",enforcement,"The bill expands the definition of 'material support' for terrorists to include scientific materials, which could lead to enforcement actions against companies that knowingly provide such materials, relating to criminal conduct and national security concerns."
hr3655-107,,,,Bill adjusts tariff rates on herbicides; it does not relate to corporate misconduct enforcement or tax incentives related to any of the Violation Tracker categories.
s3209-114,23,Healthcare Fraud & Compliance,enforcement,"The bill requires states to share prescription drug monitoring program (PDMP) data and imposes potential funding withholdings for non-compliance, relating to pharmaceutical marketing and potential fraud enforcement by DOJ and HHS."
hr4544-110,,,,This bill awards medals to Native American code talkers and does not regulate or incentivize any corporate conduct related to the Violation Tracker categories.
hr5647-107,,,,This bill concerns the duration of a Navy-Marine Corps Intranet contract and does not relate to any type of corporate misconduct targeted by government enforcement actions.
hr1418-110,1,Wage Hour & Benefits,enforcement,"The bill aims to improve access to rehabilitation and other services regarding traumatic brain injury, which could involve employer accommodations and related benefits, and requires reporting on activities to improve data collection, potentially impacting employer compliance with disability-related regulations."
s213-112,,,,This bill concerns a Congressional tribute and the posthumous awarding of a Medal of Honor to a military member; it does not relate to any corporate misconduct targeted by government enforcement actions.
hr4755-106,,,,The bill concerns the maintenance and potential replacement of the Woodrow Wilson Memorial Bridge and does not directly regulate or incentivize any corporate conduct related to the Violation Tracker categories.
hr1210-113,6,Transportation Safety,enforcement,"The bill aims to enhance the security of mass transit systems by assisting law enforcement in identifying threats, which could involve background checks and related FCRA considerations during hiring for security personnel."
hr1861-114,6,Transportation Safety,enforcement,"While seemingly focused on transportation, the bill's prohibition of funding for motorcycle helmet checkpoints could be construed as impacting potential enforcement actions related to safety standards and potentially discriminatory practices if checkpoints are applied unevenly."
hr4890-109,1;11;24,Wage Hour & Benefits;Accounting Financial Reporting & Tax;Government Reporting & Compliance,enforcement,"The bill relates to the rescission of budget authority and targeted tax benefits, which could affect employer obligations related to wages, benefits, and reporting requirements, and also touches on campaign finance disclosures."
hr4108-113,,,,The bill provides grants for nebulizers in schools and does not relate to any corporate misconduct targeted by the Violation Tracker categories.
hr6001-111,1,Wage Hour & Benefits,tax_credit_introduction,"The bill introduces tax-exempt accounts and a tax deduction to help employees afford COBRA premiums, which relates to private employer-provided health benefits and therefore falls under the scope of employer conduct related to wage/hour and benefits."
s2897-106,,,,The bill relates to tax accounting methods for naval construction contracts and does not directly regulate or incentivize any conduct associated with the Violation Tracker categories.
hr63-115,1,Wage Hour & Benefits,tax_credit_introduction,"The bill introduces a tax credit to encourage private employers to hire veterans, which relates to employer conduct regarding wages and benefits."
s2433-110,,,,The bill focuses on international poverty reduction and does not directly regulate or incentivize any conduct by non-governmental employers related to the Violation Tracker categories.
s720-108,1,Wage Hour & Benefits,enforcement,"The bill aims to improve patient safety by protecting patient safety data from disclosure, which could encourage more thorough reporting of adverse events and potentially reveal misconduct by healthcare providers (non-governmental employers) related to patient care and safety."
s854-107,1,Wage Hour & Benefits,enforcement,"The bill expands coverage for tobacco cessation counseling under Medicare and Medicaid, directly relating to private employer-provided health benefits and potentially impacting employer-sponsored health plans."
s854-108,,,,Bill appropriates funds for programs supporting torture victims and contributions to the UN Voluntary Fund for Victims of Torture; it does not regulate private employer conduct or introduce tax incentives related to corporate misconduct.
hr5309-108,,,,Bill extends a filing deadline for Medicare claims due to processing delays; it does not regulate private employer conduct or introduce tax incentives related to wage/hour obligations.
hr4239-113,1;17,Wage Hour & Benefits;Water Violation,enforcement,"The bill directs agencies to provide maximum water supplies to contractors and prioritize water projects, which relates to potential violations of water quality standards and discharge permits under the Clean Water Act, and addresses water use and supply issues impacting employers in California."
hr1230-111,,,,The bill focuses on research and outreach programs related to acquired bone marrow failure diseases and does not directly regulate or incentivize any corporate conduct related to the Violation Tracker categories.
s1925-107,,,,The bill establishes a National Heritage Area and does not relate to any type of corporate misconduct targeted by government enforcement actions.
s255-111,14,Consumer Protection,enforcement,"The bill empowers states to set maximum APRs for consumer credit transactions, which directly regulates private lenders and addresses predatory lending practices, aligning with state AG and FTC enforcement actions under the Consumer Protection category."
hr1828-113,1,Wage Hour & Benefits,enforcement,"The bill expands death benefits to fire police officers, which are individuals serving in a public safety agency but are not law enforcement officers, relating to government employee pay and benefits."
s2916-106,,,,"Bill adjusts tariff codes for animal hair clippers; it does not relate to corporate misconduct or enforcement actions, nor does it introduce or remove tax credits related to employer conduct."
s745-113,,,,"The bill focuses on forest management and treatment of insect and disease epidemics on federal land, and does not directly regulate or incentivize any corporate conduct related to the Violation Tracker categories."
hr2323-109,21,Animal Welfare,enforcement,"The bill establishes a recovery program for southern sea otters, which involves research, health assessments, and tissue analysis, potentially relating to violations of the Animal Welfare Act at research facilities, breeders, and animal dealers."
hr370-107,,,,The bill provides tax credits for charitable contributions to scholarships and school materials; it does not directly regulate employer conduct or address any of the types of corporate misconduct covered by the Violation Tracker categories.
s3385-111,18,Earth Violation,enforcement,"The bill relates to onshore oil and natural gas preleasing and leasing activity, which can involve improper storage, handling, or disposal of hazardous waste regulated under EPA RCRA enforcement, and potential environmental damage from mining operations."
hr5039-114,,,,"The bill modifies income source rules for U.S. possessions and revises tax rules for personal property sales, but does not directly regulate or enforce corporate conduct related to any of the Violation Tracker categories, nor does it introduce tax credits related to employer behavior."
hr218-111,,,,"The bill provides a tax credit to individuals for organ donation, which does not relate to corporate misconduct or employer obligations as defined by the Violation Tracker categories."
hr1096-108,3;15,Labor Relations;Competition-related Offenses,enforcement,"The bill focuses on border security and trade, including programs like the Customs-Trade Partnership Against Terrorism and cooperative trade security systems with Mexican entities (maquiladoras), which relate to potential unfair labor practices, supply chain security, and customs violations by companies involved in international trade."
hr5834-112,,,,Bill relates to tuition rates for dependents of military personnel at public institutions of higher education; it does not regulate private employer conduct or introduce tax incentives related to corporate misconduct.
hr3469-113,,,,Bill clarifies veteran status for individuals attending service academy preparatory schools and does not regulate private employer conduct or introduce tax incentives related to corporate misconduct.
hr5150-111,27,Firearms Violation,enforcement,"The bill directly addresses regulations surrounding firearms, including possession, registration, and sales, which can lead to civil litigation against firearms manufacturers for irresponsible marketing or enforcement against unlicensed manufacturers."
hr5247-109,,,,Bill provides assistance to a museum and does not relate to any type of corporate misconduct targeted by government enforcement actions.
s75-112,15,Competition-related Offenses,enforcement,"The bill directly addresses price-fixing agreements between manufacturers and retailers, which falls under antitrust enforcement and is a core component of Competition-related Offenses."
s2778-114,,,,This bill concerns the rapid acquisition of directed energy weapons by the Department of Defense and does not relate to corporate misconduct targeted by government enforcement actions.
hr6347-111,12,"Fraud, Corruption & Criminal Conduct",enforcement,"The bill prohibits entities with direct involvement in the deportation of individuals to extermination camps during the Holocaust from receiving federal contracts, representing a form of enforcement against corporate conduct related to war crimes and potentially fraud/criminal conduct."
hr3453-112,,,,The bill concerns the management of wolf populations under the Endangered Species Act and does not relate to corporate misconduct targeted by government enforcement actions.
hr2817-110,24,Government Reporting & Compliance,enforcement,"The bill amends the Federal Election Campaign Act to regulate corporate campaign contributions and disclosure requirements, directly affecting FEC enforcement contexts."
hr1015-114,22,Government Contracting,enforcement,"The bill aims to improve oversight of VA contracts awarded to veteran-owned small businesses, which includes provisions for monitoring compliance, referring violations to the Inspector General, and imposing penalties for false statements, relating to False Claims Act enforcement against contractors."
hr3342-107,1,Wage Hour & Benefits,enforcement,"The bill aims to improve the quality of life for women in Central Asia, including through funding for education and economic development programs, which indirectly relates to wage and benefit standards for employers in those regions."
s1559-114,12,"Fraud, Corruption & Criminal Conduct",enforcement,"The bill prohibits threats or acts of violence against a person's pet as part of stalking and domestic violence offenses, which constitutes criminal conduct and potentially obstruction of justice if someone attempts to conceal such acts."
hr2752-111,1,Wage Hour & Benefits,enforcement,"The bill regulates the provision of contraceptive services to minors by family planning projects, which involves requirements for parental notification and consent, directly affecting the conduct of non-governmental providers of healthcare services."
hr1105-115,17,Water Violation,enforcement,"The bill directly affects the scope of the Clean Water Act, which regulates pollutant discharges into waterways and thus relates to EPA enforcement for Clean Water Act violations."
hr876-115,3;4,Labor Relations;Workplace Safety,enforcement,"The bill focuses on enhancing security vetting of airport employees, including background checks, continuous vetting, and access controls, which directly relates to labor relations and workplace safety by addressing potential insider threats and security vulnerabilities within the transportation sector."
s539-113,,,,"The bill establishes a commission to evaluate and recommend improvements to diabetes care coordination; it does not directly regulate employer conduct or introduce tax incentives related to wage, benefit, or other corporate misconduct areas."
sjres33-111,,,,This bill concerns the proposed constitution of the U.S. Virgin Islands and does not directly regulate or incentivize any corporate conduct related to the Violation Tracker categories.
hr4542-109,3,Labor Relations,enforcement,"The bill addresses requirements prohibiting foreign interests from exercising control over U.S. airlines, which relates to labor relations and potential impacts on airline employees and collective bargaining rights."
hr4853-113,,,,Bill relates to the method of delivering Medicare statements to beneficiaries and does not regulate private employer conduct or introduce tax incentives related to employer behavior.
hr1649-110,,,,The bill concerns the closure or relocation of Farm Service Agency county offices and does not relate to any type of corporate misconduct targeted by government enforcement actions.
hr475-108,16,Air Violation,enforcement,"The bill reestablishes the Office of Noise Abatement and Control within the EPA and directs a study of airport noise, relating to EPA Clean Air Act enforcement for air emissions violations and permit non-compliance at industrial facilities."
hr5285-112,,,,Bill adjusts a tariff schedule; it does not relate to corporate misconduct or enforcement actions against companies.
s2728-108,12;14,"Fraud, Corruption & Criminal Conduct;Consumer Protection",enforcement,"The bill creates a penalty for automobile insurance fraud and directs the Department of Justice to investigate and prosecute such fraud, relating to criminal conduct and deceptive marketing practices."
hr3933-109,,,,The bill provides grants to states and nonprofits for forest land preservation and sprawl containment; it does not regulate corporate conduct or introduce tax incentives related to any of the Violation Tracker categories.
s3356-112,1;21;22,Wage Hour & Benefits;Animal Welfare;Government Contracting,enforcement,"The bill focuses on strengthening international conservation programs, which could involve addressing poaching, illegal logging, and wildlife trafficking (potentially implicating companies involved in those activities), and enhancing economic benefits from tourism, which could relate to employer conduct, and it also references performance measurement which could relate to government contracting and reporting."
hr5090-108,,,,The bill relates to a tax credit for natural gas production and does not directly regulate or enforce any corporate misconduct related to the Violation Tracker categories.
hr5086-108,,,,Bill adjusts tariff rates for a specific chemical compound; it does not relate to any type of corporate misconduct targeted by government enforcement actions.
hr1812-107,1;2;8,Wage Hour & Benefits;Employment Discrimination;Campus Safety,enforcement,"The bill authorizes grants for school counselors and safety programs, which could relate to preventing school violence and addressing potential discrimination or misconduct within schools, and could be used to address Clery Act compliance."
hr716-114,1,Wage Hour & Benefits,enforcement,"The bill requires mammography facilities to provide information about breast density to patients, which relates to healthcare access and informed consent, and could be seen as indirectly regulating the quality of information provided by healthcare facilities (non-governmental employers) to patients regarding their health."
s452-107,1,Wage Hour & Benefits,enforcement,"The bill aims to prevent the Secretary of Health and Human Services from targeting inadvertent billing errors under Medicare, and outlines provisions to allow for offset arrangements and repayment plans, directly affecting how Medicare audits and overpayment recoupment are handled with physicians and providers."
s910-114,1,Wage Hour & Benefits,enforcement,"The bill clarifies rules for accident and health plans of governmental entities, which, while focused on government entities, touches on the broader area of employee benefits and could impact how similar plans are structured and administered, potentially affecting employer conduct related to ERISA and employee benefits."
hr3823-109,,,,This is a private bill to provide immigration relief to specific individuals and does not regulate or incentivize any corporate conduct related to the Violation Tracker categories.
s2967-112,,,,Bill adjusts a tariff schedule; it does not relate to corporate misconduct enforcement or tax incentives related to any of the Violation Tracker categories.
hr2089-112,,,,"The bill encourages the use of advanced technologies in transportation projects receiving federal funding, but does not regulate corporate conduct or introduce tax incentives related to any of the Violation Tracker categories."
hr2737-111,26,Exploitation & Trafficking,enforcement,"The bill provides assistance to countries to eradicate trafficking in children, which involves civil and criminal enforcement against companies that facilitate or financially benefit from sex trafficking or sexual exploitation of minors."
s659-110,,,,"Bill relates to the payment of death gratuity to family members of deceased service members, which does not involve misconduct by a non-governmental employer."
s2034-112,12;24,"Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance",enforcement,"The bill imposes sanctions on individuals and entities involved in human rights abuses and censorship in Syria, and prohibits federal contracts with those exporting sensitive technology to Syria, representing criminal conduct and illegal corporate campaign contributions/failure to disclose political advertising."
s34-108,,,,"The bill repeals the estate tax on family-owned businesses and farms, which does not relate to any specific corporate misconduct targeted by government enforcement actions as defined by the Violation Tracker categories."
s335-116,9;12,"Banking AML & Sanctions;Fraud, Corruption & Criminal Conduct",enforcement,"The bill directly relates to ensuring compliance with a settlement agreement stemming from sanctions violations by a corporation (ZTE), which falls under banking/financial regulations and potential criminal conduct (violations of export controls and related laws)."
s674-108,,,,The bill designates museums composing America's National Maritime Museum and does not relate to any corporate misconduct targeted by government enforcement actions.
s3144-114,,,,The bill concerns the right to effective counsel in criminal cases and does not relate to corporate misconduct targeted by government enforcement actions.
hr967-115,,,,This bill awards a Congressional Gold Medal to Alice Paul for her contributions to the women's suffrage movement and equal rights for women; it does not regulate or incentivize any corporate conduct related to the Violation Tracker categories.
hr4103-107,,,,The bill concerns a land transfer to a religious organization for historic preservation and education purposes and does not relate to any corporate misconduct targeted by government enforcement actions.
hr532-107,17,Water Violation,enforcement,"The bill authorizes appropriations from a trust fund to address MTBE contamination in groundwater, relating to Clean Water Act enforcement and addressing pollutants discharged into waterways."
s2042-111,,,,Bill adjusts tariff rates on reconstituted tobacco; this is a routine policy adjustment and does not relate to enforcement actions against a company for misconduct.
hr825-109,,,,The bill concerns the conditions under which the IMF may sell gold and does not relate to any type of corporate misconduct targeted by government enforcement actions.
s3668-111,1,Wage Hour & Benefits,enforcement,"The bill aims to assist patients in navigating health-related programs, which could include addressing issues related to employer-sponsored health benefits and access to care, indirectly impacting employer obligations related to providing adequate benefits."
hr4539-113,24,Government Reporting & Compliance,enforcement,"The bill requires the CFPB to disclose the data and analyses underlying its research papers, which relates to agency enforcement for failure to file required regulatory reports."
s1959-109,,,,This bill concerns the placement of a statue in the Capitol; it does not regulate or incentivize any corporate conduct related to the Violation Tracker categories.
hr5320-106,,,,"Bill relates to Medicare payment rates and plan options; it does not regulate private employer conduct or introduce tax incentives related to wage/hour, benefits, or other corporate misconduct areas."
hr4218-108,,,,This bill focuses on high-performance computing research and development and does not directly regulate or incentivize any conduct related to corporate misconduct as defined by the Violation Tracker categories.
hr4215-111,,,,The bill concerns the listing of a biological agent and toxin and does not relate to any type of corporate misconduct targeted by government enforcement actions.
s3106-110,13,Intellectual Property & Trade Secrets,enforcement,"The bill clarifies the definitions of vessel hull design protection under copyright law, which relates to the theft of proprietary business information and intellectual property."
s856-113,12;9,"Fraud, Corruption & Criminal Conduct;Banking AML & Sanctions",enforcement,"The bill authorizes sanctions against individuals and entities involved in transactions supporting the Assad regime, including those related to the sale of defense articles and petroleum, which constitutes criminal conduct and financial transactions involving prohibited countries."
hr6272-112,5,Consumer Safety,enforcement,"The bill expands reporting requirements for clinical trials to the FDA, which directly relates to enforcement of drug safety and medical device regulations against companies."
hr416-107,16;17;18,Air Violation;Water Violation;Earth Violation,enforcement,"The bill establishes a fund for environmental priorities funded by consumer savings from retail electricity choice and authorizes matching funding for state environmental programs, which relates to EPA enforcement for air and water quality violations and environmental damage from mining operations."
s246-107,,,,The bill extends a moratorium on internet taxes and does not relate to any type of corporate misconduct targeted by government enforcement actions.
hr3102-114,1;3,Wage Hour & Benefits;Labor Relations,enforcement,"The bill relates to airport employee screening and access controls, which involves employer performance and potential disqualification for criminal offenses, and also addresses labor relations through the establishment of a redress process for adverse employment decisions."
hr4718-107,,,,The bill concerns a tax provision related to the depreciation of potato storage facilities and does not directly regulate or incentivize any conduct related to corporate misconduct as defined by the Violation Tracker categories.
s80-113,,,,The bill focuses on auditing and processing sexual assault forensic evidence backlogs and does not directly regulate or incentivize corporate conduct related to any of the Violation Tracker categories.
s818-111,,,,"The bill focuses on funding for educational technology and improving technology literacy in schools, and does not relate to corporate misconduct targeted by government enforcement actions."
hr1778-107,2,Employment Discrimination,enforcement,"The bill directs the Attorney General to conduct a study of traffic stops, including data on complaints alleging racial discrimination in law enforcement, which relates to employer-side FCRA violations during hiring and potential discriminatory practices."
hr1169-112,1,Wage Hour & Benefits,enforcement,"The bill directly affects the compensation, benefits, and rights of National Guard technicians, who are non-governmental employers, by removing limitations on hiring, providing overtime pay, and revising retirement eligibility, thus relating to wage/hour and benefit obligations."
hr4078-107,18;17,Earth Violation;Water Violation,enforcement,"The bill establishes a fund for reclamation of abandoned hardrock mines and authorizes the EPA to issue permits for remediation of water pollution associated with those mines, directly addressing environmental damage and water quality issues related to mining operations."
hr2573-108,22,Government Contracting,enforcement,"The bill authorizes agreements involving federal real property and potentially government contractors, which could relate to False Claims Act enforcement if contractors are involved in mismanagement or fraud related to those agreements."
hr1164-114,14,Consumer Protection,enforcement,"The bill requires operators of video services to disclose data collection practices to consumers and offer an alternative service without data collection, which relates to consumer privacy and is enforced through the Federal Trade Commission Act as unfair or deceptive acts or practices."
s1917-111,,,,Bill adjusts tariff rates on imported footwear; it does not relate to corporate misconduct or enforcement actions against companies.
s3954-111,6,Transportation Safety,enforcement,"The bill aims to improve air cargo security, which includes ensuring the proper handling and safeguarding of cargo by transportation employees, potentially relating to background checks and hiring practices, and thus employer-side FCRA violations."
hr4980-114,,,,The bill concerns the timeliness of background checks within the NICS system and a private right of action for failures to correct records; it does not regulate corporate conduct related to any of the Violation Tracker categories.
hr1077-107,1,Wage Hour & Benefits,enforcement,"The bill directly regulates the pay schedules and rates for prevailing rate employees in Pasquotank County, North Carolina, effectively setting wage obligations for non-governmental employers."
hr2198-110,22,Government Contracting,enforcement,"The bill requires federal agencies to report on contractor oversight and fulfillment of obligations, which relates to potential False Claims Act violations and government contracting misconduct."
hr2470-110,1,Wage Hour & Benefits,tax_credit_introduction,"The bill introduces tax credits for investment in public school modernization bonds, and includes labor standards applicable to the construction projects financed by those bonds, relating to employer wage obligations."
hr4426-112,,,,Bill adjusts tariff rates on a specific product; it does not relate to corporate misconduct enforcement or tax incentives related to any of the Violation Tracker categories.
s1332-113,,,,Bill relates to Medicare reimbursement for home health services and does not involve any regulation of private employer conduct or tax incentives related to employer wage/benefit obligations.
hr3003-109,12;24,"Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance",enforcement,"The bill establishes a commission to investigate detainee abuses, which could involve uncovering criminal conduct (kickbacks, false statements, obstruction of justice) by government contractors and failures to file required regulatory reports related to the operations, thus relating to categories 12 and 24."
hr5207-111,1,Wage Hour & Benefits,tax_credit_introduction,"The bill aims to improve the operation of Employee Stock Ownership Plans (ESOPs) through various tax provisions, which indirectly relate to employee benefits and pensions by incentivizing their use."
hr3744-109,1,Wage Hour & Benefits,tax_credit_introduction,"The bill introduces a tax credit to incentivize individuals to provide housing support to those displaced by Hurricane Katrina, which indirectly relates to private individuals providing support, and could be seen as encouraging actions that alleviate burdens on employers or social services related to displaced workers."
hr3941-106,,,,This bill suspends duty on a specific imported product; it is a routine tariff adjustment and does not relate to enforcement actions against corporate misconduct.
hr483-110,18,Earth Violation,,"The bill concerns land exchanges within a National Forest, and while it mentions 'mines and mineral resources,' it does not regulate or incentivize conduct related to hazardous waste handling, improper disposal, or environmental damage, and therefore does not directly relate to EPA RCRA enforcement or other Earth Violation categories."
