bill_id,category_ids,category_labels,bill_type,reason
hr5710-112,,,,"The bill establishes energy efficiency standards for commercial refrigerators and freezers, which relates to energy conservation and product regulation, not private employer wage, hour, or benefit obligations."
s343-113,,,,"The bill concerns the conveyance of federal land for environmental remediation and reclamation of a mine site, which relates to public lands and natural resources rather than private employer wage, hour, or benefit obligations."
hr2634-108,,,,"The bill suspends duties on nuclear reactor equipment, which is a trade policy matter unrelated to private employer wage, hour, or benefit obligations."
hr1589-107,,,,"The bill amends trade laws to grant duty-free treatment for imported apparel, which relates to foreign trade policy and tariffs rather than private employer wage, hour, or benefit obligations."
s2902-113,,,,"The bill prohibits the sale of cosmetics containing synthetic plastic microbeads to protect water quality, which is an environmental regulation and does not involve private employer wage, hour, or benefit obligations."
s726-111,,,,"The bill regulates the licensing and patent protection of biosimilar biological products under the Public Health Service Act, which pertains to drug safety and intellectual property rather than private employer wage, hour, or benefit obligations."
s1702-114,,,,"The bill addresses countervailing duties and trade investigations under the Tariff Act of 1930, which relates to international trade policy rather than private employer wage, hour, or benefit obligations."
hr4142-111,,,,"The bill focuses on financial sector regulation and breaking up large financial institutions to prevent systemic risk, which does not involve private employer wage, hour, or benefit obligations."
hr4310-114,,,,"The bill concerns immigration visa vetting procedures and national security checks, which are unrelated to private employer wage, hour, or benefit obligations."
s460-112,,,,"The bill restricts the Department of Education's authority over gainful employment regulations for student aid eligibility, which concerns federal education policy and student loan access rather than private employer wage, hour, or benefit obligations."
hr5265-113,,,,"The bill designates a VA clinic name and does not regulate private employer wage, hour, or benefit obligations."
hr3913-113,,,,"The bill regulates banking entities and financial regulations under the Bank Holding Company Act and Volcker Rule, focusing on competition and capital formation rather than private employer wage, hour, or benefit obligations."
hr4945-114,,,,"The bill focuses on space policy, defense strategy, and NASA operations, and includes tax credits for payload insurance and loan guarantees for job creation, which are excluded as general business incentives rather than regulations of private employer wage, hour, or benefit obligations."
hr2224-110,,,,"The bill expands the definition of 'firefighter' for federal death benefit provisions under the Omnibus Crime Control and Safe Streets Act, which primarily governs public-sector emergency responders and federal grant eligibility rather than regulating private employer wage, hour, or benefit obligations."
hr4065-109,,,,"The bill addresses immigration status and visa issuance for undocumented workers, which is a matter of federal immigration policy rather than private employer wage, hour, or benefit obligations."
hr1036-116,,,,"The bill regulates mortgage originator definitions and compensation requirements under the Truth in Lending Act, which pertains to consumer credit and housing finance rather than private employer wage, hour, or benefit obligations."
hr53-107,,,,"The bill addresses criminal penalties for harassment of crime victims by convicted offenders, which is unrelated to private employer wage, hour, or benefit obligations."
hr5303-112,,,,"The bill concerns foreign aid to the Palestinian Authority and international relations, not private employer wage, hour, or benefit obligations."
hr4529-115,,,,"The bill concerns SEC regulations regarding securities registration and capital market access, which does not involve private employer wage, hour, or benefit obligations."
hr3790-109,,,,"The bill establishes a government trust fund for disaster relief and allows individual taxpayers to direct their tax refunds to it; it does not regulate private employer wage, hour, or benefit obligations."
hr4242-106,,,,"The bill addresses FDA drug approval processes for orphan drugs and does not regulate private employer wage, hour, or benefit obligations."
s1085-110,,,,"The bill focuses on airline consumer protection and transparency regarding flight delays and cancellations, not on private employer wage, hour, or benefit obligations."
s1132-111,,,,"The bill addresses the right of law enforcement officers to carry concealed firearms and defines eligibility criteria for public-sector officers; it does not regulate private employer wage, hour, or benefit obligations."
hr3314-114,,,,"The bill addresses refugee admission and government-administered public assistance programs (Medicaid, SNAP, Social Security), which are excluded as they do not involve private employer wage, hour, or benefit obligations."
s1753-112,,,,"The bill regulates consumer information disclosure by travel websites regarding health and safety risks, which is a consumer protection and commerce issue, not a private employer wage, hour, or benefit obligation."
hr5461-111,,,,"The bill amends Medicare coverage rules for a specific cancer screening test, which falls under government reimbursement rates and public health policy rather than private employer wage, hour, or benefit obligations."
s3481-110,,,,"The bill provides a tax credit for the purchase of hybrid school buses, which is a general tax incentive for vehicle acquisition and does not regulate private employer wage, hour, or benefit obligations."
hr4993-114,,,,"The bill concerns the privacy of mortgage applicant data under the Home Mortgage Disclosure Act and does not address private employer wage, hour, or benefit obligations."
s371-114,,,,"The bill addresses environmental regulations regarding vessel discharges under the Clean Water Act and does not involve private employer wage, hour, or benefit obligations."
hr3682-111,,,,"The bill regulates telecommunications carriers' obligations to provide location data to law enforcement for emergency response, which is unrelated to private employer wage, hour, or benefit obligations."
s1721-109,,,,"The bill authorizes grants and assistance for National Heritage Areas, which is a public lands and natural resources policy matter unrelated to private employer wage, hour, or benefit obligations."
hr5052-113,,,,"The bill addresses the regulation of elephant ivory possession and trade under the Endangered Species Act, which is unrelated to private employer wage, hour, or benefit obligations."
s1958-115,,,,"The bill focuses on modernizing IRS data verification processes and collecting fees for income verification services, which is a matter of tax administration and does not regulate private employer wage, hour, or benefit obligations."
s3178-110,,,,"The bill authorizes dental insurance for veterans and their dependents through the Department of Veterans Affairs, which is a government-administered benefit program and does not regulate private employer wage, hour, or benefit obligations."
hr5603-107,,,,"The bill addresses the tax-exempt status of terrorist organizations and charitable contribution deductions, which are unrelated to private employer wage, hour, or benefit obligations."
s1462-112,,,,"The bill focuses on education policy, parent engagement, and student support services within public schools, rather than regulating private employer wage, hour, or benefit obligations."
hr1799-109,,,,"The bill extends a duty suspension on specific industrial materials (ORGASOL polyamide powders) under the Harmonized Tariff Schedule, which relates to foreign trade and tariffs rather than private employer wage, hour, or benefit obligations."
s2295-111,,,,"The bill suspends import duties on specific chemical copolymers, which is a matter of foreign trade and tariffs, not private employer wage, hour, or benefit obligations."
s2152-111,,,,"The bill suspends tariffs on cotton canvas grocery bags, which is a trade policy matter unrelated to private employer wage, hour, or benefit obligations."
hr4396-109,,,,"The bill establishes a federal agency within HHS to manage vaccine procurement and distribution, which is a matter of public health policy and government operations, not private employer wage, hour, or benefit obligations."
hr6107-112,,,,"The bill addresses telemedicine licensing for health care professionals treating veterans through the Department of Veterans Affairs, which is a government service and does not regulate private employer wage, hour, or benefit obligations."
s2650-112,,,,"The bill suspends import duties on wide angle reflectors, which is a matter of foreign trade and tariffs, not private employer wage, hour, or benefit obligations."
hr3539-112,,,,"The bill terminates a federal housing assistance program (HOPE VI) administered by HUD, which relates to public housing policy and government appropriations rather than private employer wage, hour, or benefit obligations."
hr4607-112,,,,"The bill establishes a moratorium on federal agency rulemaking during the end of a presidential term, which is a matter of administrative law and government operations, not a regulation of private employer wage, hour, or benefit obligations."
s592-116,,,,"The bill mandates cybersecurity disclosures for publicly traded companies under the Securities and Exchange Act, which relates to financial regulation and corporate governance rather than private employer wage, hour, or benefit obligations."
hr3367-113,,,,"The bill addresses a fee imposed on health insurance providers under the Affordable Care Act and requires refunds to consumers, which relates to insurance industry regulation and consumer costs rather than private employer wage, hour, or benefit obligations such as those under FLSA, WARN, ERISA, or FMLA."
hr1742-113,,,,"The bill addresses HUD housing assistance calculations and VA pension exclusions for veterans, which are government benefit programs and not private employer wage, hour, or benefit obligations."
hr2336-113,,,,"The bill concerns the conveyance of federal lands for community development and does not regulate private employer wage, hour, or benefit obligations."
hr4784-106,,,,"The bill establishes a government-run gasoline reserve for energy security and does not regulate private employer wage, hour, or benefit obligations."
s2069-111,,,,"The bill extends a temporary suspension of duty on flutolanil, which is a trade and tariff matter unrelated to private employer wage, hour, or benefit obligations."
hr1531-114,,,,"The bill addresses personnel management and promotion procedures for federal employees within the Department of the Interior, which are government employees, not private-sector employers subject to wage and hour or benefit misconduct regulations."
hr4390-109,,,,"The bill focuses on firearms dealer compliance, record-keeping, and criminal penalties for fraud, which falls under crime and law enforcement rather than private employer wage, hour, or benefit obligations."
hr4393-112,,,,"The bill extends a temporary suspension of duty on specific electrical instruments, which is a trade and tariff measure unrelated to private employer wage, hour, or benefit obligations."
hr3041-110,,,,"The bill adjusts Medicaid reimbursement rates and rebate requirements for managed care organizations, which falls under the exclusion for bills setting government reimbursement rates rather than regulating private employer wage or benefit obligations."
hr2453-107,,,,"The bill focuses on improving injection safety in international health programs administered by USAID under the Foreign Assistance Act, which involves government foreign aid and public health initiatives rather than private employer wage, hour, or benefit obligations."
hr3702-114,,,,"The bill authorizes construction of storage space for the Smithsonian Institution, a federal entity, and does not regulate private employer wage, hour, or benefit obligations."
s2657-110,,,,"The bill regulates vessel speed to protect North Atlantic right whales, which is an environmental and wildlife protection measure unrelated to private employer wage, hour, or benefit obligations."
hr7279-110,,,,"The bill suspends minimum distribution requirements for individual retirement accounts (IRAs), which are personal tax-deferred savings vehicles, rather than regulating private employer obligations regarding pension plans, wages, or benefits under ERISA or the FLSA."
hr4210-112,,,,"The bill establishes tax credit bonds for urban demolition projects, which is a housing and community development initiative unrelated to private employer wage, hour, or benefit obligations."
hr344-116,,,,"The bill directs the Department of Defense to expand chiropractic benefits within the TRICARE program for military retirees and non-active duty service members, which constitutes a government-administered benefit program rather than a regulation of private employer wage, hour, or benefit obligations."
hr2488-110,,,,"The bill reduces the tax rate on distilled spirits, which is a general excise tax policy unrelated to private employer wage, hour, or benefit obligations."
hr4473-108,,,,"The bill is an appropriations measure for the Department of Education, funding public education programs and student aid, which does not regulate private employer wage, hour, or benefit obligations."
hr4734-115,,,,"The bill addresses arbitration agreements for sexual harassment and sex discrimination disputes, which falls under employment discrimination rather than wage, hour, or benefit obligations such as minimum wage, overtime, WARN Act notice, ERISA, or FMLA."
hr4969-114,,,,"The bill directs the CDC and HHS to provide educational materials regarding opioid addiction prevention for youth athletes, which is a public health initiative and does not regulate private employer wage, hour, or benefit obligations."
s715-115,,,,"The bill concerns the release of land use restrictions for a municipal airport in Maine to promote economic development, which does not regulate private employer wage, hour, or benefit obligations."
s2046-112,,,,"The bill addresses immigration policy and visa waiver program security requirements, not private employer wage, hour, or benefit obligations."
s2825-108,,,,"The bill is an appropriations act for the Department of Veterans Affairs and other agencies, funding government-administered benefits and services for veterans rather than regulating private employer wage, hour, or benefit obligations."
s3260-112,,,,"The bill concerns foreign aid to Pakistan and the release of a specific individual, involving no private employer wage, hour, or benefit obligations."
hr186-116,,,,"The bill provides a general tax credit for veteran-owned small business start-up expenses, which falls under the exclusion for general hiring or business investment credits unrelated to specific wage, hour, or benefit compliance obligations."
hr4679-113,,,,"The bill addresses corporate inversions and international tax avoidance by modifying Internal Revenue Code rules for inverted corporations, which is a matter of corporate finance and taxation rather than private employer wage, hour, or benefit obligations."
hr3054-108,,,,"The bill addresses retirement annuity calculations for public-sector employees (DC police, fire, and federal law enforcement), which are government employees, not private non-governmental employers."
hr2252-107,,,,"The bill addresses campaign finance violations and foreign national contributions under the Federal Election Campaign Act, which is unrelated to private employer wage, hour, or benefit obligations."
hr2216-107,,,,"The bill is a supplemental appropriations act primarily funding government agencies, military operations, and public programs, which does not regulate private employer wage, hour, or benefit obligations."
hr960-108,,,,"The bill addresses Medicare+Choice (Part C) demonstration projects and government reimbursement structures for health maintenance organizations, which falls under the exclusion for bills adjusting Medicare payment rates to providers rather than regulating private employer wage or benefit obligations."
s853-108,,,,"The bill adjusts Medicare copayment rates for outpatient psychiatric services, which constitutes a change in government reimbursement rates rather than a regulation of private employer wage, hour, or benefit obligations."
hr6375-110,,,,"The bill provides federal grants to states for coordinating mental health services for adolescents and young adults, which is a public health initiative and does not regulate private employer wage, hour, or benefit obligations."
hr4506-106,,,,"The bill provides grants for CPR training in public schools, which is an education and public health initiative unrelated to private employer wage, hour, or benefit obligations."
hr5491-107,,,,"The bill extends federal unemployment insurance benefits, which is a government-administered public assistance program, rather than regulating private employer wage, hour, or benefit obligations."
s431-108,,,,"The bill regulates interstate transportation and disposal of municipal solid waste under environmental protection laws, which does not involve private employer wage, hour, or benefit obligations."
s740-113,,,,"The bill adjusts Medicare Part D rebate requirements for drug manufacturers, which constitutes a government reimbursement rate adjustment rather than a regulation of private employer wage, hour, or benefit obligations."
s2304-106,,,,"The bill addresses the taxation of Social Security benefits, which is a public assistance program administered by the government, not a private employer wage, hour, or benefit obligation."
s1640-107,,,,"The bill suspends import duties on steam turbines and generators, which is a trade policy measure unrelated to private employer wage, hour, or benefit obligations."
s2093-109,,,,"The bill authorizes appropriations for tribal leadership and policy training under the Udall Scholarship Act, which is a federal education and policy program unrelated to private employer wage, hour, or benefit obligations."
s2014-114,,,,"The bill establishes a federal initiative within the NIH to support researchers and revises federal loan repayment programs for health professionals, which are government-administered benefits and workforce development efforts, not regulations of private employer wage, hour, or benefit obligations."
hr2469-115,,,,"The bill establishes a moratorium on oil and gas seismic activities to protect marine wildlife, which is an environmental regulation and does not address private employer wage, hour, or benefit obligations."
hr2127-115,,,,"The bill regulates the use of labor union dues and requires employee consent for political or non-collective bargaining expenditures, which falls under labor-management relations rather than private employer wage, hour, or benefit obligations such as minimum wage, overtime, or ERISA compliance."
hr1228-111,,,,"The bill addresses Executive Order 13166 regarding language access for persons with limited English proficiency in government services, which does not involve private employer wage, hour, or benefit obligations."
hr5355-114,,,,"The bill focuses on hiring preferences for veterans in public transportation contracts, which constitutes a hiring incentive rather than a regulation of private employer wage, hour, or benefit obligations."
s869-111,,,,"The bill addresses the use of TARP repayments to reduce the national debt and does not regulate private employer wage, hour, or benefit obligations."
hr6342-109,,,,"The bill addresses veterans' benefits, healthcare, and education administered by the Department of Veterans Affairs and Department of Defense, which are government programs and not private employer wage, hour, or benefit obligations."
s2839-108,,,,"The bill designates a USPS facility name in honor of a Marine; it is a commemorative measure that does not regulate private employer wage, hour, or benefit obligations."
hr3474-108,,,,"The bill addresses health benefits for retired military personnel and their families, which are government-administered programs rather than private employer obligations."
hr5573-113,,,,"The bill establishes a National Scenic Area and manages federal land use, which does not involve private employer wage, hour, or benefit obligations."
hr739-113,,,,"The bill focuses on environmental restoration, water quality, and federal/state budget reporting for the Chesapeake Bay watershed, containing no provisions related to private employer wage, hour, or benefit obligations."
hr5237-108,,,,"The bill authorizes the installation of a commemorative statue on federal land and does not regulate private employer wage, hour, or benefit obligations."
hr4776-106,,,,"The bill suspends and repeals motor fuel excise taxes, which are general tax policy measures unrelated to private employer wage, hour, or benefit obligations."
hr3908-108,,,,"The bill concerns the conveyance of federal real property to a county in Ohio and does not regulate private employer wage, hour, or benefit obligations."
hr5015-110,,,,"The bill suspends import duties on sardines, which is a trade policy matter unrelated to private employer wage, hour, or benefit obligations."
s2558-109,1.0,Wage Hour & Benefits,tax_credit_introduction,"Introduces a tax credit for employers covering employee catastrophic health care costs, which incentivizes private employers to provide or maintain employer-sponsored group health benefit plans."
hr2878-108,,,,"The bill primarily addresses federal disaster relief and emergency management under the Stafford Act, including reimbursement for lost compensation to victims or local governments, rather than regulating private employer wage, hour, or benefit obligations."
hr3750-107,,,,"The bill directs a study on establishing a National Heritage Area in Hawaii, which relates to public lands and natural resources, not private employer wage, hour, or benefit obligations."
s115-107,,,,"The bill addresses tax depletion allowances for hardrock mining and funds land reclamation, which are environmental and general tax policy issues unrelated to private employer wage, hour, or benefit obligations."
hr4846-114,,,,"The bill increases the child tax credit for individual taxpayers, which is a general family policy and tax benefit unrelated to private employer wage, hour, or benefit obligations."
sjres26-113,,,,"The bill addresses the suspension of the federal debt limit and presidential authority, which are matters of public finance and government operations, not private employer wage, hour, or benefit obligations."
s2968-106,,,,"The bill primarily addresses the consolidation and reform of federal housing programs administered by HUD, including public housing, homeless assistance, and rural housing, which are government benefit programs rather than regulations of private employer wage, hour, or benefit obligations."
hr5792-114,,,,"The bill focuses on modernizing federal government information technology and cloud computing procurement processes, which does not involve private employer wage, hour, or benefit obligations."
hr3778-112,,,,"The bill addresses federal budget procedures and the public debt limit, which are matters of government fiscal policy and do not regulate private employer wage, hour, or benefit obligations."
s88-109,,,,"The bill amends federal criminal code regarding who may conduct psychiatric examinations for offenders, which relates to criminal justice procedure and not private employer wage, hour, or benefit obligations."
hr660-109,,,,"The bill awards a congressional gold medal to Ossie Davis for his contributions to the nation and does not regulate private employer wage, hour, or benefit obligations."
hr5637-107,,,,"The bill focuses on federal agency policies regarding environmental justice and does not regulate private employer wage, hour, or benefit obligations."
s482-108,,,,"The bill focuses on fishery conservation, management, and scientific review processes under the Magnuson-Stevens Act, and does not regulate private employer wage, hour, or benefit obligations."
hr1926-111,,,,"The bill authorizes an education program on global warming through the National Science Foundation and does not regulate private employer wage, hour, or benefit obligations."
hr4473-109,,,,"The bill focuses on financial market regulation, commodity futures trading, and CFTC enforcement powers, which are unrelated to private employer wage, hour, or benefit obligations."
s1558-111,,,,"The bill addresses travel reimbursement for members of the military reserve components, which are government personnel, not private-sector employees; therefore, it does not involve non-governmental employer wage or benefit obligations."
hr6001-109,,,,"The bill establishes identity verification procedures for FEMA disaster assistance payments, which are government-administered benefits, and does not regulate private employer wage, hour, or benefit obligations."
s1347-114,,,,"The bill amends Medicare payment rules regarding meaningful EHR use in ambulatory surgical centers, which relates to government reimbursement rates and healthcare technology standards rather than private employer wage, hour, or benefit obligations."
s1388-110,,,,"The bill establishes a highway safety demonstration program for heavy trucks in Maine, focusing on transportation infrastructure and vehicle weight limits rather than private employer wage, hour, or benefit obligations."
hr4960-106,,,,"The bill expands the boundary of a National Conservation Area in California, which is a public lands and natural resources issue unrelated to private employer wage, hour, or benefit obligations."
s1596-111,,,,"The bill authorizes the acquisition of a historic site for preservation and public education purposes, which does not involve private employer wage, hour, or benefit obligations."
s230-107,,,,"The bill concerns the transfer of federal land to a city for a senior center, which is a public lands and natural resources issue unrelated to private employer wage, hour, or benefit obligations."
hr3156-114,,,,"The bill addresses the expungement and sealing of youth criminal records, which is a criminal justice issue unrelated to private employer wage, hour, or benefit obligations."
hr917-112,,,,"The bill authorizes federal participation in a water reclamation infrastructure project in California, which is unrelated to private employer wage, hour, or benefit obligations."
hr2532-107,,,,"The bill authorizes grants for agricultural research and development centers, which is unrelated to private employer wage, hour, or benefit obligations."
sjres6-109,,,,"The bill proposes a constitutional amendment regarding the continuity of Congressional operations and succession in the event of mass incapacitation of members of Congress, which does not involve private employer wage, hour, or benefit obligations."
hr26-111,,,,"The bill focuses on education programs and public awareness regarding eating disorders in schools, which does not involve private employer wage, hour, or benefit obligations."
s1886-114,,,,"The bill reauthorizes the Integrated Coastal and Ocean Observation System and directs NOAA and NSF to conduct environmental research and monitoring; it does not regulate private employer wage, hour, or benefit obligations."
hr1476-116,,,,"The bill funds TANF demonstration projects for case management, which is a public assistance program and not a regulation of private employer wage, hour, or benefit obligations."
hr5394-109,,,,"The bill concerns land transfers and gaming regulations for Indian tribes, which does not involve private employer wage, hour, or benefit obligations."
s2747-111,,,,"The bill authorizes funding for the Land and Water Conservation Fund, which is a government trust fund for land and water conservation, and does not regulate private employer wage, hour, or benefit obligations."
hr4779-108,,,,"The bill appropriates federal grants for clinical research infrastructure and human subject protection at academic health centers, which does not regulate private employer wage, hour, or benefit obligations."
hr685-113,,,,"The bill awards a Congressional Gold Medal to military personnel and does not regulate private employer wage, hour, or benefit obligations."
hr2030-111,,,,"The bill focuses on international foreign aid and water/sanitation programs administered by USAID and the State Department, involving no private employer wage, hour, or benefit obligations."
s1445-114,,,,"The bill amends the Small Business Administration Microloan Program to revise lending requirements and technical assistance grants for small businesses, which does not regulate private employer wage, hour, or benefit obligations."
s2568-107,,,,"The bill adjusts Medicare payment rates to providers and individuals, which sets government reimbursement rates rather than regulating private employer wage, hour, or benefit obligations."
hr4647-114,,,,"The bill focuses on capital requirements and regulatory relief for financial institutions, which does not involve private employer wage, hour, or benefit obligations."
hr5311-109,,,,"The bill establishes a National Heritage Area for conservation and cultural preservation, which does not involve private employer wage, hour, or benefit obligations."
s2302-113,,,,"The bill extends a special immigrant visa program for Afghan allies and defines qualifying employment for visa eligibility; it does not regulate private employer wage, hour, or benefit obligations."
hr4576-112,,,,"The bill modifies tariff duties on a chemical substance (Clothianidin) and does not regulate private employer wage, hour, or benefit obligations."
hr900-111,,,,"The bill establishes judicial procedures and jurisdiction for claims related to federal land leasing for energy projects, which does not involve private employer wage, hour, or benefit obligations."
hjres18-111,,,,"The bill concerns interagency cooperation under the Endangered Species Act and does not address private employer wage, hour, or benefit obligations."
s2298-110,,,,"The bill regulates Federal Communications Commission licensing for low-power FM radio stations and does not address private employer wage, hour, or benefit obligations."
hr3675-108,,,,"The bill transfers administrative jurisdiction of federal property for the construction of a veterans' outpatient clinic, which involves government agencies (Army and VA) and does not regulate private employer wage, hour, or benefit obligations."
hr5267-106,,,,"The bill designates a federal courthouse name and does not regulate private employer wage, hour, or benefit obligations."
hr734-108,,,,"The bill provides student loan forgiveness for social workers employed by child protection agencies, which is a federal education aid program and does not regulate private employer wage, hour, or benefit obligations."
hr3297-108,,,,"The bill focuses on FDA recall authority and criminal penalties for counterfeit or adulterated drugs, which relates to product safety and consumer protection rather than private employer wage, hour, or benefit obligations."
hr4090-110,,,,"The bill addresses tax deductions for charitable contributions of motor vehicles, which is a general tax policy matter unrelated to private employer wage, hour, or benefit obligations."
hr1478-113,,,,"The bill addresses the pay and sequestration rules for Members of Congress, which are government employees, not private non-governmental employers; therefore, it does not involve private employer wage, hour, or benefit misconduct."
hjres105-114,,,,"The bill proposes a constitutional amendment regarding presidential elections in Puerto Rico and does not address private employer wage, hour, or benefit obligations."
s1444-113,,,,"The bill adjusts Medicare reimbursement rates for anesthesia services in rural hospitals, which sets government payment terms rather than regulating private employer wage, hour, or benefit obligations."
hr4191-113,,,,"The bill addresses the Department of Veterans Affairs' acceptance of private medical evidence for disability claims, which is a government-administered benefit program and does not regulate private employer wage, hour, or benefit obligations."
s877-108,,,,"The bill regulates commercial electronic mail (spam) and consumer protection issues, not private employer wage, hour, or benefit obligations."
hr3157-107,,,,"The bill establishes a federal bureau to promote tourism and restore consumer confidence after the 9/11 attacks; it does not regulate private employer wage, hour, or benefit obligations."
hr108-112,,,,"The bill primarily addresses federal election administration and voting rights; while it expresses a sense of Congress that private employers should provide time off for voting, it does not impose a legal mandate, regulation, or tax incentive on private employers regarding wage, hour, or benefit obligations."
hr1708-109,,,,"The bill amends tax code provisions regarding private activity bonds for water and sewage infrastructure, which is unrelated to private employer wage, hour, or benefit obligations."
hr312-108,,,,"The bill provides a tax deduction for corporate dividends paid to shareholders, which is a general corporate tax policy matter unrelated to private employer wage, hour, or benefit obligations."
hr2723-110,,,,"The bill focuses on improving the quality and delivery of pediatric care under Medicaid and SCHIP, which are government-administered public assistance programs, rather than regulating private employer wage, hour, or benefit obligations."
s3525-111,,,,"The bill addresses maritime trade regulations and vessel safety requirements under the Jones Act, which does not involve private employer wage, hour, or benefit obligations."
s1853-108,,,,"The bill extends government-administered unemployment insurance benefits, which are public assistance programs rather than private employer wage, hour, or benefit obligations."
hr1436-111,,,,"The bill focuses on federal government program efficiency, performance measurement, and accountability, which are matters of government operations rather than private employer wage, hour, or benefit obligations."
hr2683-108,,,,"The bill mandates fire safety reporting for educational institutions and does not regulate private employer wage, hour, or benefit obligations."
hr2926-113,,,,"The bill addresses First Amendment rights regarding voluntary religious activities in federally funded programs and does not regulate private employer wage, hour, or benefit obligations."
s2841-112,,,,"The bill suspends import duties on a specific chemical product, which is a trade policy matter unrelated to private employer wage, hour, or benefit obligations."
s4096-109,,,,"The bill concerns water resources development and the construction of dispersal barriers by the Army Corps of Engineers to prevent aquatic invasive species; it does not regulate private employer wage, hour, or benefit obligations."
s255-107,1.0,Wage Hour & Benefits,enforcement,"The bill amends ERISA and the Public Health Service Act to mandate specific coverage requirements for mastectomies and related treatments in employer-sponsored group health plans, directly regulating private employer benefit obligations."
hr5655-113,,,,"The bill provides tax credits for building rehabilitation and energy efficiency, which are general tax incentives unrelated to private employer wage, hour, or benefit obligations."
s3073-114,,,,"The bill establishes a commission to commemorate the Nineteenth Amendment and does not regulate private employer wage, hour, or benefit obligations."
hr338-107,,,,"The bill adjusts agricultural subsidies and marketing loan limits for producers, which relates to farm policy and government lending rather than private employer wage, hour, or benefit obligations."
hr1325-112,,,,"The bill focuses on federal workforce investment and training programs, prioritizing industry-recognized credentials, rather than regulating private employer wage, hour, or benefit obligations."
hr3503-110,,,,"The bill establishes a public health program to reduce obesity through education and intervention strategies, which does not regulate private employer wage, hour, or benefit obligations."
hr2509-114,,,,"The bill amends the Social Security Act to expand demonstration projects for unemployment compensation administration and reemployment, which are government-administered public assistance programs rather than regulations of private employer wage, hour, or benefit obligations."
hr4581-112,,,,"The bill adjusts import duties on a specific chemical compound under the Harmonized Tariff Schedule, which is a foreign trade matter unrelated to private employer wage, hour, or benefit obligations."
hr4921-106,,,,"The bill addresses veterans' disability compensation eligibility under Title 38, which is a government-administered benefit program for military service members, not a regulation of private employer wage, hour, or benefit obligations."
hr1099-107,,,,"The bill primarily addresses Coast Guard personnel management, military leave, and maritime safety regulations for vessels and merchant seamen, which involves government employees and federal regulatory compliance rather than private employer wage, hour, or benefit obligations."
hr1680-115,,,,"The bill focuses on improving the Small Business Administration's Women's Business Centers program through grant administration and accreditation standards for non-profit and educational entities, rather than regulating private employer wage, hour, or benefit obligations."
s1931-113,,,,"The bill extends federal unemployment compensation benefits and adjusts Social Security disability offsets, which are government-administered public assistance programs rather than regulations of private employer wage, hour, or benefit obligations."
s3125-109,,,,"The bill suspends import duties on ski and snowboard pants, which is a trade policy measure unrelated to private employer wage, hour, or benefit obligations."
s3473-110,,,,"The bill addresses water rights quantification and infrastructure funding for the White Mountain Apache Tribe, involving federal trust responsibilities and environmental compliance, with no provisions regulating private employer wage, hour, or benefit obligations."
s2127-113,,,,"The bill amends the Inspector General Act to change internal oversight procedures for the Department of Justice, which is a government agency, and does not regulate private employer wage, hour, or benefit obligations."
s2770-109,,,,"The bill imposes international sanctions on Uzbekistan officials for human rights violations and does not regulate private employer wage, hour, or benefit obligations."
hr5481-113,,,,"The bill adjusts reporting periods for Medicare and Medicaid EHR incentive payments, which are government reimbursement programs for healthcare providers, not regulations of private employer wage, hour, or benefit obligations."
s3500-110,,,,"The bill focuses on water infrastructure financing, grants, and revolving loan funds for public water systems and wastewater treatment, which does not involve private employer wage, hour, or benefit obligations."
hr1415-110,,,,"The bill addresses military commissions, habeas corpus, and the prosecution of enemy combatants, which are matters of national security and criminal procedure involving government entities, not private employer wage, hour, or benefit obligations."
s1361-115,,,,"The bill amends Medicare regulations regarding which healthcare professionals can supervise rehabilitation programs, which sets government reimbursement rules rather than regulating private employer wage, hour, or benefit obligations."
s14-111,,,,"The bill regulates abortion providers regarding informed consent and pain management for unborn children, which does not involve private employer wage, hour, or benefit obligations such as minimum wage, overtime, WARN Act notices, or ERISA/FMLA compliance."
hr1409-115,1.0,Wage Hour & Benefits,enforcement,"The bill mandates that private group and individual health plans provide cost-sharing parity for oral anticancer drugs, directly regulating employer-sponsored health benefit obligations under ERISA and the Public Health Service Act."
hr3971-107,,,,"The bill mandates an investigation into the deaths of federal Forest Service employees, which involves government personnel rather than private employer wage, hour, or benefit obligations."
hr689-112,,,,"The bill provides tax credits and deductions for research and development and domestic manufacturing activities, which are general business incentives unrelated to private employer wage, hour, or benefit obligations."
s44-114,,,,"The bill addresses immigration enforcement, detention, and removal procedures for unaccompanied alien children, which does not involve private employer wage, hour, or benefit obligations."
hr5391-114,,,,"The bill focuses on enhancing the research and development duties of the Domestic Nuclear Detection Office under the Department of Homeland Security, which is a government agency, and does not regulate private employer wage, hour, or benefit obligations."
hr924-115,,,,"The bill establishes an independent review panel for federal financial institution examinations, which relates to banking regulation and administrative due process rather than private employer wage, hour, or benefit obligations."
hr3302-113,,,,"The bill designates a VA medical center name, which is a congressional tribute related to government facilities and veterans' healthcare, not private employer wage, hour, or benefit obligations."
hr5589-110,,,,"The bill authorizes navigation and bank stabilization projects for the Atchafalaya River in Louisiana, which is a water resources development matter unrelated to private employer wage, hour, or benefit obligations."
hr924-109,,,,"The bill provides a tax deduction for veterans' survivors and dependents regarding educational expenses, which is a government benefit program and not related to private employer wage, hour, or benefit obligations."
